id,name,country,state,lat,lon,timezone
48,New York,US,NY,44.9204,-112.4732,-18000
49,Detroit,US,NY,30.2511,-124.2614,-18000
50,Dearborn,US,FL,41.4758,-75.288,-18000
51,Ann Arbor,US,TX,33.0742,-89.1457,-18000
52,Chicago,US,NY,30.0405,-95.6343,-18000
53,Los Angeles,US,GA,32.9259,-123.6122,-18000
54,San Diego,US,CA,32.581,-77.567,-18000
55,San Francisco,US,NY,27.5151,-98.7285,-18000
56,Jacksonville,US,GA,30.3032,-102.99,-18000
57,Jacksonville Beach,US,CA,28.4194,-95.0587,-18000
58,Ponte Vedra Beach,US,TX,29.5354,-87.1847,-18000
59,Neptune Beach,US,CA,33.3845,-82.5265,-18000
60,Atlantic Beach,US,TX,39.5201,-99.9958,-18000
61,Fernandina Beach,US,FL,30.8155,-96.7357,-18000
62,St. Augustine,US,GA,33.4729,-105.7925,-18000
63,Orange Park,US,GA,34.5959,-84.7199,-18000
64,Fleming Island,US,FL,38.9034,-122.1836,-18000
65,Julington Creek,US,TX,41.5003,-118.1196,-18000
66,Nocatee,US,CA,35.0022,-94.5246,-18000
67,Palm Coast,US,CA,40.1892,-70.1817,-18000
68,Daytona Beach,US,FL,26.2335,-95.0293,-18000
69,New Smyrna Beach,US,GA,28.6284,-82.1202,-18000
70,Titusville,US,TX,27.3556,-121.4729,-18000
71,Melbourne,US,TX,32.2292,-88.3131,-18000
72,Miami,US,GA,29.6479,-84.6209,-18000
73,Miami Beach,US,GA,29.4567,-73.9659,-18000
74,Fort Lauderdale,US,TX,43.452,-87.1245,-18000
75,West Palm Beach,US,CA,43.8288,-77.1523,-18000
76,Boca Raton,US,CA,44.7863,-117.844,-18000
77,Delray Beach,US,NY,43.5499,-73.5293,-18000
78,Vero Beach,US,TX,36.7569,-84.3775,-18000
79,Naples,US,NY,39.4616,-122.5683,-18000
80,Tampa,US,GA,30.6364,-86.6215,-18000
81,St. Petersburg,US,NY,25.7684,-92.698,-18000
82,Clearwater,US,NY,32.1326,-107.4313,-18000
83,Sarasota,US,GA,42.7088,-72.9326,-18000
84,Orlando,US,CA,25.3337,-119.4553,-18000
85,Winter Park,US,GA,26.8109,-115.4303,-18000
86,Kissimmee,US,GA,33.1404,-73.8636,-18000
87,Lakeland,US,GA,42.3949,-71.8937,-18000
88,Gainesville,US,TX,31.4047,-119.4371,-18000
89,Ocala,US,FL,25.2322,-91.5156,-18000
90,Tallahassee,US,CA,31.0034,-93.8499,-18000
91,Pensacola,US,CA,26.1088,-89.5809,-18000
92,Charlotte,US,FL,38.0535,-94.5385,-18000
93,Durham,US,FL,27.0951,-114.813,-18000
94,Raleigh,US,TX,28.6924,-90.7164,-18000
95,Chapel Hill,US,CA,44.661,-84.9407,-18000
96,Rochester,US,CA,34.9722,-109.2136,-18000
97,Denver,US,CA,26.2365,-124.4038,-18000
98,Cleveland,US,NY,43.0114,-84.9539,-18000
99,Boston,US,CA,27.6756,-119.6768,-18000
100,Philadelphia,US,CA,40.6073,-116.8144,-18000
101,Washington DC,US,NY,38.6319,-103.0644,-18000
102,Baltimore,US,TX,26.6053,-95.7255,-18000
103,New York,US,GA,40.5941,-122.0814,-18000
104,Detroit,US,CA,36.9327,-86.3709,-18000
105,Dearborn,US,CA,40.5603,-100.293,-18000
106,Ann Arbor,US,NY,37.257,-81.4761,-18000
107,Chicago,US,CA,41.651,-105.255,-18000
108,Los Angeles,US,GA,33.2225,-124.2948,-18000
109,San Diego,US,GA,42.7776,-120.916,-18000
110,San Francisco,US,CA,33.6757,-85.5689,-18000
