id,name,type,messages_total,messages_unread,threads_total,threads_unread
Label_auto_0147,AutoLabel_0147,user,7,0,1,3
Label_auto_0148,AutoLabel_0148,user,7,4,6,0
Label_auto_0149,AutoLabel_0149,user,17,5,9,3
Label_auto_0150,AutoLabel_0150,user,13,2,12,3
Label_auto_0151,AutoLabel_0151,user,4,3,1,0
Label_auto_0152,AutoLabel_0152,user,19,3,8,0
Label_auto_0153,AutoLabel_0153,user,5,5,14,3
Label_auto_0154,AutoLabel_0154,user,8,4,8,3
Label_auto_0155,AutoLabel_0155,user,8,1,1,0
Label_auto_0156,AutoLabel_0156,user,8,1,6,1
Label_auto_0157,AutoLabel_0157,user,12,4,2,3
Label_auto_0158,AutoLabel_0158,user,3,3,2,3
Label_auto_0159,AutoLabel_0159,user,10,0,1,3
Label_auto_0160,AutoLabel_0160,user,9,0,0,3
Label_auto_0161,AutoLabel_0161,user,13,3,14,3
Label_auto_0162,AutoLabel_0162,user,5,4,5,1
Label_auto_0163,AutoLabel_0163,user,20,5,2,2
Label_auto_0164,AutoLabel_0164,user,2,3,5,1
Label_auto_0165,AutoLabel_0165,user,0,0,4,3
Label_auto_0166,AutoLabel_0166,user,9,5,14,0
Label_auto_0167,AutoLabel_0167,user,19,0,0,0
Label_auto_0168,AutoLabel_0168,user,2,4,12,0
Label_auto_0169,AutoLabel_0169,user,7,0,1,1
Label_auto_0170,AutoLabel_0170,user,2,0,8,1
Label_auto_0171,AutoLabel_0171,user,6,2,3,2
Label_auto_0172,AutoLabel_0172,user,4,1,10,1
Label_auto_0173,AutoLabel_0173,user,18,3,12,0
Label_auto_0174,AutoLabel_0174,user,6,0,7,2
Label_auto_0175,AutoLabel_0175,user,19,2,4,1
Label_auto_0176,AutoLabel_0176,user,15,2,10,2
Label_auto_0177,AutoLabel_0177,user,1,4,14,0
Label_auto_0178,AutoLabel_0178,user,15,5,0,1
Label_auto_0179,AutoLabel_0179,user,5,0,9,3
Label_auto_0180,AutoLabel_0180,user,17,4,9,2
Label_auto_0181,AutoLabel_0181,user,16,0,11,0
Label_auto_0182,AutoLabel_0182,user,15,3,13,0
Label_auto_0183,AutoLabel_0183,user,0,3,1,1
Label_auto_0184,AutoLabel_0184,user,14,5,2,1
Label_auto_0185,AutoLabel_0185,user,7,5,11,3
Label_auto_0186,AutoLabel_0186,user,4,5,12,0
Label_auto_0187,AutoLabel_0187,user,0,3,0,2
Label_auto_0188,AutoLabel_0188,user,17,5,1,2
Label_auto_0189,AutoLabel_0189,user,6,0,14,2
Label_auto_0190,AutoLabel_0190,user,4,3,1,2
Label_auto_0191,AutoLabel_0191,user,14,1,8,1
Label_auto_0192,AutoLabel_0192,user,8,0,14,0
Label_auto_0193,AutoLabel_0193,user,4,2,13,2
Label_auto_0194,AutoLabel_0194,user,20,4,10,3
Label_auto_0195,AutoLabel_0195,user,16,5,6,0
Label_auto_0196,AutoLabel_0196,user,9,5,15,0
Label_auto_0197,AutoLabel_0197,user,11,2,13,2
Label_auto_0198,AutoLabel_0198,user,12,3,4,1
Label_auto_0199,AutoLabel_0199,user,15,1,5,3
Label_auto_0200,AutoLabel_0200,user,0,4,8,3
Label_auto_0201,AutoLabel_0201,user,4,2,1,3
Label_auto_0202,AutoLabel_0202,user,1,1,6,0
Label_auto_0203,AutoLabel_0203,user,3,5,4,0
Label_auto_0204,AutoLabel_0204,user,7,1,10,2
