Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
30,Lipid Panel Review,Service — Lipid Panel Review,Service,330.6,1,Sales,True,False
31,Statin Therapy Consult,Service — Statin Therapy Consult,Service,54.71,1,Sales,True,False
32,Preventive Cardiology Consult,Service — Preventive Cardiology Consult,Service,328.45,1,Sales,True,False
33,Second Opinion Consultation,Service — Second Opinion Consultation,Service,98.71,1,Sales,True,False
34,Fellowship Teaching Rounds,Service — Fellowship Teaching Rounds,Service,490.49,1,Sales,True,False
35,Grand Rounds Presentation,Service — Grand Rounds Presentation,Service,441.9,1,Sales,True,False
36,Journal Club Facilitation,Service — Journal Club Facilitation,Service,399.08,1,Sales,True,False
37,CME Course Registration,Service — CME Course Registration,Service,232.59,1,Sales,True,False
38,IRB Protocol Review Fee,Service — IRB Protocol Review Fee,Service,48.38,1,Sales,True,False
39,DSMB Meeting Attendance,Service — DSMB Meeting Attendance,Service,381.28,1,Sales,True,False
40,Manuscript Peer Review,Service — Manuscript Peer Review,Service,136.51,1,Sales,True,False
41,Conference Registration - ACC,Service — Conference Registration - ACC,Service,490.83,1,Sales,True,False
42,Conference Registration - SCAI,Service — Conference Registration - SCAI,Service,202.6,1,Sales,True,False
43,Conference Registration - AHA,Service — Conference Registration - AHA,Service,312.69,1,Sales,True,False
44,Site Visit Fee,Service — Site Visit Fee,Service,257.66,1,Sales,True,False
45,Research Coordinator Fee,Service — Research Coordinator Fee,Service,335.88,1,Sales,True,False
46,Data Management Service,Service — Data Management Service,Service,74.86,1,Sales,True,False
47,Statistical Consultation,Service — Statistical Consultation,Service,214.16,1,Sales,True,False
48,Manuscript Editing Service,Service — Manuscript Editing Service,Service,25.28,1,Sales,True,False
49,Publication Fee,Service — Publication Fee,Service,145.59,1,Sales,True,False
50,Poster Presentation Fee,Service — Poster Presentation Fee,Service,324.23,1,Sales,True,False
51,Fellowship Interview Panel,Service — Fellowship Interview Panel,Service,338.03,1,Sales,True,False
52,Simulation Lab Session,Service — Simulation Lab Session,Service,293.42,1,Sales,True,False
53,Practice Management Consult,Service — Practice Management Consult,Service,344.31,1,Sales,True,False
54,HIPAA Training,Service — HIPAA Training,Service,338.02,1,Sales,True,False
55,CITI Training Refresh,Service — CITI Training Refresh,Service,178.9,1,Sales,True,False
56,Malpractice CE,Service — Malpractice CE,Service,13.61,1,Sales,True,False
57,Cardiac Catheterization - Diagnostic,Service — Cardiac Catheterization - Diagnostic,Service,36.09,1,Sales,True,False
58,TAVR Procedure,Service — TAVR Procedure,Service,401.32,1,Sales,True,False
59,PCI - Elective,Service — PCI - Elective,Service,226.97,1,Sales,True,False
60,PCI - Emergency,Service — PCI - Emergency,Service,353.85,1,Sales,True,False
61,Coronary Angioplasty,Service — Coronary Angioplasty,Service,386.99,1,Sales,True,False
62,Stent Placement,Service — Stent Placement,Service,69.47,1,Sales,True,False
63,IVUS Study,Service — IVUS Study,Service,363.86,1,Sales,True,False
64,FFR Assessment,Service — FFR Assessment,Service,369.32,1,Sales,True,False
65,Structural Heart Consult,Service — Structural Heart Consult,Service,389.24,1,Sales,True,False
66,TAVR Post-op Follow-up,Service — TAVR Post-op Follow-up,Service,149.2,1,Sales,True,False
67,Cardiac Consultation - New,Service — Cardiac Consultation - New,Service,396.15,1,Sales,True,False
68,Cardiac Consultation - Established,Service — Cardiac Consultation - Established,Service,361.57,1,Sales,True,False
69,Echocardiogram,Service — Echocardiogram,Service,279.86,1,Sales,True,False
70,Stress Test - Nuclear,Service — Stress Test - Nuclear,Service,304.33,1,Sales,True,False
71,Stress Test - Exercise,Service — Stress Test - Exercise,Service,157.92,1,Sales,True,False
72,Holter Monitor 24hr,Service — Holter Monitor 24hr,Service,227.27,1,Sales,True,False
73,Event Monitor,Service — Event Monitor,Service,270.65,1,Sales,True,False
74,EKG - Interpretation,Service — EKG - Interpretation,Service,99.12,1,Sales,True,False
75,Pre-op Cardiac Clearance,Service — Pre-op Cardiac Clearance,Service,151.51,1,Sales,True,False
76,Cardiac MRI Referral,Service — Cardiac MRI Referral,Service,399.71,1,Sales,True,False
77,CT Angiography Referral,Service — CT Angiography Referral,Service,451.79,1,Sales,True,False
78,Peripheral Angiography,Service — Peripheral Angiography,Service,33.2,1,Sales,True,False
79,Right Heart Catheterization,Service — Right Heart Catheterization,Service,215.67,1,Sales,True,False
80,IABP Insertion,Service — IABP Insertion,Service,449.71,1,Sales,True,False
81,Impella Support,Service — Impella Support,Service,345.89,1,Sales,True,False
82,Loop Recorder Implant,Service — Loop Recorder Implant,Service,267.71,1,Sales,True,False
83,Pacemaker Follow-up,Service — Pacemaker Follow-up,Service,138.72,1,Sales,True,False
84,ICD Interrogation,Service — ICD Interrogation,Service,170.71,1,Sales,True,False
85,Anticoagulation Management,Service — Anticoagulation Management,Service,387.35,1,Sales,True,False
86,Lipid Panel Review,Service — Lipid Panel Review,Service,27.22,1,Sales,True,False
87,Statin Therapy Consult,Service — Statin Therapy Consult,Service,302.67,1,Sales,True,False
88,Preventive Cardiology Consult,Service — Preventive Cardiology Consult,Service,159.68,1,Sales,True,False
89,Second Opinion Consultation,Service — Second Opinion Consultation,Service,406.88,1,Sales,True,False
90,Fellowship Teaching Rounds,Service — Fellowship Teaching Rounds,Service,375.88,1,Sales,True,False
91,Grand Rounds Presentation,Service — Grand Rounds Presentation,Service,269.53,1,Sales,True,False
92,Journal Club Facilitation,Service — Journal Club Facilitation,Service,31.91,1,Sales,True,False
93,CME Course Registration,Service — CME Course Registration,Service,230.9,1,Sales,True,False
94,IRB Protocol Review Fee,Service — IRB Protocol Review Fee,Service,489.44,1,Sales,True,False
95,DSMB Meeting Attendance,Service — DSMB Meeting Attendance,Service,338.83,1,Sales,True,False
96,Manuscript Peer Review,Service — Manuscript Peer Review,Service,405.53,1,Sales,True,False
97,Conference Registration - ACC,Service — Conference Registration - ACC,Service,449.76,1,Sales,True,False
98,Conference Registration - SCAI,Service — Conference Registration - SCAI,Service,462.31,1,Sales,True,False
99,Conference Registration - AHA,Service — Conference Registration - AHA,Service,447.64,1,Sales,True,False
100,Site Visit Fee,Service — Site Visit Fee,Service,379.61,1,Sales,True,False
101,Research Coordinator Fee,Service — Research Coordinator Fee,Service,214.27,1,Sales,True,False
102,Data Management Service,Service — Data Management Service,Service,302.86,1,Sales,True,False
103,Statistical Consultation,Service — Statistical Consultation,Service,426.66,1,Sales,True,False
104,Manuscript Editing Service,Service — Manuscript Editing Service,Service,359.27,1,Sales,True,False
105,Publication Fee,Service — Publication Fee,Service,166.72,1,Sales,True,False
