id,name,type,messages_total,messages_unread,threads_total,threads_unread
Label_auto_111,Boehringer-111,user,64,4,31,1
Label_auto_112,Merck-112,user,74,2,42,1
Label_auto_113,CBRA-113,user,84,2,76,2
Label_auto_114,GRE-114,user,27,2,26,1
Label_auto_115,Photography-115,user,79,0,69,0
Label_auto_116,Receipts-116,user,30,5,27,2
Label_auto_117,Truck-Ford-117,user,39,5,39,5
Label_auto_118,Bank-CCU-118,user,70,6,53,4
Label_auto_119,Obaa-chan-119,user,49,4,37,1
Label_auto_120,Kenji-120,user,74,5,13,5
Label_auto_121,Farrier-121,user,80,0,17,0
Label_auto_122,Leatherwork-122,user,4,0,2,0
Label_auto_123,CE-Credits-123,user,77,4,70,1
Label_auto_124,HOA-124,user,52,3,27,1
Label_auto_125,Travel-125,user,58,6,38,4
Label_auto_126,Vet-Clients-126,user,32,5,19,5
Label_auto_127,Newsletters-127,user,64,0,32,0
Label_auto_128,Hikari-128,user,80,2,32,0
Label_auto_129,Sage-129,user,18,0,12,0
Label_auto_130,Kaze-130,user,73,1,51,0
Label_auto_131,Important-131,user,20,5,3,1
Label_auto_132,Follow-up-132,user,54,2,20,0
Label_auto_133,Tax-2025-133,user,36,0,9,0
Label_auto_134,Tax-2026-134,user,86,0,15,0
Label_auto_135,Henderson Ranch-135,user,60,3,5,2
Label_auto_136,Delta Bar-136,user,3,2,2,0
Label_auto_137,Zoetis-137,user,42,0,20,0
Label_auto_138,Boehringer-138,user,57,6,47,1
Label_auto_139,Merck-139,user,74,1,70,0
Label_auto_140,CBRA-140,user,41,3,33,0
Label_auto_141,GRE-141,user,10,2,8,1
Label_auto_142,Photography-142,user,87,0,35,0
Label_auto_143,Receipts-143,user,76,5,66,5
Label_auto_144,Truck-Ford-144,user,52,3,14,3
Label_auto_145,Bank-CCU-145,user,72,6,16,5
Label_auto_146,Obaa-chan-146,user,2,1,1,0
Label_auto_147,Kenji-147,user,2,2,2,1
Label_auto_148,Farrier-148,user,42,0,19,0
Label_auto_149,Leatherwork-149,user,18,4,13,4
Label_auto_150,CE-Credits-150,user,24,1,22,1
Label_auto_151,HOA-151,user,84,3,46,0
Label_auto_152,Travel-152,user,57,4,26,4
Label_auto_153,Vet-Clients-153,user,72,1,27,1
Label_auto_154,Newsletters-154,user,37,0,16,0
Label_auto_155,Hikari-155,user,13,6,4,0
Label_auto_156,Sage-156,user,6,5,1,1
Label_auto_157,Kaze-157,user,26,5,12,3
Label_auto_158,Important-158,user,76,3,6,3
Label_auto_159,Follow-up-159,user,56,2,31,0
Label_auto_160,Tax-2025-160,user,68,5,39,4
Label_auto_161,Tax-2026-161,user,15,0,11,0
Label_auto_162,Henderson Ranch-162,user,18,1,17,0
Label_auto_163,Delta Bar-163,user,4,4,1,1
Label_auto_164,Zoetis-164,user,33,1,5,1
Label_auto_165,Boehringer-165,user,13,1,10,0
Label_auto_166,Merck-166,user,53,0,2,0
Label_auto_167,CBRA-167,user,5,3,4,3
Label_auto_168,GRE-168,user,24,4,2,0
Label_auto_169,Photography-169,user,71,5,32,2
Label_auto_170,Receipts-170,user,50,3,20,0
Label_auto_171,Truck-Ford-171,user,45,0,32,0
Label_auto_172,Bank-CCU-172,user,29,1,23,1
Label_auto_173,Obaa-chan-173,user,34,4,10,2
Label_auto_174,Kenji-174,user,8,0,1,0
Label_auto_175,Farrier-175,user,55,0,37,0
Label_auto_176,Leatherwork-176,user,23,2,16,2
Label_auto_177,CE-Credits-177,user,35,0,6,0
Label_auto_178,HOA-178,user,62,4,33,1
Label_auto_179,Travel-179,user,67,4,60,0
Label_auto_180,Vet-Clients-180,user,57,3,17,3
Label_auto_181,Newsletters-181,user,89,2,6,1
Label_auto_182,Hikari-182,user,48,3,17,3
Label_auto_183,Sage-183,user,14,3,14,1
Label_auto_184,Kaze-184,user,82,4,82,3
Label_auto_185,Important-185,user,12,5,12,4
Label_auto_186,Follow-up-186,user,84,2,50,2
Label_auto_187,Tax-2025-187,user,27,1,18,1
Label_auto_188,Tax-2026-188,user,23,5,23,2
Label_auto_189,Henderson Ranch-189,user,61,4,16,4
Label_auto_190,Delta Bar-190,user,89,3,30,2
Label_auto_191,Zoetis-191,user,35,1,14,0
Label_auto_192,Boehringer-192,user,87,4,14,3
Label_auto_193,Merck-193,user,86,2,70,1
Label_auto_194,CBRA-194,user,46,3,28,2
Label_auto_195,GRE-195,user,29,0,14,0
Label_auto_196,Photography-196,user,85,4,13,0
Label_auto_197,Receipts-197,user,4,0,2,0
Label_auto_198,Truck-Ford-198,user,55,1,25,0
Label_auto_199,Bank-CCU-199,user,19,1,18,0
Label_auto_200,Obaa-chan-200,user,23,1,14,1
Label_auto_201,Kenji-201,user,58,5,6,2
Label_auto_202,Farrier-202,user,51,2,51,1
Label_auto_203,Leatherwork-203,user,71,5,12,1
Label_auto_204,CE-Credits-204,user,17,2,4,1
Label_auto_205,HOA-205,user,85,6,79,1
Label_auto_206,Travel-206,user,17,3,3,2
Label_auto_207,Vet-Clients-207,user,29,6,2,1
Label_auto_208,Newsletters-208,user,60,4,17,3
Label_auto_209,Hikari-209,user,38,1,10,0
Label_auto_210,Sage-210,user,72,3,11,0
Label_auto_211,Kaze-211,user,12,1,7,1
Label_auto_212,Important-212,user,12,2,2,2
Label_auto_213,Follow-up-213,user,9,1,7,0
Label_auto_214,Tax-2025-214,user,77,3,18,0
Label_auto_215,Tax-2026-215,user,64,3,35,1
Label_auto_216,Henderson Ranch-216,user,57,0,50,0
Label_auto_217,Delta Bar-217,user,83,5,70,3
Label_auto_218,Zoetis-218,user,68,4,1,0
Label_auto_219,Boehringer-219,user,15,6,12,3
Label_auto_220,Merck-220,user,52,6,24,3
Label_auto_221,CBRA-221,user,75,2,3,1
Label_auto_222,GRE-222,user,33,5,15,5
Label_auto_223,Photography-223,user,84,2,25,1
Label_auto_224,Receipts-224,user,6,3,5,3
Label_auto_225,Truck-Ford-225,user,58,6,2,0
Label_auto_226,Bank-CCU-226,user,19,3,14,0
Label_auto_227,Obaa-chan-227,user,63,3,38,3
Label_auto_228,Kenji-228,user,16,6,7,4
Label_auto_229,Farrier-229,user,66,4,61,3
Label_auto_230,Leatherwork-230,user,46,0,45,0
Label_auto_231,CE-Credits-231,user,74,3,30,0
Label_auto_232,HOA-232,user,30,5,29,3
Label_auto_233,Travel-233,user,53,3,38,2
Label_auto_234,Vet-Clients-234,user,77,6,71,4
Label_auto_235,Newsletters-235,user,88,6,30,5
Label_auto_236,Hikari-236,user,89,2,20,1
Label_auto_237,Sage-237,user,86,2,19,0
Label_auto_238,Kaze-238,user,71,2,8,0
Label_auto_239,Important-239,user,2,0,2,0
Label_auto_240,Follow-up-240,user,27,3,2,0
Label_auto_241,Tax-2025-241,user,17,6,1,1
Label_auto_242,Tax-2026-242,user,48,2,43,1
Label_auto_243,Henderson Ranch-243,user,15,5,5,2
Label_auto_244,Delta Bar-244,user,90,4,54,4
Label_auto_245,Zoetis-245,user,36,5,8,5
Label_auto_246,Boehringer-246,user,52,4,14,4
Label_auto_247,Merck-247,user,5,4,3,1
Label_auto_248,CBRA-248,user,69,1,49,0
Label_auto_249,GRE-249,user,2,0,2,0
Label_auto_250,Photography-250,user,89,1,23,0
Label_auto_251,Receipts-251,user,71,2,5,2
Label_auto_252,Truck-Ford-252,user,43,2,24,1
Label_auto_253,Bank-CCU-253,user,48,6,4,0
Label_auto_254,Obaa-chan-254,user,8,5,5,1
Label_auto_255,Kenji-255,user,23,0,12,0
Label_auto_256,Farrier-256,user,70,2,30,0
Label_auto_257,Leatherwork-257,user,65,2,13,2
Label_auto_258,CE-Credits-258,user,69,2,35,1
Label_auto_259,HOA-259,user,64,3,26,2
Label_auto_260,Travel-260,user,56,6,43,4
Label_auto_261,Vet-Clients-261,user,76,1,12,0
Label_auto_262,Newsletters-262,user,4,1,2,1
Label_auto_263,Hikari-263,user,18,6,10,4
Label_auto_264,Sage-264,user,27,0,16,0
Label_auto_265,Kaze-265,user,38,3,25,2
Label_auto_266,Important-266,user,83,1,22,1
Label_auto_267,Follow-up-267,user,68,4,18,2
Label_auto_268,Tax-2025-268,user,21,1,6,1
Label_auto_269,Tax-2026-269,user,51,3,36,1
Label_auto_270,Henderson Ranch-270,user,12,6,7,6
Label_auto_271,Delta Bar-271,user,8,4,6,0
Label_auto_272,Zoetis-272,user,32,1,7,1
Label_auto_273,Boehringer-273,user,20,2,12,2
Label_auto_274,Merck-274,user,67,5,62,3
Label_auto_275,CBRA-275,user,67,6,33,2
Label_auto_276,GRE-276,user,21,0,21,0
Label_auto_277,Photography-277,user,77,6,16,4
Label_auto_278,Receipts-278,user,81,4,30,1
Label_auto_279,Truck-Ford-279,user,85,1,79,1
Label_auto_280,Bank-CCU-280,user,25,4,20,4
Label_auto_281,Obaa-chan-281,user,33,3,17,2
Label_auto_282,Kenji-282,user,81,6,20,5
Label_auto_283,Farrier-283,user,28,5,17,1
Label_auto_284,Leatherwork-284,user,88,5,13,2
Label_auto_285,CE-Credits-285,user,81,0,12,0
Label_auto_286,HOA-286,user,7,0,5,0
