place_id,name,formatted_address,lat,lng,rating,user_ratings_total,types,business_status,price_level
place_024,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,3.8,4.5,doctor,done,61.26
place_025,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,3.8,4.2,pharmacy,pending,435.13
place_026,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.9383,4.2,4.5,doctor,closed,379.15
place_027,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,3.8,3.8,pharmacy,active,855.32
place_028,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,4.2,4.2,golf_course,confirmed,211.15
place_029,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.9383,3.8,4.5,golf_course,pending,347.27
place_030,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,3.8,4.2,golf_course,scheduled,741.74
place_031,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7800,3.8,4.2,golf_course,completed,81.99
place_032,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,3.8,4.5,pharmacy,open,37.18
place_033,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,3.8,3.8,pharmacy,active,53.12
place_034,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,4.2,4.5,golf_course,pending,349.69
place_035,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7811,4.5,4.5,doctor,confirmed,249.10
place_036,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.5,4.5,doctor,confirmed,167.69
place_037,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,4.2,4.2,pharmacy,open,147.06
place_038,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.9383,4.2,3.8,golf_course,confirmed,698.22
place_039,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.9383,4.2,4.2,pharmacy,closed,607.87
place_040,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,4.5,4.5,doctor,open,856.53
place_041,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7811,4.5,4.5,golf_course,scheduled,804.78
place_042,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7800,4.2,3.8,pharmacy,active,75.13
place_043,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7811,4.5,4.5,doctor,closed,868.86
place_044,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7800,3.8,4.5,golf_course,confirmed,260.07
place_045,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7800,4.5,4.5,doctor,open,368.10
place_046,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,3.8,4.5,pharmacy,active,718.14
place_047,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,4.5,3.8,golf_course,active,872.96
place_048,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,4.5,4.5,golf_course,done,876.01
place_049,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,3.8,4.5,doctor,open,682.68
place_050,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7800,4.5,4.5,pharmacy,done,749.22
place_051,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7811,3.8,3.8,pharmacy,confirmed,883.33
place_052,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7811,3.8,4.2,pharmacy,confirmed,664.70
place_053,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,4.2,3.8,pharmacy,scheduled,70.39
place_054,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.9383,3.8,4.5,pharmacy,completed,854.28
place_055,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,3.8,4.5,pharmacy,active,123.94
place_056,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7811,4.2,4.5,doctor,confirmed,47.66
place_057,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,4.2,4.5,doctor,active,814.91
place_058,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7800,4.2,4.5,pharmacy,completed,99.39
place_059,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7811,4.5,3.8,doctor,open,393.57
place_060,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7811,4.2,3.8,golf_course,open,521.38
place_061,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,3.8,4.5,golf_course,completed,866.66
place_062,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,4.5,4.5,pharmacy,done,639.70
place_063,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,3.8,3.8,golf_course,pending,847.74
place_064,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7811,4.2,3.8,pharmacy,completed,591.39
place_065,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,4.2,3.8,golf_course,pending,55.19
place_066,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7811,4.5,4.2,pharmacy,open,136.42
place_067,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7800,4.2,3.8,pharmacy,completed,495.83
place_068,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,3.8,4.2,doctor,closed,9.56
place_069,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,3.8,4.2,golf_course,scheduled,442.10
place_070,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.9383,4.5,3.8,golf_course,done,340.92
place_071,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.9383,4.5,3.8,pharmacy,done,409.31
place_072,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.9383,4.2,3.8,golf_course,active,854.85
place_073,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,4.2,4.5,pharmacy,open,338.60
place_074,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,3.8,4.5,doctor,confirmed,815.97
place_075,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7811,4.5,4.2,pharmacy,done,87.25
place_076,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.2,4.5,doctor,active,883.95
place_077,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,4.2,4.2,golf_course,active,149.71
place_078,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7800,4.2,4.5,pharmacy,confirmed,360.08
place_079,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7800,4.2,3.8,golf_course,scheduled,161.97
place_080,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.9383,4.5,4.2,doctor,active,212.70
place_081,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,4.5,3.8,golf_course,scheduled,161.43
place_082,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7811,4.2,4.2,golf_course,pending,20.17
place_083,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,3.8,3.8,golf_course,completed,245.28
place_084,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7811,3.8,4.5,doctor,open,831.31
place_085,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7800,3.8,3.8,golf_course,completed,649.12
place_086,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,4.5,3.8,pharmacy,closed,770.91
place_087,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7800,4.2,3.8,doctor,pending,114.72
place_088,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7800,3.8,4.5,doctor,closed,663.42
place_089,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.9383,3.8,4.2,golf_course,completed,114.64
place_090,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.2,3.8,golf_course,closed,781.05
place_091,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,3.8,4.2,doctor,active,425.06
place_092,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,3.8,4.5,doctor,done,850.53
place_093,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7811,4.5,3.8,golf_course,confirmed,618.06
place_094,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7800,4.2,3.8,pharmacy,done,472.12
place_095,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,3.8,4.5,doctor,completed,234.70
place_096,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,3.8,4.2,pharmacy,pending,709.47
place_097,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.5,3.8,doctor,scheduled,277.33
place_098,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,4.5,4.2,doctor,completed,329.81
place_099,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7800,4.5,3.8,doctor,active,736.20
place_100,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.9383,4.5,4.2,doctor,scheduled,881.60
place_101,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7800,4.2,4.2,pharmacy,confirmed,640.17
place_102,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7800,4.5,4.2,doctor,completed,797.99
place_103,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7800,3.8,4.5,golf_course,confirmed,380.50
place_104,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7800,4.5,4.2,golf_course,closed,125.27
place_105,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.9383,4.5,4.5,doctor,scheduled,507.03
place_106,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7811,3.8,4.2,pharmacy,closed,170.03
place_107,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7800,4.2,3.8,golf_course,closed,790.88
place_108,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7800,3.8,3.8,doctor,closed,463.26
place_109,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.9383,3.8,3.8,pharmacy,scheduled,27.10
place_110,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,4.5,4.5,golf_course,completed,841.64
place_111,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7811,4.2,4.5,pharmacy,scheduled,768.04
place_112,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7800,4.2,3.8,doctor,done,461.09
place_113,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7800,3.8,3.8,doctor,scheduled,275.66
place_114,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7800,3.8,4.2,doctor,scheduled,437.58
place_115,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,4.5,4.5,pharmacy,closed,384.57
place_116,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.9383,3.8,4.5,doctor,done,761.91
place_117,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7800,4.2,3.8,pharmacy,confirmed,820.67
place_118,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,4.5,4.2,doctor,scheduled,669.28
place_119,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.9383,4.2,4.2,pharmacy,done,789.98
place_120,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,4.2,4.5,doctor,open,160.14
place_121,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,3.8,4.5,golf_course,open,190.89
place_122,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7800,3.8,4.2,doctor,completed,112.26
place_123,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.9383,4.2,3.8,golf_course,scheduled,660.83
place_124,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.9383,4.5,4.5,golf_course,confirmed,134.99
place_125,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,3.8,4.2,pharmacy,closed,433.94
place_126,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.9383,4.2,4.2,doctor,completed,500.54
place_127,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7811,3.8,4.2,pharmacy,pending,443.91
place_128,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7811,4.2,3.8,golf_course,scheduled,163.12
place_129,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7800,4.5,3.8,golf_course,completed,348.77
place_130,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.9383,4.5,4.5,pharmacy,completed,239.82
place_131,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7800,4.5,4.5,doctor,pending,150.02
place_132,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7811,4.2,3.8,golf_course,scheduled,688.06
place_133,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7800,3.8,4.5,pharmacy,pending,74.22
place_134,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7800,3.8,3.8,doctor,closed,528.02
place_135,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,4.5,3.8,pharmacy,open,574.90
place_136,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,4.2,4.5,pharmacy,closed,600.52
place_137,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7800,4.5,4.5,doctor,open,701.04
place_138,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7800,4.2,4.5,doctor,open,772.77
place_139,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7811,4.2,4.5,pharmacy,scheduled,372.15
place_140,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.9383,3.8,4.5,golf_course,completed,68.17
place_141,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.9383,4.5,4.5,pharmacy,closed,142.78
place_142,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7800,4.5,4.5,golf_course,closed,730.93
place_143,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7811,3.8,4.5,doctor,active,748.16
place_144,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.5,3.8,golf_course,pending,399.39
place_145,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.2,4.5,pharmacy,closed,320.94
place_146,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.9383,4.5,3.8,doctor,active,444.53
place_147,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,4.5,3.8,doctor,pending,793.36
place_148,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.9383,4.2,4.2,doctor,pending,753.89
place_149,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,3.8,4.5,pharmacy,pending,316.17
place_150,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7811,4.5,4.5,pharmacy,active,147.16
place_151,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.9383,4.2,3.8,doctor,confirmed,814.03
place_152,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.5,3.8,golf_course,confirmed,642.59
place_153,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7811,4.2,3.8,pharmacy,open,718.81
place_154,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7811,4.2,4.5,golf_course,pending,276.74
place_155,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.2,3.8,golf_course,open,388.07
place_156,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7800,3.8,4.5,pharmacy,done,583.16
place_157,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7800,4.2,4.2,doctor,open,141.19
place_158,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.9383,4.5,4.5,pharmacy,completed,374.02
place_159,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7800,4.2,4.2,doctor,scheduled,137.09
place_160,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.9383,3.8,4.5,doctor,open,586.79
place_161,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,4.2,4.2,pharmacy,done,742.58
place_162,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7811,3.8,3.8,doctor,open,891.36
place_163,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7800,3.8,4.2,doctor,open,65.09
place_164,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7811,3.8,4.5,pharmacy,open,845.93
place_165,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,3.8,4.5,golf_course,confirmed,808.82
place_166,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.9383,4.5,4.5,pharmacy,closed,432.32
place_167,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7800,3.8,4.5,doctor,pending,163.42
place_168,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",36.0071,-78.7811,3.8,3.8,pharmacy,closed,453.72
place_169,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7811,3.8,4.5,golf_course,open,645.88
place_170,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7800,3.8,3.8,doctor,confirmed,599.64
place_171,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.7915,-78.7800,3.8,3.8,pharmacy,done,678.96
place_172,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7800,4.5,4.5,golf_course,open,532.85
place_173,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,4.2,4.5,golf_course,open,738.45
place_174,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.9383,4.2,3.8,doctor,done,705.80
place_175,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.9383,4.2,4.2,doctor,active,231.39
place_176,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,4.2,4.5,pharmacy,closed,44.60
place_177,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7800,4.5,3.8,pharmacy,active,545.69
place_178,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.9383,4.5,4.2,pharmacy,closed,134.21
place_179,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.7811,4.2,4.2,doctor,done,539.61
place_180,Duke GI Clinic,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,3.8,4.2,pharmacy,confirmed,505.23
place_181,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.8500,-78.7811,4.2,3.8,pharmacy,active,604.66
place_182,Prestonwood Country Club,"300 Prestonwood Pkwy, Cary, NC 27513",35.7915,-78.7811,4.2,3.8,doctor,scheduled,495.77
place_183,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7800,4.2,4.2,pharmacy,completed,763.39
place_184,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.9383,4.2,4.2,doctor,scheduled,603.90
place_185,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.9383,4.5,4.2,doctor,closed,694.30
place_186,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,4.2,4.5,golf_course,open,614.13
place_187,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",36.0071,-78.9383,4.2,4.2,golf_course,completed,460.69
place_188,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.9383,4.5,4.5,doctor,done,204.24
place_189,Duke GI Clinic,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7811,4.5,4.2,golf_course,pending,11.92
place_190,Prestonwood Country Club,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.7811,3.8,4.5,doctor,confirmed,816.35
place_191,Duke GI Clinic,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.5,4.2,doctor,confirmed,213.69
place_192,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,3.8,4.2,golf_course,done,877.32
place_193,Prestonwood Country Club,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,4.2,4.5,golf_course,done,604.50
place_194,CVS Pharmacy - Cary,"40 Duke Medicine Cir, Durham, NC 27710",35.8500,-78.7800,4.5,3.8,pharmacy,scheduled,562.10
place_195,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",36.0071,-78.7811,4.2,3.8,golf_course,completed,33.67
place_196,CVS Pharmacy - Cary,"300 Prestonwood Pkwy, Cary, NC 27513",35.8500,-78.7811,4.2,4.5,doctor,active,305.81
place_197,CVS Pharmacy - Cary,"200 N Harrison Ave, Cary, NC 27513",35.7915,-78.9383,4.5,4.5,doctor,pending,447.71
