listing_id,title,city,country,room_type,price_per_night,cleaning_fee,beds,baths,max_guests,rating,review_count,host_id,instant_book
lst-0027,Arcos Vallarta apartment,Guadalajara,Mexico,entire_home,166.96,31.98,1,2.0,8,4.94,311,host-0163,false
lst-0028,Pearl District studio,Denver,USA,private_room,156.61,53.27,4,2.5,3,4.78,306,host-0187,false
lst-0029,Capitol Hill townhouse,San Antonio,USA,entire_home,197.94,25.03,3,1.5,6,4.70,187,host-0080,false
lst-0030,Mission townhouse,Denver,USA,private_room,252.44,74.99,2,2.5,6,4.57,37,host-0005,false
lst-0031,Downtown apartment,San Antonio,USA,private_room,190.20,85.40,4,1.5,4,4.68,176,host-0181,true
lst-0032,Zapopan Centro townhouse,Guadalajara,Mexico,entire_home,186.54,74.41,1,2.0,7,4.85,105,host-0152,true
lst-0033,Capitol Hill townhouse,San Antonio,USA,entire_home,227.54,46.46,1,1.5,4,4.68,155,host-0170,true
lst-0034,Southtown loft,Denver,USA,private_room,107.59,68.46,1,2.5,8,4.50,232,host-0205,false
lst-0035,Providencia townhouse,Guadalajara,Mexico,entire_home,170.59,76.01,4,2.0,6,4.76,213,host-0008,false
lst-0036,Pearl District casita,San Francisco,USA,private_room,87.26,52.81,2,2.0,8,4.97,240,host-0039,false
lst-0037,Pearl District apartment,San Francisco,USA,private_room,84.30,44.12,3,1.0,2,4.76,86,host-0093,false
lst-0038,Downtown loft,Denver,USA,private_room,89.95,62.27,1,2.0,8,4.52,90,host-0208,false
lst-0039,Southtown apartment,San Antonio,USA,entire_home,193.85,73.50,3,2.0,3,4.70,62,host-0097,false
lst-0040,Providencia casita,Guadalajara,Mexico,private_room,155.43,27.24,3,2.5,2,4.83,137,host-0010,true
lst-0041,Pearl District casita,San Antonio,USA,entire_home,131.23,53.26,4,2.0,8,4.83,316,host-0179,true
lst-0042,Southtown townhouse,Denver,USA,private_room,149.94,65.25,1,1.0,2,4.74,222,host-0083,true
lst-0043,Pearl District casita,Denver,USA,private_room,220.19,60.58,2,2.5,3,4.86,280,host-0060,true
lst-0044,Downtown loft,San Antonio,USA,entire_home,80.57,27.43,4,1.0,4,4.87,153,host-0174,true
lst-0045,Providencia studio,Guadalajara,Mexico,entire_home,156.76,26.55,4,2.0,2,4.72,84,host-0144,true
lst-0046,Zapopan Centro guesthouse,Guadalajara,Mexico,private_room,183.45,33.18,4,2.0,3,4.95,43,host-0143,false
lst-0047,Downtown studio,Denver,USA,private_room,130.11,47.39,2,1.5,3,4.86,64,host-0044,false
lst-0048,Ladron de Guevara guesthouse,Guadalajara,Mexico,entire_home,239.80,76.87,3,1.0,8,4.88,95,host-0098,true
lst-0049,Downtown loft,San Antonio,USA,private_room,181.37,29.93,4,1.5,5,4.57,134,host-0016,false
lst-0050,Southtown studio,San Francisco,USA,entire_home,199.45,41.20,1,2.0,4,4.80,179,host-0158,true
lst-0051,Country Club loft,Guadalajara,Mexico,entire_home,193.84,57.05,1,2.5,2,4.58,69,host-0180,false
lst-0052,Colonia Americana studio,Guadalajara,Mexico,entire_home,255.55,29.70,3,2.5,3,4.80,119,host-0025,true
lst-0053,Chapalita apartment,Guadalajara,Mexico,entire_home,212.39,67.74,3,1.5,4,4.81,54,host-0097,false
lst-0054,Colonia Americana guesthouse,Guadalajara,Mexico,private_room,147.63,75.41,4,2.5,6,4.89,98,host-0138,true
lst-0055,Colonia Americana loft,Guadalajara,Mexico,entire_home,119.55,85.21,1,1.5,2,4.51,276,host-0188,true
lst-0056,Pearl District apartment,Denver,USA,entire_home,200.04,57.00,1,2.0,4,4.88,244,host-0162,false
lst-0057,Capitol Hill apartment,Denver,USA,private_room,182.07,63.11,4,2.0,4,4.97,213,host-0086,false
lst-0058,Downtown apartment,San Antonio,USA,private_room,234.08,44.43,3,2.5,4,4.75,189,host-0176,true
lst-0059,Pearl District apartment,San Francisco,USA,entire_home,138.52,65.57,2,1.0,5,4.62,150,host-0039,true
lst-0060,Mission apartment,San Antonio,USA,private_room,175.90,44.60,2,2.0,4,4.82,187,host-0083,false
lst-0061,Pearl District townhouse,San Antonio,USA,entire_home,243.90,83.25,1,2.5,4,4.79,208,host-0102,true
lst-0062,Mission guesthouse,Denver,USA,entire_home,135.27,81.61,4,2.0,7,4.84,114,host-0087,true
lst-0063,Pearl District guesthouse,San Antonio,USA,private_room,85.29,60.14,4,2.5,6,4.96,271,host-0008,true
lst-0064,Pearl District loft,San Francisco,USA,entire_home,110.13,45.50,1,1.0,5,4.86,245,host-0120,true
lst-0065,Colonia Americana casita,Guadalajara,Mexico,entire_home,127.54,42.39,2,1.5,5,4.54,174,host-0123,true
lst-0066,Southtown casita,Denver,USA,entire_home,244.16,60.40,3,1.5,5,4.96,293,host-0019,false
lst-0067,Arcos Vallarta townhouse,Guadalajara,Mexico,private_room,244.10,84.81,2,2.0,2,4.78,301,host-0161,true
lst-0068,Capitol Hill studio,San Francisco,USA,private_room,120.75,39.41,2,1.5,4,4.65,240,host-0022,true
lst-0069,Providencia apartment,Guadalajara,Mexico,entire_home,92.68,40.03,4,2.5,5,4.52,148,host-0128,false
lst-0070,Southtown guesthouse,San Francisco,USA,private_room,247.29,83.92,2,2.0,7,4.95,162,host-0156,true
lst-0071,Southtown loft,San Antonio,USA,private_room,164.84,85.51,3,1.5,3,4.93,94,host-0160,true
lst-0072,Arcos Vallarta casita,Guadalajara,Mexico,private_room,107.18,28.29,4,2.5,8,4.62,281,host-0173,true
lst-0073,Country Club apartment,Guadalajara,Mexico,entire_home,147.31,52.06,4,2.5,2,4.50,298,host-0122,true
lst-0074,Pearl District loft,San Francisco,USA,private_room,174.47,79.58,1,2.5,5,4.72,116,host-0072,true
lst-0075,Pearl District apartment,San Antonio,USA,entire_home,192.71,81.60,4,2.0,6,4.85,155,host-0104,false
lst-0076,Arcos Vallarta studio,Guadalajara,Mexico,entire_home,156.99,30.12,3,1.0,4,4.63,188,host-0128,true
lst-0077,Southtown casita,San Francisco,USA,entire_home,120.09,54.07,1,1.0,6,4.94,24,host-0111,false
lst-0078,Downtown casita,Denver,USA,entire_home,150.63,59.59,4,1.5,4,4.53,259,host-0011,false
lst-0079,Zapopan Centro guesthouse,Guadalajara,Mexico,entire_home,134.54,87.50,3,1.5,8,4.76,231,host-0195,true
lst-0080,Downtown townhouse,Denver,USA,entire_home,189.30,65.46,4,2.0,5,4.56,242,host-0073,false
lst-0081,Southtown townhouse,San Francisco,USA,entire_home,105.62,45.46,1,2.0,7,4.56,87,host-0165,true
lst-0082,Ladron de Guevara casita,Guadalajara,Mexico,entire_home,165.53,41.02,4,2.0,3,4.98,317,host-0134,true
lst-0083,Mission casita,Denver,USA,entire_home,172.40,83.03,1,1.5,8,4.81,49,host-0069,true
lst-0084,Colonia Americana guesthouse,Guadalajara,Mexico,entire_home,178.06,87.99,3,2.5,3,4.81,151,host-0122,false
lst-0085,Downtown studio,San Francisco,USA,private_room,198.15,45.05,4,1.5,2,4.89,142,host-0017,false
lst-0086,Downtown guesthouse,San Antonio,USA,private_room,156.84,51.30,1,2.5,2,4.88,160,host-0115,true
lst-0087,Pearl District apartment,San Antonio,USA,private_room,100.61,70.63,4,2.5,8,4.95,267,host-0197,true
lst-0088,Capitol Hill studio,San Antonio,USA,entire_home,170.46,74.00,1,2.5,8,4.79,139,host-0129,false
lst-0089,Chapalita casita,Guadalajara,Mexico,entire_home,164.00,45.86,3,1.0,7,4.89,116,host-0108,true
lst-0090,Tlaquepaque guesthouse,Guadalajara,Mexico,private_room,247.87,58.15,3,1.0,3,4.84,245,host-0197,false
lst-0091,Mission townhouse,Denver,USA,private_room,176.09,43.29,4,1.0,4,4.87,175,host-0132,false
lst-0092,Southtown loft,Denver,USA,entire_home,182.40,35.32,3,1.5,4,4.73,44,host-0086,true
lst-0093,Tlaquepaque loft,Guadalajara,Mexico,private_room,171.34,54.93,2,2.5,2,4.58,99,host-0176,true
lst-0094,Chapalita apartment,Guadalajara,Mexico,entire_home,191.17,44.65,1,1.0,5,4.66,236,host-0071,true
lst-0095,Southtown loft,San Francisco,USA,private_room,214.86,53.41,4,1.0,5,4.93,294,host-0112,true
lst-0096,Pearl District casita,Denver,USA,private_room,250.18,73.23,4,1.0,7,4.91,195,host-0028,false
lst-0097,Downtown loft,San Francisco,USA,private_room,120.91,51.44,1,1.0,6,4.94,173,host-0161,false
lst-0098,Downtown casita,San Francisco,USA,entire_home,204.90,48.59,4,2.0,2,4.69,214,host-0175,true
lst-0099,Downtown loft,San Francisco,USA,private_room,139.04,34.09,1,2.0,7,4.99,309,host-0206,true
lst-0100,Ladron de Guevara studio,Guadalajara,Mexico,entire_home,96.37,73.54,1,1.5,8,4.81,68,host-0075,true
lst-0101,Capitol Hill casita,San Francisco,USA,private_room,190.01,27.84,1,1.5,2,4.94,139,host-0083,false
lst-0102,Downtown apartment,San Antonio,USA,entire_home,255.63,59.51,4,1.5,2,4.94,311,host-0174,true
lst-0103,Southtown loft,San Francisco,USA,entire_home,82.06,58.25,3,2.5,3,4.68,218,host-0061,false
lst-0104,Zapopan Centro townhouse,Guadalajara,Mexico,private_room,158.93,45.57,4,1.5,8,4.66,227,host-0169,false
lst-0105,Downtown loft,Denver,USA,private_room,211.80,89.47,3,1.5,7,4.75,76,host-0142,true
lst-0106,Ladron de Guevara studio,Guadalajara,Mexico,private_room,249.59,62.03,2,2.5,5,4.74,115,host-0010,true
lst-0107,Capitol Hill casita,Denver,USA,entire_home,86.11,47.74,2,2.5,5,4.57,278,host-0078,false
lst-0108,Capitol Hill townhouse,San Francisco,USA,private_room,161.26,83.81,3,1.0,6,4.83,53,host-0031,false
lst-0109,Pearl District studio,San Antonio,USA,entire_home,252.04,49.52,2,1.5,6,4.53,265,host-0020,false
lst-0110,Country Club guesthouse,Guadalajara,Mexico,entire_home,211.71,73.13,2,1.0,6,4.80,246,host-0033,true
lst-0111,Downtown studio,San Antonio,USA,private_room,134.25,59.67,3,2.5,4,4.56,150,host-0182,false
lst-0112,Capitol Hill guesthouse,San Francisco,USA,private_room,224.52,25.24,1,1.5,2,4.71,97,host-0137,false
lst-0113,Southtown guesthouse,Denver,USA,entire_home,126.21,87.31,1,2.5,3,4.60,188,host-0014,true
lst-0114,Zapopan Centro casita,Guadalajara,Mexico,private_room,141.68,59.35,4,1.5,8,4.67,270,host-0198,true
lst-0115,Pearl District studio,Denver,USA,entire_home,78.80,53.76,3,2.0,7,4.85,194,host-0053,true
lst-0116,Southtown apartment,San Francisco,USA,entire_home,229.50,74.99,1,1.0,8,4.95,292,host-0074,false
lst-0117,Country Club apartment,Guadalajara,Mexico,entire_home,199.01,41.48,4,2.0,5,4.55,179,host-0089,true
lst-0118,Capitol Hill casita,Denver,USA,private_room,250.95,78.39,2,2.0,6,4.79,52,host-0031,true
lst-0119,Pearl District loft,San Francisco,USA,entire_home,194.69,60.50,3,2.0,2,4.88,282,host-0123,false
lst-0120,Mission townhouse,San Antonio,USA,private_room,193.02,47.85,1,1.5,8,4.59,149,host-0048,true
lst-0121,Pearl District townhouse,Denver,USA,entire_home,93.36,30.28,4,1.0,5,4.80,54,host-0180,true
lst-0122,Pearl District loft,San Francisco,USA,private_room,194.62,55.89,2,1.5,3,4.77,124,host-0077,true
lst-0123,Zapopan Centro studio,Guadalajara,Mexico,entire_home,233.96,66.80,1,2.5,5,4.99,279,host-0179,false
lst-0124,Mission guesthouse,San Francisco,USA,private_room,198.32,52.39,3,1.5,6,4.72,230,host-0007,true
lst-0125,Pearl District loft,San Francisco,USA,entire_home,132.30,66.34,1,1.0,5,4.73,141,host-0125,true
lst-0126,Mission loft,Denver,USA,entire_home,180.42,65.43,2,1.0,2,4.98,229,host-0136,false
lst-0127,Mission loft,San Francisco,USA,entire_home,93.10,49.74,4,2.5,3,4.58,130,host-0055,true
lst-0128,Pearl District guesthouse,San Francisco,USA,private_room,175.32,77.97,2,2.5,3,4.51,268,host-0096,true
lst-0129,Southtown apartment,San Antonio,USA,entire_home,255.29,46.96,2,2.0,4,4.66,264,host-0099,false
lst-0130,Pearl District loft,San Francisco,USA,entire_home,106.72,44.13,3,1.5,3,4.58,262,host-0083,false
lst-0131,Southtown casita,Denver,USA,entire_home,183.75,77.04,4,2.0,2,4.67,77,host-0159,false
lst-0132,Mission apartment,San Antonio,USA,entire_home,211.75,54.87,4,2.5,6,4.75,175,host-0120,true
lst-0133,Zapopan Centro apartment,Guadalajara,Mexico,entire_home,91.52,75.84,3,1.5,7,4.89,280,host-0170,false
lst-0134,Southtown guesthouse,San Antonio,USA,private_room,204.49,88.52,1,2.5,2,4.90,192,host-0132,false
lst-0135,Southtown studio,San Francisco,USA,entire_home,206.41,58.70,3,2.0,4,4.68,229,host-0074,false
lst-0136,Country Club townhouse,Guadalajara,Mexico,entire_home,83.80,77.34,4,1.0,3,4.53,247,host-0159,false
lst-0137,Ladron de Guevara casita,Guadalajara,Mexico,private_room,98.14,36.93,4,2.0,6,4.75,106,host-0181,true
lst-0138,Capitol Hill townhouse,San Francisco,USA,private_room,235.67,60.29,1,2.0,4,4.56,278,host-0208,true
lst-0139,Country Club guesthouse,Guadalajara,Mexico,private_room,98.94,36.80,2,2.0,8,4.63,253,host-0072,false
lst-0140,Downtown loft,San Antonio,USA,private_room,180.96,48.00,3,1.0,8,4.63,284,host-0083,true
lst-0141,Pearl District apartment,San Antonio,USA,entire_home,181.89,56.12,4,2.5,8,4.65,151,host-0193,false
lst-0142,Chapalita loft,Guadalajara,Mexico,entire_home,199.00,45.57,1,1.5,5,4.68,58,host-0141,false
lst-0143,Downtown casita,San Francisco,USA,private_room,113.19,56.01,2,2.5,7,4.81,231,host-0198,true
lst-0144,Southtown loft,Denver,USA,private_room,111.33,41.75,2,1.0,5,4.74,214,host-0061,true
lst-0145,Mission townhouse,San Antonio,USA,entire_home,154.25,51.69,1,1.5,4,4.79,251,host-0148,false
lst-0146,Colonia Americana casita,Guadalajara,Mexico,entire_home,177.65,67.92,1,1.5,6,4.89,131,host-0039,true
lst-0147,Downtown studio,Denver,USA,private_room,138.08,45.22,1,1.5,4,4.90,48,host-0172,true
lst-0148,Colonia Americana loft,Guadalajara,Mexico,entire_home,128.84,47.31,4,1.5,7,4.59,144,host-0086,false
lst-0149,Tlaquepaque townhouse,Guadalajara,Mexico,entire_home,114.04,70.59,3,1.0,3,4.91,234,host-0159,false
lst-0150,Ladron de Guevara loft,Guadalajara,Mexico,private_room,155.21,27.40,3,1.5,3,4.77,128,host-0082,false
lst-0151,Pearl District casita,San Antonio,USA,entire_home,88.67,75.72,4,2.5,8,4.89,246,host-0052,false
lst-0152,Southtown townhouse,San Antonio,USA,entire_home,109.95,39.76,3,1.5,8,4.72,152,host-0122,false
lst-0153,Capitol Hill studio,San Francisco,USA,entire_home,255.52,87.04,2,2.5,8,4.77,115,host-0132,false
lst-0154,Pearl District studio,San Francisco,USA,private_room,232.03,28.03,1,1.5,3,4.62,269,host-0159,false
lst-0155,Southtown apartment,San Antonio,USA,entire_home,84.50,79.57,1,1.5,3,4.81,79,host-0039,true
lst-0156,Country Club loft,Guadalajara,Mexico,private_room,92.62,50.87,3,2.5,3,4.78,120,host-0113,true
lst-0157,Southtown guesthouse,San Francisco,USA,entire_home,128.33,84.58,1,1.5,6,4.74,188,host-0073,false
lst-0158,Southtown studio,San Antonio,USA,private_room,248.84,33.10,3,1.5,3,4.99,314,host-0031,false
lst-0159,Chapalita apartment,Guadalajara,Mexico,entire_home,153.33,40.99,2,2.5,2,4.51,113,host-0104,true
lst-0160,Southtown loft,Denver,USA,private_room,80.49,59.65,3,1.5,2,4.91,233,host-0067,true
lst-0161,Capitol Hill loft,Denver,USA,private_room,90.57,53.19,2,2.0,6,4.72,180,host-0119,true
lst-0162,Pearl District studio,San Antonio,USA,private_room,118.06,42.88,3,2.5,5,4.55,226,host-0080,true
lst-0163,Pearl District loft,Denver,USA,private_room,244.71,89.12,4,1.0,4,4.96,172,host-0145,false
lst-0164,Pearl District guesthouse,San Francisco,USA,entire_home,230.29,78.08,4,2.5,6,4.59,299,host-0111,false
lst-0165,Southtown apartment,San Antonio,USA,private_room,183.10,83.74,3,1.0,3,4.96,278,host-0007,false
lst-0166,Country Club loft,Guadalajara,Mexico,entire_home,196.92,28.92,3,2.0,7,4.98,209,host-0029,true
lst-0167,Pearl District apartment,San Antonio,USA,entire_home,129.65,70.18,1,1.5,6,4.96,256,host-0118,false
lst-0168,Southtown studio,San Francisco,USA,entire_home,90.35,75.17,4,1.5,6,4.80,38,host-0032,false
lst-0169,Chapalita casita,Guadalajara,Mexico,entire_home,148.49,63.16,3,1.5,3,4.69,113,host-0039,true
lst-0170,Southtown studio,San Francisco,USA,entire_home,238.62,63.80,2,1.0,8,4.97,297,host-0082,true
lst-0171,Downtown loft,San Antonio,USA,private_room,118.68,41.97,3,2.5,3,4.99,184,host-0061,false
lst-0172,Pearl District studio,San Antonio,USA,entire_home,119.88,74.75,3,2.5,3,4.75,116,host-0168,true
lst-0173,Southtown apartment,Denver,USA,private_room,102.64,43.34,3,2.5,2,4.53,122,host-0034,true
lst-0174,Downtown loft,San Antonio,USA,private_room,95.27,41.88,4,2.5,2,4.82,58,host-0070,false
lst-0175,Arcos Vallarta loft,Guadalajara,Mexico,private_room,89.64,79.44,1,1.0,7,4.86,116,host-0051,false
lst-0176,Southtown townhouse,San Francisco,USA,entire_home,217.63,76.77,1,1.0,3,4.51,169,host-0050,true
lst-0177,Downtown apartment,Denver,USA,entire_home,199.81,48.14,4,1.5,2,4.52,243,host-0087,true
lst-0178,Mission guesthouse,Denver,USA,private_room,160.93,75.47,1,1.5,6,4.83,161,host-0158,false
lst-0179,Capitol Hill loft,San Antonio,USA,entire_home,248.72,74.59,4,1.5,3,4.96,233,host-0183,true
lst-0180,Mission loft,San Antonio,USA,entire_home,245.72,68.65,3,2.5,8,4.73,189,host-0069,false
lst-0181,Colonia Americana apartment,Guadalajara,Mexico,private_room,97.21,38.35,1,2.0,7,4.99,308,host-0052,true
lst-0182,Downtown guesthouse,San Francisco,USA,entire_home,149.12,88.27,3,2.5,3,4.99,26,host-0106,false
lst-0183,Capitol Hill loft,San Antonio,USA,entire_home,87.82,49.26,1,2.5,2,4.60,271,host-0166,true
lst-0184,Southtown loft,Denver,USA,entire_home,84.98,88.26,2,1.0,8,4.61,197,host-0118,false
lst-0185,Zapopan Centro studio,Guadalajara,Mexico,entire_home,161.08,87.94,4,1.5,6,4.53,300,host-0013,false
lst-0186,Capitol Hill guesthouse,San Antonio,USA,private_room,125.71,67.53,1,1.0,5,4.78,45,host-0147,false
lst-0187,Capitol Hill loft,San Francisco,USA,entire_home,211.75,28.19,1,2.0,6,4.57,115,host-0004,true
lst-0188,Capitol Hill casita,Denver,USA,private_room,157.70,67.39,2,2.0,6,4.79,257,host-0079,true
lst-0189,Chapalita studio,Guadalajara,Mexico,private_room,102.05,43.61,3,1.5,4,4.78,33,host-0208,false
lst-0190,Tlaquepaque studio,Guadalajara,Mexico,private_room,237.82,76.61,3,1.5,7,4.90,318,host-0043,false
lst-0191,Capitol Hill guesthouse,San Antonio,USA,entire_home,94.36,58.92,2,2.0,6,4.86,207,host-0063,true
lst-0192,Mission studio,San Francisco,USA,private_room,251.09,28.78,2,2.5,7,4.90,35,host-0131,false
lst-0193,Mission studio,San Francisco,USA,private_room,104.59,60.61,1,2.0,8,4.65,286,host-0153,false
lst-0194,Downtown townhouse,San Antonio,USA,private_room,233.13,81.05,3,1.5,7,4.74,34,host-0038,false
lst-0195,Downtown studio,San Antonio,USA,private_room,178.52,30.37,1,2.5,5,4.75,122,host-0150,true
lst-0196,Capitol Hill loft,San Francisco,USA,entire_home,160.04,41.62,1,2.0,6,4.53,144,host-0190,false
lst-0197,Chapalita guesthouse,Guadalajara,Mexico,entire_home,223.35,35.82,4,2.5,7,4.63,190,host-0004,true
lst-0198,Mission loft,San Francisco,USA,private_room,96.30,54.75,2,1.5,4,4.62,24,host-0007,false
lst-0199,Southtown studio,San Francisco,USA,entire_home,157.04,70.51,4,1.0,2,4.95,228,host-0071,true
lst-0200,Pearl District loft,San Antonio,USA,entire_home,209.32,52.06,2,1.5,8,4.95,279,host-0194,true
lst-0201,Country Club guesthouse,Guadalajara,Mexico,entire_home,84.47,71.33,2,2.5,7,4.70,277,host-0175,true
lst-0202,Mission apartment,Denver,USA,entire_home,176.24,67.24,2,1.5,2,4.77,276,host-0069,false
lst-0203,Pearl District casita,San Francisco,USA,private_room,108.75,41.88,4,1.0,3,4.99,212,host-0058,true
lst-0204,Providencia loft,Guadalajara,Mexico,entire_home,254.66,88.35,3,1.5,5,4.67,39,host-0193,true
lst-0205,Mission townhouse,San Antonio,USA,entire_home,94.43,52.23,1,2.0,7,4.56,198,host-0200,false
lst-0206,Capitol Hill studio,San Francisco,USA,private_room,98.94,63.36,3,2.5,7,4.95,64,host-0091,true
lst-0207,Tlaquepaque loft,Guadalajara,Mexico,entire_home,144.57,49.95,4,2.5,8,4.84,205,host-0045,false
lst-0208,Capitol Hill townhouse,Denver,USA,private_room,87.17,30.81,4,1.5,8,4.79,91,host-0084,false
lst-0209,Providencia studio,Guadalajara,Mexico,private_room,248.83,26.98,1,2.5,6,4.63,37,host-0025,false
lst-0210,Capitol Hill studio,Denver,USA,entire_home,234.25,74.69,3,2.5,2,5.00,145,host-0117,false
lst-0211,Downtown apartment,San Francisco,USA,entire_home,235.42,33.33,2,1.5,6,4.69,317,host-0002,true
lst-0212,Country Club loft,Guadalajara,Mexico,entire_home,162.23,85.23,1,2.0,3,4.51,186,host-0160,false
lst-0213,Pearl District loft,San Francisco,USA,entire_home,172.95,78.29,3,2.5,5,4.99,105,host-0130,false
lst-0214,Pearl District townhouse,Denver,USA,entire_home,150.09,27.35,3,1.5,2,4.59,48,host-0125,false
lst-0215,Zapopan Centro studio,Guadalajara,Mexico,entire_home,82.09,49.55,3,1.0,8,4.52,185,host-0205,true
lst-0102-x1,Chapalita apartment near Tia Lupe,Guadalajara,Mexico,entire_home,142.00,38.00,2,2.0,4,4.85,168,host-0002,false
lst-0123-x2,Mission guesthouse,San Francisco,USA,private_room,234.00,55.35,1,1.0,6,4.69,54,host-0102,false
lst-0010-x3,Southtown studio,San Antonio,USA,private_room,248.84,33.10,3,1.5,3,4.99,314,host-0031,false
lst-0147-x4,Mission apartment,Denver,USA,entire_home,176.24,67.24,2,1.5,2,4.77,276,host-0069,false
lst-0203-x5,Colonia Americana guesthouse,Guadalajara,Mexico,entire_home,178.06,87.99,3,2.5,3,4.81,151,host-0122,false
lst-0158-x6,Pearl District apartment,San Francisco,USA,entire_home,138.52,65.57,2,1.0,5,4.62,150,host-0039,true
lst-gdl-chapalita-x7,Pearl District loft,San Francisco,USA,entire_home,172.95,78.29,3,2.5,5,4.99,105,host-0130,false
lst-0123-x8,Capitol Hill townhouse,Denver,USA,private_room,87.17,30.81,4,1.5,8,4.79,91,host-0084,false
lst-0168-x9,Capitol Hill casita,Denver,USA,private_room,157.70,67.39,2,2.0,6,4.79,257,host-0079,true
lst-0010-x10,Capitol Hill casita,Denver,USA,entire_home,86.11,47.74,2,2.5,5,4.57,278,host-0078,false
lst-0108-x11,Capitol Hill studio,San Francisco,USA,private_room,98.94,63.36,3,2.5,7,4.95,64,host-0091,true
lst-0042-x12,Mission townhouse,Denver,USA,private_room,176.09,43.29,4,1.0,4,4.87,175,host-0132,false
lst-0074-x13,Pearl District loft,San Francisco,USA,private_room,174.47,79.58,1,2.5,5,4.72,116,host-0072,true
lst-0151-x14,Southtown townhouse,Denver,USA,private_room,149.94,65.25,1,1.0,2,4.74,222,host-0083,true
lst-0109-x15,Pearl District loft,San Francisco,USA,entire_home,110.13,45.50,1,1.0,5,4.86,245,host-0120,true
lst-0002-x16,Southtown guesthouse,San Antonio,USA,private_room,204.49,88.52,1,2.5,2,4.90,192,host-0132,false
lst-0024-x17,Pearl District studio,San Francisco,USA,private_room,232.03,28.03,1,1.5,3,4.62,269,host-0159,false
lst-0009-x18,Southtown studio,San Francisco,USA,entire_home,90.35,75.17,4,1.5,6,4.80,38,host-0032,false
lst-0162-x19,Chapalita casita,Guadalajara,Mexico,entire_home,148.49,63.16,3,1.5,3,4.69,113,host-0039,true
lst-0071-x20,Mission guesthouse,San Francisco,USA,private_room,198.32,52.39,3,1.5,6,4.72,230,host-0007,true
