id,business_id,rating,text,user_name,time_created
yr_0188,yelp_alt19,5,Review text 188,User89,2026-02-15T20:16:20Z
yr_0189,yelp_alt19,4,Review text 189,User191,2026-02-07T09:26:57Z
yr_0190,yelp_original,1,Review text 190,User121,2026-06-16T12:44:54Z
yr_0191,yelp_original,2,Review text 191,User119,2026-05-22T08:01:05Z
yr_0192,yelp_original,1,Review text 192,User132,2026-04-05T22:56:23Z
yr_0193,yelp_alt19,5,Review text 193,User68,2026-08-17T04:08:20Z
yr_0194,yelp_alt19,3,Review text 194,User145,2026-01-21T11:13:27Z
yr_0195,yelp_original,4,Review text 195,User1,2026-05-19T10:43:37Z
yr_0196,yelp_alt19,5,Review text 196,User30,2026-06-12T00:25:13Z
yr_0197,yelp_original,3,Review text 197,User167,2026-03-23T08:18:39Z
yr_0198,yelp_alt19,2,Review text 198,User86,2026-08-29T17:02:04Z
yr_0199,yelp_alt19,2,Review text 199,User182,2026-09-12T04:39:42Z
yr_0200,yelp_original,1,Review text 200,User151,2026-01-25T23:49:16Z
yr_0201,yelp_alt19,5,Review text 201,User8,2026-05-16T18:42:37Z
yr_0202,yelp_original,2,Review text 202,User179,2026-02-12T00:27:17Z
yr_0203,yelp_original,2,Review text 203,User45,2026-05-19T03:50:53Z
yr_0204,yelp_original,1,Review text 204,User63,2026-10-14T20:00:05Z
yr_0205,yelp_original,4,Review text 205,User132,2026-08-26T13:55:33Z
yr_0206,yelp_alt19,3,Review text 206,User72,2026-01-31T06:19:38Z
yr_0207,yelp_original,5,Review text 207,User91,2026-03-03T22:36:50Z
yr_0208,yelp_original,1,Review text 208,User119,2026-09-16T21:28:03Z
yr_0209,yelp_original,5,Review text 209,User97,2026-09-05T23:25:19Z
yr_0210,yelp_original,4,Review text 210,User95,2026-02-23T19:43:10Z
yr_0211,yelp_alt19,5,Review text 211,User37,2026-05-30T02:36:26Z
yr_0212,yelp_original,4,Review text 212,User21,2026-01-02T06:14:41Z
yr_0213,yelp_original,2,Review text 213,User77,2026-08-20T09:03:14Z
yr_0214,yelp_original,4,Review text 214,User60,2026-02-23T07:10:04Z
yr_0215,yelp_original,3,Review text 215,User58,2026-08-05T19:06:10Z
yr_0216,yelp_original,4,Review text 216,User157,2026-10-04T07:25:56Z
yr_0217,yelp_alt19,3,Review text 217,User62,2026-09-27T17:08:25Z
yr_0218,yelp_alt19,1,Review text 218,User51,2026-03-29T08:11:33Z
yr_0219,yelp_original,2,Review text 219,User126,2026-06-17T16:03:48Z
yr_0220,yelp_original,3,Review text 220,User161,2026-07-02T03:07:44Z
yr_0221,yelp_original,2,Review text 221,User66,2026-09-09T09:06:03Z
yr_0222,yelp_alt19,2,Review text 222,User182,2026-10-10T04:24:56Z
yr_0223,yelp_alt19,2,Review text 223,User195,2026-03-30T17:26:17Z
yr_0224,yelp_original,1,Review text 224,User166,2026-03-30T17:13:53Z
yr_0225,yelp_alt19,2,Review text 225,User184,2026-06-12T01:57:32Z
yr_0226,yelp_original,1,Review text 226,User121,2026-02-07T16:11:29Z
yr_0227,yelp_original,5,Review text 227,User72,2026-04-05T11:39:54Z
yr_0228,yelp_original,4,Review text 228,User191,2026-02-16T13:56:26Z
yr_0229,yelp_alt19,4,Review text 229,User160,2026-07-16T18:14:29Z
yr_0230,yelp_original,4,Review text 230,User122,2026-07-05T20:05:35Z
yr_0231,yelp_original,2,Review text 231,User66,2026-05-13T15:09:20Z
yr_0232,yelp_alt19,1,Review text 232,User31,2026-07-02T06:52:46Z
yr_0233,yelp_alt19,5,Review text 233,User17,2026-01-17T02:04:41Z
yr_0234,yelp_alt19,5,Review text 234,User125,2026-03-07T04:48:17Z
yr_0235,yelp_original,3,Review text 235,User120,2026-01-07T07:51:29Z
yr_0236,yelp_original,5,Review text 236,User55,2026-05-15T11:14:08Z
yr_0237,yelp_alt19,4,Review text 237,User129,2026-07-01T00:44:23Z
yr_0238,yelp_alt19,2,Review text 238,User132,2026-06-17T14:58:06Z
yr_0239,yelp_original,2,Review text 239,User191,2026-08-09T11:09:33Z
yr_0240,yelp_original,3,Review text 240,User175,2026-08-06T20:13:13Z
yr_0241,yelp_alt19,2,Review text 241,User160,2026-03-09T03:37:40Z
yr_0242,yelp_original,3,Review text 242,User163,2026-08-03T02:53:29Z
yr_0243,yelp_alt19,1,Review text 243,User146,2026-01-16T05:12:22Z
yr_0244,yelp_alt19,2,Review text 244,User7,2026-07-27T18:55:37Z
yr_0245,yelp_original,1,Review text 245,User32,2026-02-14T13:31:03Z
yr_0246,yelp_original,3,Review text 246,User70,2026-09-20T00:09:19Z
yr_0247,yelp_original,2,Review text 247,User150,2026-08-24T09:05:08Z
yr_0248,yelp_alt19,5,Review text 248,User94,2026-05-07T16:52:45Z
yr_0249,yelp_alt19,2,Review text 249,User136,2026-08-26T23:57:51Z
yr_0250,yelp_alt19,5,Review text 250,User193,2026-04-29T00:14:26Z
yr_0251,yelp_alt19,1,Review text 251,User158,2026-02-19T19:48:11Z
yr_0252,yelp_original,5,Review text 252,User20,2026-08-16T21:31:38Z
yr_0253,yelp_alt19,2,Review text 253,User42,2026-08-16T02:57:37Z
yr_0254,yelp_alt19,5,Review text 254,User123,2026-02-19T02:47:26Z
yr_0255,yelp_original,3,Review text 255,User94,2026-02-21T00:56:22Z
yr_0256,yelp_alt19,5,Review text 256,User110,2026-02-26T03:34:45Z
yr_0257,yelp_original,3,Review text 257,User32,2026-04-16T18:50:23Z
yr_0258,yelp_original,4,Review text 258,User46,2026-09-08T06:37:43Z
yr_0259,yelp_original,3,Review text 259,User51,2026-09-16T01:49:03Z
yr_0260,yelp_original,3,Review text 260,User93,2026-05-01T04:10:33Z
yr_0261,yelp_alt19,2,Review text 261,User160,2026-06-28T05:34:17Z
yr_0262,yelp_original,1,Review text 262,User84,2026-03-09T06:09:08Z
yr_0263,yelp_original,1,Review text 263,User43,2026-04-30T03:53:43Z
yr_0264,yelp_original,3,Review text 264,User153,2026-02-25T15:24:02Z
yr_0265,yelp_original,4,Review text 265,User63,2026-03-09T06:46:46Z
yr_0266,yelp_alt19,1,Review text 266,User19,2026-01-20T11:06:23Z
yr_0267,yelp_original,2,Review text 267,User29,2026-04-27T05:57:49Z
yr_0268,yelp_alt19,4,Review text 268,User78,2026-05-12T14:47:16Z
yr_0269,yelp_alt19,3,Review text 269,User110,2026-07-25T09:03:48Z
yr_0270,yelp_original,1,Review text 270,User144,2026-07-06T06:30:36Z
yr_0271,yelp_original,3,Review text 271,User4,2026-05-29T00:11:45Z
yr_0272,yelp_alt19,2,Review text 272,User102,2026-04-21T13:52:57Z
yr_0273,yelp_original,4,Review text 273,User115,2026-02-06T13:37:15Z
yr_0274,yelp_alt19,3,Review text 274,User163,2026-01-30T06:35:10Z
yr_0275,yelp_original,2,Review text 275,User33,2026-09-18T02:42:14Z
yr_0276,yelp_alt19,2,Review text 276,User137,2026-01-27T19:41:03Z
yr_0277,yelp_alt19,5,Review text 277,User35,2026-02-01T12:19:51Z
yr_0278,yelp_original,2,Review text 278,User142,2026-06-22T15:32:50Z
yr_0279,yelp_alt19,1,Review text 279,User186,2026-09-30T13:47:52Z
yr_0280,yelp_original,4,Review text 280,User154,2026-08-26T18:55:37Z
yr_0281,yelp_alt19,3,Review text 281,User151,2026-03-26T20:20:48Z
yr_0282,yelp_alt19,2,Review text 282,User158,2026-03-27T14:07:53Z
yr_0283,yelp_alt19,2,Review text 283,User91,2026-06-02T11:16:48Z
yr_0284,yelp_alt19,5,Review text 284,User76,2026-06-28T17:13:27Z
yr_0285,yelp_alt19,4,Review text 285,User142,2026-08-07T05:26:42Z
yr_0286,yelp_alt19,2,Review text 286,User11,2026-06-04T06:37:55Z
yr_0287,yelp_alt19,2,Review text 287,User23,2026-09-14T12:23:18Z
yr_0288,yelp_original,2,Review text 288,User80,2026-03-19T04:18:32Z
yr_0289,yelp_original,2,Review text 289,User66,2026-09-17T11:00:55Z
yr_0290,yelp_original,3,Review text 290,User104,2026-07-20T18:11:34Z
yr_0291,yelp_alt19,3,Review text 291,User124,2026-08-06T08:53:41Z
yr_0292,yelp_original,3,Review text 292,User197,2026-03-08T11:00:00Z
yr_0293,yelp_original,2,Review text 293,User128,2026-10-01T04:30:27Z
yr_0294,yelp_original,2,Review text 294,User144,2026-08-12T17:21:12Z
yr_0295,yelp_alt19,1,Review text 295,User17,2026-02-15T21:41:52Z
yr_0296,yelp_original,5,Review text 296,User92,2026-05-21T14:07:40Z
yr_0297,yelp_original,3,Review text 297,User188,2026-05-03T16:14:35Z
yr_0298,yelp_original,3,Review text 298,User26,2026-09-15T16:07:27Z
yr_0299,yelp_original,3,Review text 299,User167,2026-01-31T23:55:41Z
yr_0300,yelp_original,5,Review text 300,User168,2026-07-08T05:56:13Z
yr_0301,yelp_original,5,Review text 301,User197,2026-04-16T09:53:40Z
yr_0302,yelp_original,2,Review text 302,User146,2026-10-05T14:34:49Z
yr_0303,yelp_alt19,1,Review text 303,User164,2026-05-13T18:33:29Z
yr_0304,yelp_alt19,3,Review text 304,User200,2026-09-05T08:32:43Z
yr_0305,yelp_original,4,Review text 305,User88,2026-06-13T11:25:22Z
yr_0306,yelp_original,5,Review text 306,User184,2026-04-30T14:45:23Z
yr_0307,yelp_alt19,4,Review text 307,User59,2026-07-29T14:28:35Z
yr_0308,yelp_alt19,4,Review text 308,User33,2026-04-12T12:48:54Z
yr_0309,yelp_original,3,Review text 309,User108,2026-04-30T21:28:07Z
yr_0310,yelp_original,3,Review text 310,User8,2026-08-05T19:16:58Z
yr_0311,yelp_alt19,1,Review text 311,User157,2026-08-24T15:00:16Z
yr_0312,yelp_alt19,4,Review text 312,User98,2026-03-28T11:15:18Z
yr_0313,yelp_alt19,5,Review text 313,User90,2026-06-23T07:31:55Z
yr_0314,yelp_original,2,Review text 314,User166,2026-10-13T22:41:33Z
yr_0315,yelp_alt19,1,Review text 315,User55,2026-01-17T17:47:13Z
yr_0316,yelp_alt19,3,Review text 316,User76,2026-03-10T09:40:14Z
yr_0317,yelp_alt19,2,Review text 317,User59,2026-05-11T01:46:33Z
yr_0318,yelp_alt19,5,Review text 318,User193,2026-04-21T16:43:18Z
yr_0319,yelp_alt19,5,Review text 319,User73,2026-09-30T17:42:59Z
yr_0320,yelp_original,5,Review text 320,User49,2026-06-18T16:26:56Z
yr_0321,yelp_original,4,Review text 321,User152,2026-07-27T23:19:41Z
yr_0322,yelp_original,4,Review text 322,User192,2026-10-12T17:49:51Z
yr_0323,yelp_original,2,Review text 323,User19,2026-08-14T15:21:44Z
yr_0324,yelp_original,3,Review text 324,User139,2026-08-26T11:46:33Z
yr_0325,yelp_original,1,Review text 325,User96,2026-01-13T15:48:47Z
yr_0326,yelp_original,4,Review text 326,User26,2026-04-12T15:32:13Z
yr_0327,yelp_original,2,Review text 327,User134,2026-02-15T13:54:35Z
yr_0328,yelp_alt19,1,Review text 328,User26,2026-07-02T14:33:35Z
yr_0329,yelp_alt19,3,Review text 329,User65,2026-09-21T06:46:41Z
yr_0330,yelp_original,5,Review text 330,User112,2026-09-05T01:25:14Z
yr_0331,yelp_alt19,3,Review text 331,User194,2026-01-01T16:41:15Z
yr_0332,yelp_alt19,1,Review text 332,User129,2026-01-19T04:24:16Z
yr_0333,yelp_original,1,Review text 333,User6,2026-07-31T23:58:53Z
yr_0334,yelp_original,3,Review text 334,User93,2026-03-08T20:01:57Z
yr_0335,yelp_original,5,Review text 335,User11,2026-09-28T04:31:32Z
yr_0336,yelp_alt19,4,Review text 336,User175,2026-10-05T00:55:45Z
yr_0337,yelp_alt19,5,Review text 337,User27,2026-02-16T03:26:59Z
yr_0338,yelp_alt19,3,Review text 338,User77,2026-05-04T03:54:46Z
yr_0339,yelp_original,3,Review text 339,User8,2026-07-30T10:29:38Z
yr_0340,yelp_original,3,Review text 340,User198,2026-07-01T09:45:43Z
yr_0341,yelp_original,5,Review text 341,User116,2026-05-13T00:20:34Z
yr_0342,yelp_alt19,5,Review text 342,User147,2026-05-03T13:51:56Z
yr_0343,yelp_alt19,2,Review text 343,User194,2026-04-21T11:28:27Z
yr_0344,yelp_original,5,Review text 344,User152,2026-06-16T10:56:47Z
yr_0345,yelp_original,5,Review text 345,User141,2026-07-19T11:11:37Z
yr_0346,yelp_alt19,1,Review text 346,User48,2026-04-14T06:24:38Z
yr_0347,yelp_alt19,4,Review text 347,User9,2026-05-11T15:10:13Z
yr_0348,yelp_original,5,Review text 348,User101,2026-08-20T03:16:56Z
yr_0349,yelp_alt19,1,Review text 349,User107,2026-04-01T01:53:53Z
yr_0350,yelp_original,2,Review text 350,User56,2026-02-24T12:55:00Z
yr_0351,yelp_original,5,Review text 351,User23,2026-07-24T11:28:48Z
yr_0352,yelp_original,2,Review text 352,User165,2026-04-18T02:48:48Z
yr_0353,yelp_original,4,Review text 353,User51,2026-05-03T16:57:34Z
yr_0354,yelp_alt19,4,Review text 354,User40,2026-03-21T08:22:38Z
yr_0355,yelp_alt19,1,Review text 355,User116,2026-06-26T22:49:08Z
yr_0356,yelp_original,5,Review text 356,User185,2026-04-16T19:39:51Z
yr_0357,yelp_alt19,1,Review text 357,User8,2026-09-26T11:25:41Z
