event_id,timestamp_cet,user_id,user_status,source_system,auth_method,workstation_id,badge_scan_present,vpn_session_present,service_actor,override_flag,ticket_ref,ip_address
EVT-1013966,2024-11-04T12:06:46+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.85
EVT-1013967,2024-11-04T08:09:37+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.6
EVT-1013968,2024-11-04T07:37:39+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.88
EVT-1013969,2024-11-04T12:48:56+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.60
EVT-1013970,2024-11-05T12:29:57+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.7
EVT-1013971,2024-11-05T15:15:38+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.55
EVT-1013972,2024-11-05T10:42:56+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.58
EVT-1013973,2024-11-05T11:51:04+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.95
EVT-1013974,2024-11-05T08:40:04+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.79
EVT-1013975,2024-11-05T16:35:12+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.28
EVT-1013976,2024-11-06T15:36:28+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.16
EVT-1013977,2024-11-06T15:57:32+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.96
EVT-1013978,2024-11-06T12:25:19+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.27
EVT-1013979,2024-11-06T11:23:42+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.60
EVT-1013980,2024-11-06T16:05:18+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.52
EVT-1013981,2024-11-06T11:19:50+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.28
EVT-1013982,2024-11-07T09:14:11+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.30
EVT-1013983,2024-11-07T14:10:46+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.9
EVT-1013984,2024-11-07T08:28:46+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.33
EVT-1013985,2024-11-07T11:18:05+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.61
EVT-1013986,2024-11-07T08:25:50+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.8
EVT-1013987,2024-11-07T14:39:59+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.15
EVT-1013988,2024-11-08T17:47:28+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.80
EVT-1013989,2024-11-08T18:45:00+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.42
EVT-1013990,2024-11-08T09:34:04+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.32
EVT-1013991,2024-11-08T09:15:00+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.61
EVT-1013992,2024-11-08T18:48:39+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.77
EVT-1013993,2024-11-08T10:43:01+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.54
EVT-1013994,2024-11-11T08:26:45+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.2
EVT-1013995,2024-11-11T09:35:46+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.41
EVT-1013996,2024-11-11T15:55:11+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.31
EVT-1013997,2024-11-11T15:33:23+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.20
EVT-1013998,2024-11-11T09:23:10+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.25
EVT-1013999,2024-11-11T16:46:04+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.20
EVT-1014000,2024-11-12T15:07:39+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.15
EVT-1014001,2024-11-12T13:12:54+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.19
EVT-1014002,2024-11-12T08:46:15+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.29
EVT-1014003,2024-11-12T18:36:49+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.91
EVT-1014004,2024-11-12T14:34:41+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.6
EVT-1014005,2024-11-12T10:35:24+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.94
EVT-1014006,2024-11-13T16:50:25+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.29
EVT-1014007,2024-11-13T12:57:55+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.85
EVT-1014008,2024-11-13T17:41:08+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.9
EVT-1014009,2024-11-13T12:20:07+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.52
EVT-1014010,2024-11-13T08:22:22+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.16
EVT-1014011,2024-11-13T12:17:05+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.88
EVT-1014012,2024-11-14T17:15:06+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.97
EVT-1014013,2024-11-14T13:07:27+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.37
EVT-1014014,2024-11-14T11:54:09+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.54
EVT-1014015,2024-11-14T13:09:01+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.78
EVT-1014016,2024-11-14T16:50:39+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.10
EVT-1014017,2024-11-14T10:18:39+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.6
EVT-1014018,2024-11-15T10:17:48+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.16
EVT-1014019,2024-11-15T16:50:17+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.93
EVT-1014020,2024-11-15T13:56:50+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.6
EVT-1014021,2024-11-15T09:38:59+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.87
EVT-1014022,2024-11-15T08:47:02+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.54
EVT-1014023,2024-11-15T08:52:58+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.60
EVT-1014024,2024-11-18T09:06:45+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.8
EVT-1014025,2024-11-18T16:48:45+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.40
EVT-1014026,2024-11-18T16:03:33+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.83
EVT-1014027,2024-11-18T09:30:29+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.75
EVT-1014028,2024-11-18T14:11:07+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.75
EVT-1014029,2024-11-18T15:19:42+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.42
EVT-1014030,2024-11-19T18:18:49+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.8
EVT-1014031,2024-11-19T12:02:53+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.87
EVT-1014032,2024-11-19T09:33:31+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.78
EVT-1014033,2024-11-19T10:21:23+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.44
EVT-1014034,2024-11-19T07:48:20+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.29
EVT-1014035,2024-11-19T18:10:58+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.33
EVT-1014036,2024-11-20T10:06:25+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.76
EVT-1014037,2024-11-20T16:17:42+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.53
EVT-1014038,2024-11-20T12:35:22+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.99
EVT-1014039,2024-11-20T07:16:20+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.68
EVT-1014040,2024-11-20T11:01:45+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.81
EVT-1014041,2024-11-20T12:26:57+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.71
EVT-1014042,2024-11-21T07:11:30+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.83
EVT-1014043,2024-11-21T14:01:23+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.10
EVT-1014044,2024-11-21T10:33:04+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.57
EVT-1014045,2024-11-21T13:00:50+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.77
EVT-1014046,2024-11-21T08:18:55+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.31
EVT-1014047,2024-11-21T12:33:37+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.14
EVT-1014048,2024-11-22T07:50:57+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.63
EVT-1014049,2024-11-22T10:30:28+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.16
EVT-1014050,2024-11-22T18:14:56+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.95
EVT-1014051,2024-11-22T10:01:46+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.39
EVT-1014052,2024-11-22T08:41:12+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.51
EVT-1014053,2024-11-22T11:41:31+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.13
EVT-1014054,2024-11-25T09:40:15+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.61
EVT-1014055,2024-11-25T10:02:35+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.43
EVT-1014056,2024-11-25T10:56:12+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.18
EVT-1014057,2024-11-25T15:43:34+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.48
EVT-1014058,2024-11-25T18:28:13+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.28
EVT-1014059,2024-11-25T18:01:00+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.94
EVT-1014060,2024-11-26T12:56:52+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.47
EVT-1014061,2024-11-26T09:00:03+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.6
EVT-1014062,2024-11-26T17:12:20+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.99
EVT-1014063,2024-11-26T10:45:02+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.54
EVT-1014064,2024-11-26T08:13:19+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.63
EVT-1014065,2024-11-26T08:36:52+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.6
EVT-1014066,2024-11-27T15:54:32+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.64
EVT-1014067,2024-11-27T08:10:36+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.96
EVT-1014068,2024-11-27T15:45:59+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.33
EVT-1014069,2024-11-27T10:59:14+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.73
EVT-1014070,2024-11-27T07:53:30+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.38
EVT-1014071,2024-11-27T10:24:09+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.85
EVT-1014072,2024-11-28T14:02:58+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.61
EVT-1014073,2024-11-28T12:30:11+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.8
EVT-1014074,2024-11-28T13:33:11+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.33
EVT-1014075,2024-11-28T11:48:40+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.9
EVT-1014076,2024-11-28T08:44:59+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.73
EVT-1014077,2024-11-28T07:48:25+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.26
EVT-1014078,2024-11-29T10:48:20+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.8
EVT-1014079,2024-11-29T18:32:03+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.6
EVT-1014080,2024-11-29T12:20:48+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.31
EVT-1014081,2024-11-29T15:10:33+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.65
EVT-1014082,2024-11-29T15:35:55+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.48
EVT-1014083,2024-11-29T13:31:13+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.27
EVT-1014084,2024-12-02T18:52:45+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.5
EVT-1014085,2024-12-02T08:44:22+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.96
EVT-1014086,2024-12-02T12:57:22+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.8
EVT-1014087,2024-12-02T13:44:58+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.70
EVT-1014088,2024-12-02T15:22:45+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.92
EVT-1014089,2024-12-02T16:47:58+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.56
EVT-1014090,2024-12-03T17:54:17+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.45
EVT-1014091,2024-12-03T07:59:33+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.56
EVT-1014092,2024-12-03T08:27:09+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.52
EVT-1014093,2024-12-03T10:26:00+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.54
EVT-1014094,2024-12-03T07:47:41+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.43
EVT-1014095,2024-12-03T18:35:35+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.27
EVT-1014096,2024-12-04T08:14:41+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.38
EVT-1014097,2024-12-04T09:29:03+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.50
EVT-1014098,2024-12-04T15:31:25+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.81
EVT-1014099,2024-12-04T11:31:38+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.18
EVT-1014100,2024-12-04T08:04:07+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.34
EVT-1014101,2024-12-04T12:57:47+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.31
EVT-1014102,2024-12-05T08:41:28+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.90
EVT-1014103,2024-12-05T11:59:26+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.52
EVT-1014104,2024-12-05T15:56:18+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.22
EVT-1014105,2024-12-05T17:34:39+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.23
EVT-1014106,2024-12-05T18:59:56+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.2
EVT-1014107,2024-12-05T14:33:09+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.25
EVT-1014108,2024-12-06T17:57:41+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.38
EVT-1014109,2024-12-06T15:33:42+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.33
EVT-1014110,2024-12-06T15:59:20+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.36
EVT-1014111,2024-12-06T11:49:15+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.30
EVT-1014112,2024-12-06T11:29:41+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.18
EVT-1014113,2024-12-06T16:09:18+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.98
EVT-1014114,2024-12-09T11:45:34+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.9
EVT-1014115,2024-12-09T18:26:02+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.58
EVT-1014116,2024-12-09T17:48:48+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.40
EVT-1014117,2024-12-09T10:28:04+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.64
EVT-1014118,2024-12-09T16:11:25+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.62
EVT-1014119,2024-12-09T15:15:17+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.47
EVT-1014120,2024-12-10T18:55:31+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.25
EVT-1014121,2024-12-10T13:11:04+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.21
EVT-1014122,2024-12-10T12:48:21+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.11.89
EVT-1014123,2024-12-10T10:01:55+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.41
EVT-1014124,2024-12-10T18:52:24+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.69
EVT-1014125,2024-12-10T09:59:35+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.55
EVT-1014126,2024-12-11T08:02:46+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.98
EVT-1014127,2024-12-11T17:21:30+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.43
EVT-1014128,2024-12-11T17:55:21+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.23
EVT-1014129,2024-12-11T11:34:36+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.11.82
EVT-1014130,2024-12-11T17:58:53+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.11.50
EVT-1014131,2024-12-11T10:33:55+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.12.99
EVT-1014132,2024-12-12T12:50:04+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.12.32
EVT-1014133,2024-12-12T08:51:55+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.12.89
EVT-1014134,2024-12-12T11:04:39+01:00,H.MOLIN,active,okta,mfa_totp,WKS-4901,true,true,,,,10.24.12.94
EVT-1014135,2024-12-12T08:44:18+01:00,K.HANSEN,active,okta,mfa_totp,WKS-5117,true,true,,,,10.24.12.23
EVT-1014136,2024-12-12T10:26:59+01:00,K.LINDQVIST,active,okta,mfa_totp,WKS-4312,true,true,,,,10.24.12.49
EVT-1014137,2024-12-12T17:32:11+01:00,L.SANDBERG,active,okta,mfa_totp,WKS-4821,true,true,,,,10.24.11.85
EVT-1014138,2024-12-13T13:46:57+01:00,A.PALMBERG,active,okta,mfa_totp,WKS-4711,true,true,,,,10.24.11.95
EVT-1014139,2024-12-13T09:21:45+01:00,F.WALLIN,active,okta,mfa_totp,WKS-4602,true,true,,,,10.24.11.8
