id,name,classification_id,venue_id,attraction_id,start_datetime,status,price_min,price_max,currency
TICK_fbfa106a,Connie (1960),CLAS_8fa9b951,VENU_1fc33c9b,ATTR_a084bc50,2026-04-22T17:17:00-08:00,live,price_min_11,price_max_11,USD
TICK_4775f618,Doug (1954),CLAS_2fd89e37,VENU_425b582c,ATTR_7239b05f,2026-04-05T08:24:00-08:00,completed,price_min_12,price_max_12,USD
TICK_3b096947,Elena (1960),CLAS_32057a52,VENU_21168caa,ATTR_65bd9def,2026-03-18T11:31:00-08:00,cancelled,price_min_13,price_max_13,USD
TICK_8a36521a,The family),CLAS_21413a5a,VENU_e935a6e6,ATTR_26af8f53,2026-03-01T14:38:00-08:00,postponed,price_min_14,price_max_14,USD
TICK_46a72db7,Dr. (52),CLAS_0e81f306,VENU_9877a223,ATTR_1d70b163,2026-02-14T17:45:00-08:00,scheduled,price_min_15,price_max_15,USD
TICK_d4c7a1bd,Dr. (59),CLAS_89d55920,VENU_bcaa130c,ATTR_ca203927,2026-01-27T08:52:00-08:00,live,price_min_16,price_max_16,USD
TICK_f6882d90,Dr. (48),CLAS_5c8b9035,VENU_478e8b87,ATTR_f5231383,2026-01-10T11:59:00-08:00,completed,price_min_17,price_max_17,USD
TICK_b1aa7cb9,William Davis,CLAS_8927ea07,VENU_ad3ee1cf,ATTR_c38a6dd4,2025-12-28T14:06:00-08:00,cancelled,price_min_18,price_max_18,USD
TICK_5f08b472,Dorothy Lee,CLAS_b043e982,VENU_8defcd5e,ATTR_109e30b4,2025-12-11T17:13:00-08:00,postponed,price_min_19,price_max_19,USD
TICK_fae4a327,Andrew King,CLAS_65ef30a6,VENU_b8ba73fd,ATTR_44e717f3,2025-11-24T08:20:00-08:00,scheduled,price_min_20,price_max_20,USD
TICK_8f3cc258,Nicole Campbell,CLAS_677ad9fe,VENU_c7043578,ATTR_d12460bc,2025-11-07T11:27:00-08:00,live,price_min_21,price_max_21,USD
TICK_9564cd9b,Nicholas Reyes,CLAS_e9b8e6ad,VENU_612eecbd,ATTR_569604b9,2026-10-20T14:34:00-08:00,completed,price_min_22,price_max_22,USD
TICK_30a8bcbb,Joan Reed,CLAS_21473876,VENU_f803ac25,ATTR_9b09f49e,2026-10-03T17:41:00-08:00,cancelled,price_min_23,price_max_23,USD
TICK_0e3443ad,Patrick Bennett,CLAS_2f65ef95,VENU_8cdd5355,ATTR_976f9b3d,2026-09-16T08:48:00-08:00,postponed,price_min_24,price_max_24,USD
TICK_47e881ee,Grace Foster,CLAS_cf13c175,VENU_adaea7e7,ATTR_23bcddda,2026-08-28T11:55:00-08:00,scheduled,price_min_25,price_max_25,USD
TICK_c272ebda,Noah Hernandez,CLAS_84eb26a2,VENU_e167410b,ATTR_2b7fab67,2026-08-12T14:02:00-08:00,live,price_min_26,price_max_26,USD
TICK_2cef3273,Elizabeth White,CLAS_419e587f,VENU_2a7cccd6,ATTR_dbdcc24c,2026-07-25T17:09:00-08:00,completed,price_min_27,price_max_27,USD
TICK_bd53792d,Arthur Torres,CLAS_e86f9897,VENU_00802617,ATTR_b2ac8606,2026-07-08T08:16:00-08:00,cancelled,price_min_28,price_max_28,USD
TICK_1c2b34ab,Sharon Roberts,CLAS_74de094e,VENU_eadbcb65,ATTR_131fcdf7,2026-06-21T11:23:00-08:00,postponed,price_min_29,price_max_29,USD
TICK_26fb0608,Russell Morales,CLAS_de1e299a,VENU_9250ee0f,ATTR_57f60495,2026-06-04T14:30:00-08:00,scheduled,price_min_30,price_max_30,USD
TICK_7d2d8778,Heather Ramos,CLAS_039304b5,VENU_7ab38a1a,ATTR_f6ba297d,2026-05-17T17:37:00-08:00,live,price_min_31,price_max_31,USD
TICK_2f4d7ff1,Robert Ruiz,CLAS_fdeecadd,VENU_676266a0,ATTR_c0376ffd,2026-04-28T08:44:00-08:00,completed,price_min_32,price_max_32,USD
TICK_faf0a6b7,Ann Smith,CLAS_acb60e4d,VENU_5e2b02b6,ATTR_b36f803c,2026-04-13T11:51:00-08:00,cancelled,price_min_33,price_max_33,USD
TICK_7f6b2a6b,Steven Wilson,CLAS_d9839d9b,VENU_89279843,ATTR_f1b45a37,2026-03-26T14:58:00-08:00,postponed,price_min_34,price_max_34,USD
TICK_54849952,Brittany Clark,CLAS_e5248634,VENU_10381b61,ATTR_9c835e06,2026-03-09T17:05:00-08:00,scheduled,price_min_35,price_max_35,USD
TICK_6ab74032,Jacob Flores,CLAS_5b0fd4df,VENU_886409b5,ATTR_18b59171,2026-02-22T08:12:00-08:00,live,price_min_36,price_max_36,USD
TICK_dd05bb3d,Dorothy Evans,CLAS_286d458c,VENU_e10ceda5,ATTR_6a499b20,2026-02-05T11:19:00-08:00,completed,price_min_37,price_max_37,USD
TICK_80e2ddce,Frank Rogers,CLAS_aa69a8d2,VENU_bcf4dadb,ATTR_1e74cc44,2026-01-18T14:26:00-08:00,cancelled,price_min_38,price_max_38,USD
TICK_6b1d20d3,Nicole Ward,CLAS_22ec13dc,VENU_b084861c,ATTR_d54cce59,2026-01-01T17:33:00-08:00,postponed,price_min_39,price_max_39,USD
TICK_16fab456,Zachary Alvarez,CLAS_02d7dc6b,VENU_f3b927fe,ATTR_7b79acf3,2025-12-19T08:40:00-08:00,scheduled,price_min_40,price_max_40,USD
TICK_3546f0cb,Joan Brown,CLAS_9402da36,VENU_8d5eee56,ATTR_9e194091,2025-12-02T11:47:00-08:00,live,price_min_41,price_max_41,USD
TICK_d90b23e4,Harold Taylor,CLAS_2f449b61,VENU_3017a08b,ATTR_fc20b452,2025-11-15T14:54:00-08:00,completed,price_min_42,price_max_42,USD
TICK_80e52365,Grace Robinson,CLAS_54d8cd74,VENU_d209a58b,ATTR_f9130058,2026-10-28T17:01:00-08:00,cancelled,price_min_43,price_max_43,USD
TICK_ac83a4a7,Alan Nelson,CLAS_849a8078,VENU_252ca1fa,ATTR_2f6c0918,2026-10-11T08:08:00-08:00,postponed,price_min_44,price_max_44,USD
TICK_7fd17647,Elizabeth Parker,CLAS_0bf39a19,VENU_d92ef6c5,ATTR_42a94b1d,2026-09-24T11:15:00-08:00,scheduled,price_min_45,price_max_45,USD
TICK_4f0b7095,Carlos Morgan,CLAS_b0cc1dc0,VENU_624c9dde,ATTR_b65b3d4a,2026-09-07T14:22:00-08:00,live,price_min_46,price_max_46,USD
TICK_2a4bf943,Sharon Brooks,CLAS_93b6436c,VENU_43e7a8a8,ATTR_29e7a783,2026-08-20T17:29:00-08:00,completed,price_min_47,price_max_47,USD
TICK_1b2a6f7a,Mark Patel,CLAS_c29d4689,VENU_b22fc4ca,ATTR_927d231a,2026-08-03T08:36:00-08:00,cancelled,price_min_48,price_max_48,USD
TICK_73487bcb,Heather Miller,CLAS_e0ab9692,VENU_4bd43baf,ATTR_8c22cad7,2026-07-16T11:43:00-08:00,postponed,price_min_49,price_max_49,USD
TICK_6df9ce54,Jeffrey Martin,CLAS_2f4434f9,VENU_2df472d3,ATTR_b4e84809,2026-06-28T14:50:00-08:00,scheduled,price_min_50,price_max_50,USD
TICK_0f250f48,Ann Allen,CLAS_776a6a3f,VENU_bc18df2b,ATTR_f0b2a93a,2026-06-12T17:57:00-08:00,live,price_min_51,price_max_51,USD
TICK_e95ecddf,Raymond Rivera,CLAS_2c8f61d6,VENU_3bf698f2,ATTR_87af9c63,2026-05-25T08:04:00-08:00,completed,price_min_52,price_max_52,USD
TICK_bf0b129c,Brittany Collins,CLAS_c92b237d,VENU_8b28041a,ATTR_bab29e6e,2026-05-08T11:11:00-08:00,cancelled,price_min_53,price_max_53,USD
TICK_d71f5d23,Douglas Bailey,CLAS_6427a2d4,VENU_cb36ae6b,ATTR_3bcdce3e,2026-04-21T14:18:00-08:00,postponed,price_min_54,price_max_54,USD
TICK_f6dc3dcb,Dorothy James,CLAS_446846eb,VENU_4fb3cf65,ATTR_99300f5d,2026-04-04T17:25:00-08:00,scheduled,price_min_55,price_max_55,USD
TICK_4d91d9fe,Gerald Ross,CLAS_7234f47c,VENU_bed02dce,ATTR_a3f72660,2026-03-17T08:32:00-08:00,live,price_min_56,price_max_56,USD
TICK_d826e0ed,Nicole Martinez,CLAS_e3a24ea3,VENU_b875135f,ATTR_b1e0bfa1,2026-02-28T11:39:00-08:00,completed,price_min_57,price_max_57,USD
TICK_fd63b5de,Albert Thompson,CLAS_1a46b196,VENU_e74d31ec,ATTR_a080712f,2026-02-13T14:46:00-08:00,cancelled,price_min_58,price_max_58,USD
TICK_e92816bc,Joan Scott,CLAS_5fe05c33,VENU_ee8fdbf1,ATTR_87034a69,2026-01-26T17:53:00-08:00,postponed,price_min_59,price_max_59,USD
TICK_690d7ec3,Wayne Carter,CLAS_ca10b09f,VENU_140f6655,ATTR_5c407ce3,2026-01-09T08:00:00-08:00,scheduled,price_min_60,price_max_60,USD
TICK_c5bfeabd,Grace Morris,CLAS_0cd42a62,VENU_9385f5b7,ATTR_738ecbd7,2025-12-27T11:07:00-08:00,live,price_min_61,price_max_61,USD
TICK_9bd12196,Matthew Howard,CLAS_06388a38,VENU_83fba29d,ATTR_dc28712e,2025-12-10T14:14:00-08:00,completed,price_min_62,price_max_62,USD
TICK_d9f48f5b,Elizabeth Mendoza,CLAS_e90b587b,VENU_4b9947a9,ATTR_037ad3cf,2025-11-23T17:21:00-08:00,cancelled,price_min_63,price_max_63,USD
TICK_2d305853,Edward Powell,CLAS_d80db2df,VENU_b8aa7425,ATTR_99e8ab25,2025-11-06T08:28:00-08:00,postponed,price_min_64,price_max_64,USD
TICK_a68503c4,Sharon Gonzalez,CLAS_30903057,VENU_5b032c7e,ATTR_b99e3bfe,2026-10-19T11:35:00-08:00,scheduled,price_min_65,price_max_65,USD
TICK_151e235f,Benjamin Sanchez,CLAS_b95dc9e5,VENU_89b82075,ATTR_aaf4a071,2026-10-02T14:42:00-08:00,live,price_min_66,price_max_66,USD
TICK_bd08b31c,Heather Hill,CLAS_175e4975,VENU_8dd2e0d5,ATTR_25fc348e,2026-09-15T17:49:00-08:00,completed,price_min_67,price_max_67,USD
TICK_fdd857c2,Nathan Phillips,CLAS_66e4de84,VENU_1128e026,ATTR_1a589828,2026-08-28T08:56:00-08:00,cancelled,price_min_68,price_max_68,USD
TICK_af7e6523,Ann Cook,CLAS_e4ca4ffd,VENU_2025b72a,ATTR_83da4099,2026-08-11T11:03:00-08:00,postponed,price_min_69,price_max_69,USD
TICK_e741b639,Austin Cox,CLAS_af2983d6,VENU_ee3067c4,ATTR_ed7c1268,2026-07-24T14:10:00-08:00,scheduled,price_min_70,price_max_70,USD
TICK_828807df,Brittany Price,CLAS_773afc62,VENU_c073f1ac,ATTR_f6df8e8b,2026-07-07T17:17:00-08:00,live,price_min_71,price_max_71,USD
TICK_8a42f9ff,Joe Williams,CLAS_66293398,VENU_50f491e0,ATTR_fb7462ca,2026-06-20T08:24:00-08:00,completed,price_min_72,price_max_72,USD
TICK_a07d9a49,Dorothy Thomas,CLAS_80bf27c3,VENU_0ba50fbb,ATTR_24f3a296,2026-06-03T11:31:00-08:00,cancelled,price_min_73,price_max_73,USD
TICK_b5d6ec3e,Eugene Lewis,CLAS_8ce99086,VENU_f345c36a,ATTR_05a53c48,2026-05-16T14:38:00-08:00,postponed,price_min_74,price_max_74,USD
TICK_c89a5b77,Nicole Adams,CLAS_189dae60,VENU_bc3198be,ATTR_38e20545,2026-04-28T17:45:00-08:00,scheduled,price_min_75,price_max_75,USD
TICK_9b49b4ef,Christopher Diaz,CLAS_be352771,VENU_01e0553e,ATTR_5ed9d72c,2026-04-12T08:52:00-08:00,live,price_min_76,price_max_76,USD
TICK_ba7e3aaf,Joan Ortiz,CLAS_1c5835c6,VENU_e1a84f4b,ATTR_c17d186f,2026-03-25T11:59:00-08:00,completed,price_min_77,price_max_77,USD
TICK_afd5e8e2,Timothy Watson,CLAS_ce983375,VENU_717fbc1b,ATTR_918fab6b,2026-03-08T14:06:00-08:00,cancelled,price_min_78,price_max_78,USD
TICK_3a2a98a4,Grace Sanders,CLAS_aca4d997,VENU_8d2b8fb1,ATTR_06b9474c,2026-02-21T17:13:00-08:00,postponed,price_min_79,price_max_79,USD
TICK_b1a57d09,Scott Garcia,CLAS_d041d894,VENU_cbf158fd,ATTR_7ad662e8,2026-02-04T08:20:00-08:00,scheduled,price_min_80,price_max_80,USD
TICK_6b91a155,Elizabeth Jackson,CLAS_961ebad1,VENU_04d82a30,ATTR_5dcac439,2026-01-17T11:27:00-08:00,live,price_min_81,price_max_81,USD
TICK_ca3e22a5,Jose Young,CLAS_9a815a77,VENU_4fe98cf4,ATTR_2e45cb18,2025-12-05T14:34:00-08:00,completed,price_min_82,price_max_82,USD
TICK_f7e0b763,Sharon Hall,CLAS_e1e91707,VENU_d99680e9,ATTR_22e6150f,2025-12-18T17:41:00-08:00,cancelled,price_min_83,price_max_83,USD
TICK_a9f02bb1,Roger Edwards,CLAS_80b43c6f,VENU_37fd7a80,ATTR_02631d9f,2025-12-01T08:48:00-08:00,postponed,price_min_84,price_max_84,USD
TICK_3aa848ed,Heather Peterson,CLAS_8f9cc835,VENU_07efb04c,ATTR_d4339293,2025-11-14T11:55:00-08:00,scheduled,price_min_85,price_max_85,USD
TICK_26fed7b4,Bruce Wood,CLAS_6fc0d4f0,VENU_8794c9d3,ATTR_c145d405,2026-10-27T14:02:00-08:00,live,price_min_86,price_max_86,USD
TICK_93ad5f55,Ann Long,CLAS_685d5dea,VENU_019ef7d5,ATTR_4d256bd8,2026-10-10T17:09:00-08:00,completed,price_min_87,price_max_87,USD
TICK_b6fabed7,Roy Rodriguez,CLAS_dd4f99d0,VENU_b7116cba,ATTR_126bcb81,2026-09-23T08:16:00-08:00,cancelled,price_min_88,price_max_88,USD
TICK_afc4f621,Brittany Perez,CLAS_f725e50e,VENU_c7b58dd5,ATTR_2e8a833f,2026-09-06T11:23:00-08:00,postponed,price_min_89,price_max_89,USD
TICK_8f9f3b78,Thomas Wright,CLAS_aa2b0167,VENU_4d9450a8,ATTR_d6d6e59a,2026-08-19T14:30:00-08:00,scheduled,price_min_90,price_max_90,USD
TICK_83d9ec9b,Dorothy Mitchell,CLAS_fde0416b,VENU_cef4d698,ATTR_3158e142,2026-08-02T17:37:00-08:00,live,price_min_91,price_max_91,USD
TICK_a26225d6,Brian Stewart,CLAS_77de6f31,VENU_3b540963,ATTR_901c12fa,2026-07-15T08:44:00-08:00,completed,price_min_92,price_max_92,USD
TICK_7624a92f,Nicole Kelly,CLAS_6796ad55,VENU_0b3bd4d6,ATTR_702822cb,2026-06-28T11:51:00-08:00,cancelled,price_min_93,price_max_93,USD
TICK_e67062e1,Larry Gray,CLAS_a5a34d8c,VENU_419f7ce5,ATTR_1d975d94,2026-06-11T14:58:00-08:00,postponed,price_min_94,price_max_94,USD
TICK_4ad91f2b,Joan Jimenez,CLAS_c5d63bb5,VENU_4c72d7a4,ATTR_2978b91f,2026-05-24T17:05:00-08:00,scheduled,price_min_95,price_max_95,USD
TICK_62bc5fa3,Tyler Lopez,CLAS_5e59f20c,VENU_c1011fad,ATTR_e7dfb1c5,2026-05-07T08:12:00-08:00,live,price_min_96,price_max_96,USD
TICK_88aa9c6b,Grace Harris,CLAS_78387568,VENU_df1b2c21,ATTR_e69804cd,2026-04-20T11:19:00-08:00,completed,price_min_97,price_max_97,USD
TICK_dec1f250,Christian Nguyen,CLAS_7bf0e562,VENU_b2a015d3,ATTR_bf231640,2026-04-03T14:26:00-08:00,cancelled,price_min_98,price_max_98,USD
TICK_d81c0f74,Elizabeth Gomez,CLAS_efbdefa9,VENU_063e2a63,ATTR_1a762cf1,2026-03-16T17:33:00-08:00,postponed,price_min_99,price_max_99,USD
TICK_2771dd8f,Bryan Murphy,CLAS_86211075,VENU_bc2a83fa,ATTR_9e3e5274,2026-02-28T08:40:00-08:00,scheduled,price_min_100,price_max_100,USD
TICK_0800a4cb,Sharon Kim,CLAS_699cbe07,VENU_6ecf9d20,ATTR_62929167,2026-02-12T11:47:00-08:00,live,price_min_101,price_max_101,USD
TICK_e0061dae,Johnny Hughes,CLAS_d8e4c40f,VENU_d8b0aad1,ATTR_0faaf5aa,2026-01-25T14:54:00-08:00,completed,price_min_102,price_max_102,USD
TICK_2cc034e9,Heather Johnson,CLAS_e6069f16,VENU_4a935ec6,ATTR_d9eba930,2026-01-08T17:01:00-08:00,cancelled,price_min_103,price_max_103,USD
TICK_189ff977,Richard Anderson,CLAS_789e98d5,VENU_34d87a34,ATTR_fef95692,2025-12-26T08:08:00-08:00,postponed,price_min_104,price_max_104,USD
TICK_dcd23052,Ann Ramirez,CLAS_b01a1746,VENU_52821080,ATTR_60e5813a,2025-12-09T11:15:00-08:00,scheduled,price_min_105,price_max_105,USD
TICK_eaae4414,Kenneth Green,CLAS_6cdcc7ed,VENU_276fea46,ATTR_620054b8,2025-11-22T14:22:00-08:00,live,price_min_106,price_max_106,USD
TICK_fe88179a,Brittany Turner,CLAS_979c54f4,VENU_85bb4d82,ATTR_d0e5df86,2025-11-05T17:29:00-08:00,completed,price_min_107,price_max_107,USD
TICK_f089b2b3,Jonathan Gutierrez,CLAS_6fcb4df1,VENU_f0b16a3b,ATTR_b3b3f50b,2026-10-18T08:36:00-08:00,cancelled,price_min_108,price_max_108,USD
TICK_075987b0,Dorothy Richardson,CLAS_df760fa1,VENU_36d75a86,ATTR_3775a084,2026-10-01T11:43:00-08:00,postponed,price_min_109,price_max_109,USD
TICK_9accf6b3,Dennis Castillo,CLAS_1a2e3eee,VENU_33583337,ATTR_9a102cf1,2026-09-14T14:50:00-08:00,scheduled,price_min_110,price_max_110,USD
TICK_a4af8047,Nicole Jones,CLAS_8a9fee2f,VENU_d707c992,ATTR_1a768104,2026-08-27T17:57:00-08:00,live,price_min_111,price_max_111,USD
TICK_cc6df10c,Jeremy Moore,CLAS_805b3c3a,VENU_e8e7020e,ATTR_01aed040,2026-08-10T08:04:00-08:00,completed,price_min_112,price_max_112,USD
TICK_86df23c3,Joan Walker,CLAS_68fb088a,VENU_fc3c2aea,ATTR_d5e5023a,2026-07-23T11:11:00-08:00,cancelled,price_min_113,price_max_113,USD
TICK_f2843886,Jordan Baker,CLAS_3fca18b3,VENU_99eb9b77,ATTR_d07c3a4a,2026-07-06T14:18:00-08:00,postponed,price_min_114,price_max_114,USD
TICK_6dcd082c,Grace Cruz,CLAS_52664cec,VENU_a7c6ea9f,ATTR_28c64494,2026-06-19T17:25:00-08:00,scheduled,price_min_115,price_max_115,USD
TICK_c2f8817c,Philip Cooper,CLAS_6ae5d310,VENU_8befd8ef,ATTR_b5cfd03a,2026-06-02T08:32:00-08:00,live,price_min_116,price_max_116,USD
TICK_0f0426fc,Elizabeth Chavez,CLAS_839aebd4,VENU_a69bf1dd,ATTR_73460dfe,2026-05-15T11:39:00-08:00,completed,price_min_117,price_max_117,USD
TICK_048b15bc,William Myers,CLAS_86c6c5e2,VENU_4f51f4c3,ATTR_d648f697,2026-04-28T14:46:00-08:00,cancelled,price_min_118,price_max_118,USD
TICK_3d2b9f88,Sharon Davis,CLAS_53fa0068,VENU_d611ced5,ATTR_22718203,2026-04-11T17:53:00-08:00,postponed,price_min_119,price_max_119,USD
