place_id,name,formatted_address,lat,lng,rating,user_ratings_total,types,business_status,price_level
ChIJ_route_21,"Home to Amarillo Livestock Auction #015 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 97.7mi | dur: 105min | route: TX-152 W to I-40 W | Stop at Briscoe Co-op if going this way.","Amarillo Livestock Auction, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_22,"Home to Estelline Fuel & Propane #016 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 42.7mi | dur: 52min | route: SH-70 S | Watch for school buses on the CR.","Estelline Fuel & Propane, Estelline TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_23,"Home to Panhandle Vet Supply #017 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 92.9mi | dur: 100min | route: TX-152 W to I-40 W | Add 10 min for gooseneck loaded.","Panhandle Vet Supply, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_24,"Home to Wheeler County Hay Co. #018 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 18.6mi | dur: 27min | route: US-83 N | Watch for school buses on the CR.","Wheeler County Hay Co., Wheeler TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_25,"Home to Groom Grain & Elevator #019 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 79.6mi | dur: 85min | route: US-60 W to I-40 W | ","Groom Grain & Elevator, Groom TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_26,"Home to Briscoe Elementary #020 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 3.5mi | dur: 9min | route: CR 28 | ","Briscoe Elementary, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_27,"Home to Briscoe Co-op #021 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 3.6mi | dur: 10min | route: CR 28 to Main St | Avoid FM 1046 after rain.","Briscoe Co-op, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_28,"Home to Tractor Supply Co. #022 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 60.7mi | dur: 71min | route: US-60 W | Watch for school buses on the CR.","Tractor Supply Co., Pampa TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_29,"Home to Briscoe Elementary #023 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 3.0mi | dur: 4min | route: CR 28 | Avoid FM 1046 after rain.","Briscoe Elementary, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_30,"Home to Silverton Fence & Supply #024 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 54.1mi | dur: 71min | route: SH-86 W to SH-207 S | ","Silverton Fence & Supply, Silverton TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_31,"Home to Amarillo Livestock Auction #025 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 97.2mi | dur: 104min | route: TX-152 W to I-40 W | Avoid FM 1046 after rain.","Amarillo Livestock Auction, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_32,"Home to Tractor Supply Co. #026 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 59.7mi | dur: 73min | route: US-60 W | ","Tractor Supply Co., Pampa TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_33,"Home to Estelline Fuel & Propane #027 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 42.9mi | dur: 54min | route: SH-70 S | Avoid FM 1046 after rain.","Estelline Fuel & Propane, Estelline TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_34,"Home to Briscoe Co-op #028 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 1.8mi | dur: 4min | route: CR 28 to Main St | ","Briscoe Co-op, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_35,"Home to Wellington Tire Center #029 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 37.6mi | dur: 46min | route: US-83 S | Watch for school buses on the CR.","Wellington Tire Center, Wellington TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_36,"Home to Silverton Fence & Supply #030 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 55.6mi | dur: 69min | route: SH-86 W to SH-207 S | ","Silverton Fence & Supply, Silverton TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_37,"Home to Briscoe Co-op #031 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 2.2mi | dur: 6min | route: CR 28 to Main St | Watch for school buses on the CR.","Briscoe Co-op, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_38,"Home to Turkey Salvage & Steel #032 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 32.5mi | dur: 45min | route: SH-86 W | Add 10 min for gooseneck loaded.","Turkey Salvage & Steel, Turkey TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_39,"Home to Estelline Fuel & Propane #033 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 43.0mi | dur: 47min | route: SH-70 S | Add 10 min for gooseneck loaded.","Estelline Fuel & Propane, Estelline TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_40,"Home to Silverton Fence & Supply #034 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 55.7mi | dur: 68min | route: SH-86 W to SH-207 S | Watch for school buses on the CR.","Silverton Fence & Supply, Silverton TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_41,"Home to Panhandle Vet Supply #035 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 93.2mi | dur: 98min | route: TX-152 W to I-40 W | Stop at Briscoe Co-op if going this way.","Panhandle Vet Supply, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_42,"Home to Panhandle Vet Supply #036 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 93.3mi | dur: 102min | route: TX-152 W to I-40 W | ","Panhandle Vet Supply, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_43,"Home to Childress Radiator Shop #037 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 71.2mi | dur: 88min | route: US-83 S | Add 10 min for gooseneck loaded.","Childress Radiator Shop, Childress TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_44,"Home to Groom Grain & Elevator #038 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 80.3mi | dur: 85min | route: US-60 W to I-40 W | Avoid FM 1046 after rain.","Groom Grain & Elevator, Groom TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_45,"Home to Briscoe Elementary #039 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 2.7mi | dur: 11min | route: CR 28 | Add 10 min for gooseneck loaded.","Briscoe Elementary, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_46,"Home to Childress Radiator Shop #040 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 72.2mi | dur: 81min | route: US-83 S | Add 10 min for gooseneck loaded.","Childress Radiator Shop, Childress TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_47,"Home to Wellington Tire Center #041 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 37.7mi | dur: 46min | route: US-83 S | ","Wellington Tire Center, Wellington TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_48,"Home to Wellington Tire Center #042 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 38.4mi | dur: 49min | route: US-83 S | Add 10 min for gooseneck loaded.","Wellington Tire Center, Wellington TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_49,"Home to Briscoe Elementary #043 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 3.1mi | dur: 9min | route: CR 28 | Watch for school buses on the CR.","Briscoe Elementary, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_50,"Home to Amarillo Hydraulic and Diesel #044 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 94.8mi | dur: 103min | route: TX-152 W to I-40 W | Watch for school buses on the CR.","Amarillo Hydraulic and Diesel, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_51,"Home to Canadian Ag Center #045 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 67.1mi | dur: 79min | route: US-60 to US-83 N | Stop at Briscoe Co-op if going this way.","Canadian Ag Center, Canadian TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_52,"Home to Silverton Fence & Supply #046 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 53.7mi | dur: 65min | route: SH-86 W to SH-207 S | Watch for school buses on the CR.","Silverton Fence & Supply, Silverton TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_53,"Home to First Baptist Briscoe #047 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 2.7mi | dur: 8min | route: CR 28 | Avoid FM 1046 after rain.","First Baptist Briscoe, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_54,"Home to Wellington Tire Center #048 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 37.4mi | dur: 46min | route: US-83 S | Watch for school buses on the CR.","Wellington Tire Center, Wellington TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_55,"Home to Wellington Tire Center #049 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 38.6mi | dur: 50min | route: US-83 S | ","Wellington Tire Center, Wellington TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_56,"Home to Canadian Ag Center #050 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 65.1mi | dur: 82min | route: US-60 to US-83 N | Avoid FM 1046 after rain.","Canadian Ag Center, Canadian TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_57,"Home to Panhandle Vet Supply #051 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 93.3mi | dur: 101min | route: TX-152 W to I-40 W | ","Panhandle Vet Supply, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_58,"Home to Canadian Ag Center #052 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 67.0mi | dur: 78min | route: US-60 to US-83 N | Stop at Briscoe Co-op if going this way.","Canadian Ag Center, Canadian TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_59,"Home to Silverton Fence & Supply #053 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 56.5mi | dur: 64min | route: SH-86 W to SH-207 S | ","Silverton Fence & Supply, Silverton TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_60,"Home to Wheeler County Hay Co. #054 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 19.5mi | dur: 26min | route: US-83 N | ","Wheeler County Hay Co., Wheeler TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_61,"Home to Turkey Salvage & Steel #055 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 32.9mi | dur: 44min | route: SH-86 W | Watch for school buses on the CR.","Turkey Salvage & Steel, Turkey TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_62,"Home to Groom Grain & Elevator #056 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 78.2mi | dur: 85min | route: US-60 W to I-40 W | Avoid FM 1046 after rain.","Groom Grain & Elevator, Groom TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_63,"Home to Clarendon Auto Parts #057 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 46.6mi | dur: 59min | route: SH-70 S | ","Clarendon Auto Parts, Clarendon TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_64,"Home to Tractor Supply Co. #058 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 61.4mi | dur: 71min | route: US-60 W | ","Tractor Supply Co., Pampa TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_65,"Home to Panhandle Vet Supply #059 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 92.7mi | dur: 101min | route: TX-152 W to I-40 W | Stop at Briscoe Co-op if going this way.","Panhandle Vet Supply, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_66,"Home to Canadian Ag Center #060 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 67.1mi | dur: 78min | route: US-60 to US-83 N | ","Canadian Ag Center, Canadian TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_67,"Home to Silverton Fence & Supply #061 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 56.6mi | dur: 66min | route: SH-86 W to SH-207 S | ","Silverton Fence & Supply, Silverton TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_68,"Home to Wellington Tire Center #062 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 40.0mi | dur: 43min | route: US-83 S | ","Wellington Tire Center, Wellington TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_69,"Home to Amarillo Hydraulic and Diesel #063 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 93.5mi | dur: 104min | route: TX-152 W to I-40 W | Avoid FM 1046 after rain.","Amarillo Hydraulic and Diesel, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_70,"Home to Wellington Tire Center #064 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 37.4mi | dur: 48min | route: US-83 S | ","Wellington Tire Center, Wellington TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_71,"Home to Wheeler County Hay Co. #065 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 18.6mi | dur: 21min | route: US-83 N | Stop at Briscoe Co-op if going this way.","Wheeler County Hay Co., Wheeler TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_72,"Home to Panhandle Vet Supply #066 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 91.6mi | dur: 98min | route: TX-152 W to I-40 W | Stop at Briscoe Co-op if going this way.","Panhandle Vet Supply, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_73,"Home to Briscoe Elementary #067 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 2.2mi | dur: 8min | route: CR 28 | ","Briscoe Elementary, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_74,"Home to Pampa Diesel Injection #068 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 62.4mi | dur: 76min | route: US-60 W | ","Pampa Diesel Injection, Pampa TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_75,"Home to Estelline Fuel & Propane #069 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 42.4mi | dur: 53min | route: SH-70 S | Stop at Briscoe Co-op if going this way.","Estelline Fuel & Propane, Estelline TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_76,"Home to Tractor Supply Co. #070 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 61.0mi | dur: 74min | route: US-60 W | Avoid FM 1046 after rain.","Tractor Supply Co., Pampa TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_77,"Home to Panhandle Vet Supply #071 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 91.0mi | dur: 100min | route: TX-152 W to I-40 W | Add 10 min for gooseneck loaded.","Panhandle Vet Supply, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_78,"Home to Amarillo Hydraulic and Diesel #072 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 95.1mi | dur: 107min | route: TX-152 W to I-40 W | ","Amarillo Hydraulic and Diesel, Amarillo TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_79,"Home to Pampa Diesel Injection #073 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 60.0mi | dur: 69min | route: US-60 W | Add 10 min for gooseneck loaded.","Pampa Diesel Injection, Pampa TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_80,"Home to Briscoe Elementary #074 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 1.4mi | dur: 6min | route: CR 28 | Watch for school buses on the CR.","Briscoe Elementary, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_81,"Home to Wellington Tire Center #075 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 37.7mi | dur: 49min | route: US-83 S | ","Wellington Tire Center, Wellington TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_82,"Home to Briscoe Co-op #076 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 3.6mi | dur: 9min | route: CR 28 to Main St | Stop at Briscoe Co-op if going this way.","Briscoe Co-op, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_83,"Home to Pampa Diesel Injection #077 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 60.1mi | dur: 77min | route: US-60 W | Watch for school buses on the CR.","Pampa Diesel Injection, Pampa TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_84,"Home to Canadian Ag Center #078 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 67.3mi | dur: 74min | route: US-60 to US-83 N | Add 10 min for gooseneck loaded.","Canadian Ag Center, Canadian TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_85,"Home to Briscoe Co-op #079 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 3.3mi | dur: 4min | route: CR 28 to Main St | ","Briscoe Co-op, Briscoe TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_86,"Home to Turkey Salvage & Steel #080 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 34.1mi | dur: 38min | route: SH-86 W | ","Turkey Salvage & Steel, Turkey TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_87,"Home to Wheeler County Hay Co. #081 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 19.3mi | dur: 25min | route: US-83 N | Avoid FM 1046 after rain.","Wheeler County Hay Co., Wheeler TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_88,"Home to Wellington Tire Center #082 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 38.1mi | dur: 48min | route: US-83 S | Avoid FM 1046 after rain.","Wellington Tire Center, Wellington TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_89,"Home to Clarendon Auto Parts #083 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 47.4mi | dur: 62min | route: SH-70 S | Stop at Briscoe Co-op if going this way.","Clarendon Auto Parts, Clarendon TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_90,"Home to Estelline Fuel & Propane #084 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 43.1mi | dur: 48min | route: SH-70 S | Avoid FM 1046 after rain.","Estelline Fuel & Propane, Estelline TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_91,"Home to Pampa Diesel Injection #085 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 62.9mi | dur: 70min | route: US-60 W | Avoid FM 1046 after rain.","Pampa Diesel Injection, Pampa TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_92,"Home to Silverton Fence & Supply #086 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 55.3mi | dur: 65min | route: SH-86 W to SH-207 S | ","Silverton Fence & Supply, Silverton TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_93,"Home to Groom Grain & Elevator #087 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 78.0mi | dur: 88min | route: US-60 W to I-40 W | Add 10 min for gooseneck loaded.","Groom Grain & Elevator, Groom TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_94,"Home to Pampa Diesel Injection #088 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 62.3mi | dur: 69min | route: US-60 W | ","Pampa Diesel Injection, Pampa TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_95,"Home to Canadian Ag Center #089 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 66.7mi | dur: 81min | route: US-60 to US-83 N | Add 10 min for gooseneck loaded.","Canadian Ag Center, Canadian TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_96,"Home to Estelline Fuel & Propane #090 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 42.1mi | dur: 50min | route: SH-70 S | Watch for school buses on the CR.","Estelline Fuel & Propane, Estelline TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_97,"Home to Silverton Fence & Supply #091 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 56.1mi | dur: 72min | route: SH-86 W to SH-207 S | Avoid FM 1046 after rain.","Silverton Fence & Supply, Silverton TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
ChIJ_route_98,"Home to Clarendon Auto Parts #092 | origin: 7820 County Road 28, Briscoe TX 79011 | dist: 47.8mi | dur: 57min | route: SH-70 S | ","Clarendon Auto Parts, Clarendon TX",35.22,-101.83,4.5,0,route,OPERATIONAL,0
