campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
cmp_0104,80,46,42,0.525,36,24,0.3,1,1
cmp_0105,80,49,45,0.562,24,20,0.25,1,0
cmp_0106,80,71,51,0.637,10,10,0.125,0,0
cmp_0107,80,50,47,0.588,34,22,0.275,1,1
cmp_0108,80,56,52,0.65,33,27,0.3375,1,0
cmp_0109,80,49,41,0.512,25,22,0.275,0,2
cmp_0110,80,64,51,0.637,30,27,0.3375,2,2
cmp_0111,80,54,38,0.475,23,16,0.2,0,2
cmp_0112,80,53,50,0.625,22,16,0.2,1,2
cmp_0113,80,50,44,0.55,15,8,0.1,0,2
cmp_0114,80,56,38,0.475,32,21,0.2625,1,1
cmp_0115,80,55,52,0.65,24,20,0.25,2,0
cmp_0116,80,54,38,0.475,19,11,0.1375,1,2
cmp_0117,80,67,58,0.725,31,21,0.2625,0,0
cmp_0118,80,68,58,0.725,26,23,0.2875,0,1
cmp_0119,80,78,58,0.725,13,11,0.1375,2,2
cmp_0120,80,57,45,0.562,36,27,0.3375,1,0
cmp_0121,80,47,39,0.487,20,14,0.175,1,0
cmp_0122,80,55,40,0.5,10,8,0.1,0,1
cmp_0123,80,44,31,0.388,13,9,0.1125,1,0
cmp_0124,80,51,41,0.512,26,25,0.3125,1,2
cmp_0125,80,48,32,0.4,9,8,0.1,0,0
cmp_0126,80,34,31,0.388,25,16,0.2,2,1
cmp_0127,80,46,40,0.5,20,16,0.2,1,1
cmp_0128,80,42,32,0.4,31,22,0.275,2,0
cmp_0129,80,56,45,0.562,36,27,0.3375,2,2
cmp_0130,80,49,48,0.6,28,19,0.2375,0,2
cmp_0131,80,44,32,0.4,40,28,0.35,2,2
cmp_0132,80,68,52,0.65,17,17,0.2125,2,2
cmp_0133,80,51,44,0.55,24,23,0.2875,0,0
cmp_0134,80,67,55,0.688,26,22,0.275,2,0
cmp_0135,80,53,47,0.588,19,10,0.125,0,0
cmp_0136,80,70,59,0.738,13,12,0.15,2,2
cmp_0137,80,52,35,0.438,20,10,0.125,1,0
cmp_0138,80,72,59,0.738,20,15,0.1875,0,1
cmp_0139,80,63,47,0.588,31,21,0.2625,0,0
cmp_0140,80,50,34,0.425,11,9,0.1125,0,2
cmp_0141,80,55,36,0.45,15,12,0.15,0,0
cmp_0142,80,69,58,0.725,19,15,0.1875,0,2
cmp_0143,80,63,49,0.613,27,16,0.2,2,0
cmp_0144,80,38,36,0.45,23,13,0.1625,0,0
cmp_0145,80,62,60,0.75,35,25,0.3125,0,2
cmp_0146,80,69,56,0.7,18,18,0.225,1,1
cmp_0147,80,63,52,0.65,19,11,0.1375,1,2
cmp_0148,80,65,46,0.575,22,20,0.25,0,0
cmp_0149,80,60,58,0.725,32,22,0.275,0,0
cmp_0150,80,65,51,0.637,12,8,0.1,0,1
cmp_0151,80,47,45,0.562,18,14,0.175,1,1
cmp_0152,80,39,32,0.4,23,14,0.175,1,2
cmp_0153,80,71,55,0.688,31,19,0.2375,1,0
cmp_0154,80,41,31,0.388,14,9,0.1125,2,2
cmp_0155,80,35,32,0.4,20,11,0.1375,2,1
cmp_0156,80,52,44,0.55,30,18,0.225,0,0
cmp_0157,80,52,35,0.438,22,17,0.2125,2,1
cmp_0158,80,44,39,0.487,27,25,0.3125,2,0
cmp_0159,80,52,43,0.537,19,15,0.1875,2,0
cmp_0160,80,74,57,0.713,22,19,0.2375,2,0
cmp_0161,80,42,30,0.375,31,20,0.25,0,2
cmp_0162,80,54,46,0.575,39,28,0.35,2,2
cmp_0163,80,31,30,0.375,33,21,0.2625,2,2
cmp_0164,80,47,32,0.4,23,19,0.2375,0,0
cmp_0165,80,53,34,0.425,22,15,0.1875,2,1
cmp_0166,80,59,55,0.688,31,26,0.325,2,2
cmp_0167,80,47,39,0.487,25,17,0.2125,1,0
cmp_0168,80,64,45,0.562,23,12,0.15,1,1
cmp_0169,80,46,34,0.425,22,11,0.1375,1,1
cmp_0170,80,49,30,0.375,18,10,0.125,1,1
cmp_0171,80,56,48,0.6,14,11,0.1375,2,2
cmp_0172,80,47,32,0.4,31,23,0.2875,1,0
cmp_0173,80,72,56,0.7,16,10,0.125,2,1
cmp_0174,80,40,37,0.463,18,11,0.1375,2,1
cmp_0175,80,52,38,0.475,28,18,0.225,2,0
cmp_0176,80,46,30,0.375,25,14,0.175,0,2
cmp_0177,80,49,45,0.562,16,10,0.125,2,2
cmp_0178,80,48,31,0.388,18,18,0.225,2,1
cmp_0179,80,66,50,0.625,9,9,0.1125,2,2
cmp_0180,80,71,55,0.688,28,18,0.225,2,1
cmp_0181,80,52,39,0.487,22,14,0.175,0,0
cmp_0182,80,39,37,0.463,19,8,0.1,0,0
cmp_0183,80,54,42,0.525,28,25,0.3125,2,2
cmp_0184,80,34,32,0.4,22,15,0.1875,0,0
cmp_0185,80,46,39,0.487,33,26,0.325,2,1
cmp_0186,80,46,36,0.45,11,11,0.1375,0,2
cmp_0187,80,44,38,0.475,22,12,0.15,1,1
cmp_0188,80,68,59,0.738,25,14,0.175,1,0
cmp_0189,80,57,55,0.688,15,13,0.1625,0,1
cmp_0190,80,59,58,0.725,22,19,0.2375,0,1
cmp_0191,80,61,41,0.512,21,9,0.1125,0,0
cmp_0192,80,50,46,0.575,27,21,0.2625,1,2
cmp_0193,80,33,30,0.375,27,25,0.3125,2,1
cmp_0194,80,66,46,0.575,26,26,0.325,2,0
cmp_0195,80,71,57,0.713,13,10,0.125,2,1
cmp_0196,80,42,40,0.5,39,27,0.3375,0,2
cmp_0197,80,53,43,0.537,29,18,0.225,0,2
cmp_0198,80,53,40,0.5,23,20,0.25,2,0
cmp_0199,80,65,45,0.562,21,13,0.1625,2,0
cmp_0200,80,54,48,0.6,18,9,0.1125,0,1
cmp_0201,80,53,36,0.45,23,17,0.2125,1,0
cmp_0202,80,49,38,0.475,31,22,0.275,2,0
cmp_0203,80,70,57,0.713,21,9,0.1125,0,0
cmp_0204,80,45,44,0.55,20,10,0.125,2,1
cmp_0205,80,65,59,0.738,22,13,0.1625,2,2
cmp_0206,80,32,30,0.375,12,10,0.125,1,2
cmp_0207,80,54,34,0.425,13,10,0.125,2,1
cmp_0208,80,45,30,0.375,35,27,0.3375,2,2
cmp_0209,80,55,41,0.512,18,10,0.125,2,0
cmp_0210,80,42,30,0.375,25,21,0.2625,0,2
cmp_0211,80,43,33,0.412,11,11,0.1375,0,1
cmp_0212,80,65,56,0.7,25,14,0.175,2,2
cmp_0213,80,37,33,0.412,24,13,0.1625,1,2
cmp_0214,80,68,52,0.65,19,15,0.1875,1,1
cmp_0215,80,47,38,0.475,21,15,0.1875,2,0
cmp_0216,80,57,41,0.512,40,28,0.35,2,2
cmp_0217,80,67,59,0.738,27,26,0.325,2,2
cmp_0218,80,52,47,0.588,23,18,0.225,0,0
cmp_0219,80,68,59,0.738,33,24,0.3,1,0
cmp_0220,80,60,58,0.725,18,10,0.125,1,2
cmp_0221,80,61,52,0.65,29,27,0.3375,0,1
cmp_0222,80,56,47,0.588,35,28,0.35,1,2
cmp_0223,80,51,42,0.525,22,18,0.225,1,2
cmp_0224,80,55,42,0.525,24,14,0.175,0,2
cmp_0225,80,68,53,0.662,17,13,0.1625,2,2
cmp_0226,80,32,30,0.375,34,23,0.2875,2,2
cmp_0227,80,31,30,0.375,40,28,0.35,1,2
cmp_0228,80,49,40,0.5,21,10,0.125,0,1
cmp_0229,80,71,55,0.688,31,23,0.2875,0,1
cmp_0230,80,57,57,0.713,11,8,0.1,1,2
cmp_0231,80,49,44,0.55,24,18,0.225,0,1
cmp_0232,80,42,35,0.438,33,27,0.3375,2,0
cmp_0233,80,69,56,0.7,24,19,0.2375,1,0
cmp_0234,80,63,60,0.75,30,21,0.2625,2,1
cmp_0235,80,39,37,0.463,22,19,0.2375,0,0
cmp_0236,80,57,42,0.525,12,12,0.15,1,2
cmp_0237,80,74,60,0.75,22,22,0.275,0,0
cmp_0238,80,48,34,0.425,31,22,0.275,2,0
cmp_0239,80,51,47,0.588,28,25,0.3125,2,2
cmp_0240,80,59,58,0.725,19,19,0.2375,0,2
cmp_0241,80,41,32,0.4,27,21,0.2625,2,2
cmp_0242,80,40,35,0.438,23,12,0.15,0,0
cmp_0243,80,40,40,0.5,22,11,0.1375,2,1
cmp_0244,80,78,60,0.75,16,15,0.1875,1,1
cmp_0245,80,39,32,0.4,11,8,0.1,0,0
cmp_0246,80,56,37,0.463,21,14,0.175,1,2
cmp_0247,80,58,48,0.6,18,12,0.15,0,0
cmp_0248,80,72,54,0.675,19,14,0.175,2,2
cmp_0249,80,53,44,0.55,30,23,0.2875,1,0
cmp_0250,80,58,40,0.5,17,13,0.1625,0,1
