incident_id,incident_number,title,status,urgency,service_id,escalation_policy_id,assigned_to,created_at,resolved_at
PD-INC-02091,2091,Response time spike #91,resolved,low,PS-HOMELAB,EP-PERSONAL,aaron.delgado,2025-03-14T16:24:00-07:00,2025-03-14T16:54:00-07:00
PD-INC-02092,2092,Response time spike #92,triggered,low,PS-LANTERN,EP-LANTERN,aaron.delgado,2024-07-02T19:03:00-07:00,
PD-INC-02093,2093,Cache eviction spike #93,resolved,high,PS-CEDAR,EP-CEDAR,aaron.delgado,2026-04-28T11:53:00-07:00,2026-04-28T12:23:00-07:00
PD-INC-02094,2094,OOM crash #94,triggered,low,PS-CEDAR,EP-CEDAR,aaron.delgado,2025-09-16T17:16:00-07:00,
PD-INC-02095,2095,Disk full #95,acknowledged,low,PS-HOMELAB,EP-PERSONAL,aaron.delgado,2026-01-14T11:16:00-07:00,
PD-INC-02096,2096,5xx error rate #96,triggered,low,PS-CEDAR,EP-CEDAR,aaron.delgado,2026-05-13T18:09:00-07:00,
PD-INC-02097,2097,5xx error rate #97,resolved,low,PS-CEDAR,EP-CEDAR,aaron.delgado,2024-12-23T19:26:00-07:00,2024-12-23T19:56:00-07:00
PD-INC-02098,2098,SSL cert expiry warning #98,resolved,high,PS-LANTERN,EP-LANTERN,aaron.delgado,2025-03-17T11:37:00-07:00,2025-03-17T12:07:00-07:00
PD-INC-02099,2099,CPU spike #99,resolved,high,PS-CUTTING,EP-CEDAR,aaron.delgado,2024-03-12T12:27:00-07:00,2024-03-12T12:57:00-07:00
PD-INC-02100,2100,5xx error rate #100,triggered,low,PS-CUTTING,EP-CEDAR,aaron.delgado,2024-05-14T08:20:00-07:00,
PD-INC-02101,2101,Auth service timeout #101,resolved,low,PS-CEDAR,EP-CEDAR,aaron.delgado,2024-06-11T08:28:00-07:00,2024-06-11T08:58:00-07:00
PD-INC-02102,2102,Cache eviction spike #102,acknowledged,low,PS-CEDAR,EP-CEDAR,aaron.delgado,2026-02-02T15:34:00-07:00,
PD-INC-02103,2103,SSL cert expiry warning #103,resolved,low,PS-CUTTING,EP-CEDAR,aaron.delgado,2024-01-30T17:58:00-07:00,2024-01-30T18:28:00-07:00
PD-INC-02104,2104,Etsy shop downtime alert #104,triggered,low,PS-CEDAR,EP-CEDAR,aaron.delgado,2026-09-26T17:55:00-07:00,
