Id,Name,Industry,AnnualRevenue,Phone,Website,BillingCity,BillingState,NumberOfEmployees
salesforce_accounts_1065,Salesforce item 65,Industry_65,AnnualRevenue_65,Phone_65,Website_65,BillingCity_65,closed,NumberOfEmployees_65
salesforce_accounts_1066,Salesforce item 66,Industry_66,AnnualRevenue_66,Phone_66,Website_66,BillingCity_66,open,NumberOfEmployees_66
salesforce_accounts_1067,Salesforce item 67,Industry_67,AnnualRevenue_67,Phone_67,Website_67,BillingCity_67,active,NumberOfEmployees_67
salesforce_accounts_1068,Salesforce item 68,Industry_68,AnnualRevenue_68,Phone_68,Website_68,BillingCity_68,active,NumberOfEmployees_68
salesforce_accounts_1069,Salesforce item 69,Industry_69,AnnualRevenue_69,Phone_69,Website_69,BillingCity_69,open,NumberOfEmployees_69
salesforce_accounts_1070,Salesforce item 70,Industry_70,AnnualRevenue_70,Phone_70,Website_70,BillingCity_70,open,NumberOfEmployees_70
salesforce_accounts_1071,Salesforce item 71,Industry_71,AnnualRevenue_71,Phone_71,Website_71,BillingCity_71,active,NumberOfEmployees_71
salesforce_accounts_1072,Salesforce item 72,Industry_72,AnnualRevenue_72,Phone_72,Website_72,BillingCity_72,open,NumberOfEmployees_72
salesforce_accounts_1073,Salesforce item 73,Industry_73,AnnualRevenue_73,Phone_73,Website_73,BillingCity_73,closed,NumberOfEmployees_73
salesforce_accounts_1074,Salesforce item 74,Industry_74,AnnualRevenue_74,Phone_74,Website_74,BillingCity_74,active,NumberOfEmployees_74
salesforce_accounts_1075,Salesforce item 75,Industry_75,AnnualRevenue_75,Phone_75,Website_75,BillingCity_75,open,NumberOfEmployees_75
salesforce_accounts_1076,Salesforce item 76,Industry_76,AnnualRevenue_76,Phone_76,Website_76,BillingCity_76,open,NumberOfEmployees_76
salesforce_accounts_1077,Salesforce item 77,Industry_77,AnnualRevenue_77,Phone_77,Website_77,BillingCity_77,open,NumberOfEmployees_77
salesforce_accounts_1078,Salesforce item 78,Industry_78,AnnualRevenue_78,Phone_78,Website_78,BillingCity_78,active,NumberOfEmployees_78
salesforce_accounts_1079,Salesforce item 79,Industry_79,AnnualRevenue_79,Phone_79,Website_79,BillingCity_79,open,NumberOfEmployees_79
salesforce_accounts_1080,Salesforce item 80,Industry_80,AnnualRevenue_80,Phone_80,Website_80,BillingCity_80,done,NumberOfEmployees_80
salesforce_accounts_1081,Salesforce item 81,Industry_81,AnnualRevenue_81,Phone_81,Website_81,BillingCity_81,open,NumberOfEmployees_81
salesforce_accounts_1082,Salesforce item 82,Industry_82,AnnualRevenue_82,Phone_82,Website_82,BillingCity_82,active,NumberOfEmployees_82
salesforce_accounts_1083,Salesforce item 83,Industry_83,AnnualRevenue_83,Phone_83,Website_83,BillingCity_83,closed,NumberOfEmployees_83
salesforce_accounts_1084,Salesforce item 84,Industry_84,AnnualRevenue_84,Phone_84,Website_84,BillingCity_84,active,NumberOfEmployees_84
salesforce_accounts_1085,Salesforce item 85,Industry_85,AnnualRevenue_85,Phone_85,Website_85,BillingCity_85,active,NumberOfEmployees_85
salesforce_accounts_1086,Salesforce item 86,Industry_86,AnnualRevenue_86,Phone_86,Website_86,BillingCity_86,open,NumberOfEmployees_86
salesforce_accounts_1087,Salesforce item 87,Industry_87,AnnualRevenue_87,Phone_87,Website_87,BillingCity_87,active,NumberOfEmployees_87
salesforce_accounts_1088,Salesforce item 88,Industry_88,AnnualRevenue_88,Phone_88,Website_88,BillingCity_88,closed,NumberOfEmployees_88
salesforce_accounts_1089,Salesforce item 89,Industry_89,AnnualRevenue_89,Phone_89,Website_89,BillingCity_89,active,NumberOfEmployees_89
salesforce_accounts_1090,Salesforce item 90,Industry_90,AnnualRevenue_90,Phone_90,Website_90,BillingCity_90,done,NumberOfEmployees_90
salesforce_accounts_1091,Salesforce item 91,Industry_91,AnnualRevenue_91,Phone_91,Website_91,BillingCity_91,done,NumberOfEmployees_91
salesforce_accounts_1092,Salesforce item 92,Industry_92,AnnualRevenue_92,Phone_92,Website_92,BillingCity_92,done,NumberOfEmployees_92
salesforce_accounts_1093,Salesforce item 93,Industry_93,AnnualRevenue_93,Phone_93,Website_93,BillingCity_93,closed,NumberOfEmployees_93
salesforce_accounts_1094,Salesforce item 94,Industry_94,AnnualRevenue_94,Phone_94,Website_94,BillingCity_94,open,NumberOfEmployees_94
salesforce_accounts_1095,Salesforce item 95,Industry_95,AnnualRevenue_95,Phone_95,Website_95,BillingCity_95,active,NumberOfEmployees_95
salesforce_accounts_1096,Salesforce item 96,Industry_96,AnnualRevenue_96,Phone_96,Website_96,BillingCity_96,done,NumberOfEmployees_96
salesforce_accounts_1097,Salesforce item 97,Industry_97,AnnualRevenue_97,Phone_97,Website_97,BillingCity_97,open,NumberOfEmployees_97
salesforce_accounts_1098,Salesforce item 98,Industry_98,AnnualRevenue_98,Phone_98,Website_98,BillingCity_98,active,NumberOfEmployees_98
salesforce_accounts_1099,Salesforce item 99,Industry_99,AnnualRevenue_99,Phone_99,Website_99,BillingCity_99,done,NumberOfEmployees_99
