id,user_id,media_type,media_url,timestamp,expiring_at,caption,link,poll_question,poll_options
17616917580541212,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17616917580541212.jpg,2025-10-03T16:00:00,2026-10-04T16:00:00,rainy tacoma + a documentary + lamp light = restored 🌧️,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17856738238207820,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17856738238207820.jpg,2025-10-04T13:00:00,2026-10-05T13:00:00,new field socks from REI (waited for the sale obviously) 🧦,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17922162770131948,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17922162770131948.jpg,2025-10-05T09:30:00,2026-10-06T09:30:00,"sunday meal prep, feeling briefly like an adult 🥗",https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17920953711647796,17841400770001,VIDEO,https://scontent.cdninstagram.com/stories/17920953711647796.mp4,2025-10-06T19:15:00,2026-10-07T19:15:00,warming anomaly figure v4 is actually looking GOOD i could cry 📈,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17409328918765982,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17409328918765982.jpg,2025-10-07T07:45:00,2026-10-08T07:45:00,iced oat latte treat because the chapter draft is almost done 🧋,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17797249251294772,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17797249251294772.jpg,2026-01-20T17:00:00,2026-01-21T17:00:00,"camping on the peninsula 🏕️ no signal, all wonder",https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17471577736036890,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17471577736036890.jpg,2026-01-09T15:20:00,2026-01-10T15:20:00,field day at penrose point. gumboot chiton the size of my hand 😍,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17994606346935501,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17994606346935501.jpg,2025-12-13T11:00:00,2025-12-14T11:00:00,"the siren with marisol 🐟 fish and chips on the water, our ritual",https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17475718591119359,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17475718591119359.jpg,2025-11-23T18:00:00,2025-11-24T18:00:00,portland trip playlist is DONE. 2.5 hours of pure folk 🚗🎶,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
17545308697190650,17841400770001,IMAGE,https://scontent.cdninstagram.com/stories/17545308697190650.jpg,2025-10-07T22:30:00,2026-10-08T22:30:00,café rosita breakfast burrito loading… mom visits in a month 🌯,https://brewedawakening.co/shop,Favorite event?,Relay Race|Tug of War|Obstacle Course|Dance Battle
