playlist_id,name,description,owner_id,public,collaborative
2v3iNvBX8Ay1Gt2uXt84de,TNT,Synthwave for the open road at dusk.,user0qTa,true,false
2v3iNvBX8Ay1Gt2uXted22,Sunset Drive,The hottest tracks right now.,usermksv,true,true
2v3iNvBX8Ay1Gt2uXtf36d,Glory Days,The hottest tracks right now.,userO6Xi,true,false
2v3iNvBX8Ay1Gt2uXt2b61,Indie Chill,Synthwave for the open road at dusk.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt9892,TNT,The River - Aerosmith,user0qTa,true,false
2v3iNvBX8Ay1Gt2uXt251e,Highway to Hell,Synthwave for the open road at dusk.,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXt9ae9,Fiesta Latina,Back in Black - Bruce Springsteen,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXtcb4c,Glory Days,Back in Black - CCR,usermksv,false,false
2v3iNvBX8Ay1Gt2uXtb44f,Today's Top Hits,The River - Aerosmith,usermksv,false,true
2v3iNvBX8Ay1Gt2uXt662a,Sunset Drive,Synthwave for the open road at dusk.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt9f6e,Fiesta Latina,The River - Aerosmith,user-leo,true,false
2v3iNvBX8Ay1Gt2uXte63d,Today's Top Hits,The River - Aerosmith,user-leo,true,false
2v3iNvBX8Ay1Gt2uXta95e,Glory Days,Synthwave for the open road at dusk.,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXtc882,Fiesta Latina,The River - Aerosmith,usermksv,true,true
2v3iNvBX8Ay1Gt2uXtb954,Indie Chill,Laid-back indie for focus and calm.,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXt0fcf,The River,The River - Aerosmith,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt6dc6,Today's Top Hits,The hottest tracks right now.,userO6Xi,true,true
2v3iNvBX8Ay1Gt2uXt678f,The River,The River - Aerosmith,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtee78,Indie Chill,Reggaeton and latin pop bangers.,user0qTa,true,true
2v3iNvBX8Ay1Gt2uXt5ea2,Sunset Drive,Rock and Roll - CCR,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt3c3c,Fiesta Latina,Synthwave for the open road at dusk.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt74de,Sunset Drive,Laid-back indie for focus and calm.,userKaHJ,false,true
2v3iNvBX8Ay1Gt2uXtdd0f,The River,Reggaeton and latin pop bangers.,userKaHJ,true,true
2v3iNvBX8Ay1Gt2uXt744a,Indie Chill,Back in Black - CCR,user0qTa,true,false
2v3iNvBX8Ay1Gt2uXtaf9d,TNT,Reggaeton and latin pop bangers.,usermksv,true,false
2v3iNvBX8Ay1Gt2uXt3591,Glory Days,Reggaeton and latin pop bangers.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtf2a8,Sunset Drive,Back in Black - Bruce Springsteen,user0qTa,true,true
2v3iNvBX8Ay1Gt2uXta1a1,Indie Chill,Rock and Roll - CCR,usermksv,true,false
2v3iNvBX8Ay1Gt2uXta6a2,Fiesta Latina,Rock and Roll - CCR,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt933c,Indie Chill,Rock and Roll - CCR,userKaHJ,false,true
2v3iNvBX8Ay1Gt2uXt6196,Sunset Drive,The hottest tracks right now.,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXtc205,Today's Top Hits,The River - Aerosmith,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXtc463,Highway to Hell,The River - Aerosmith,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtc967,Highway to Hell,Back in Black - Bruce Springsteen,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXtf51b,Sunset Drive,Back in Black - Bruce Springsteen,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt40b1,Today's Top Hits,Back in Black - Bruce Springsteen,usermksv,false,false
2v3iNvBX8Ay1Gt2uXtd4e9,Fiesta Latina,Laid-back indie for focus and calm.,user0qTa,true,true
2v3iNvBX8Ay1Gt2uXtd535,Today's Top Hits,The hottest tracks right now.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt4507,The River,Back in Black - CCR,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXt9492,TNT,Rock and Roll - CCR,userO6Xi,true,true
2v3iNvBX8Ay1Gt2uXta1fc,Glory Days,Synthwave for the open road at dusk.,userKaHJ,false,false
2v3iNvBX8Ay1Gt2uXtfd14,Indie Chill,The River - Aerosmith,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt2964,Indie Chill,The hottest tracks right now.,usermksv,true,false
2v3iNvBX8Ay1Gt2uXt17ce,The River,Rock and Roll - CCR,usermksv,true,false
2v3iNvBX8Ay1Gt2uXt7d3d,Glory Days,Reggaeton and latin pop bangers.,usermksv,true,false
2v3iNvBX8Ay1Gt2uXt07fa,Highway to Hell,Back in Black - Bruce Springsteen,usermksv,false,false
2v3iNvBX8Ay1Gt2uXt2da1,TNT,The hottest tracks right now.,userKaHJ,true,true
2v3iNvBX8Ay1Gt2uXt6892,Glory Days,Back in Black - Bruce Springsteen,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXtcb66,Indie Chill,Back in Black - Bruce Springsteen,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt5cee,TNT,Back in Black - CCR,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt1380,TNT,Synthwave for the open road at dusk.,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXtc4e0,Highway to Hell,The River - Aerosmith,userKaHJ,true,true
2v3iNvBX8Ay1Gt2uXt6ed7,TNT,Back in Black - Bruce Springsteen,userKaHJ,false,false
2v3iNvBX8Ay1Gt2uXtdecd,Glory Days,Reggaeton and latin pop bangers.,usermksv,true,true
2v3iNvBX8Ay1Gt2uXta260,Sunset Drive,The hottest tracks right now.,userKaHJ,false,false
2v3iNvBX8Ay1Gt2uXt8223,TNT,Synthwave for the open road at dusk.,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt8d08,Glory Days,The hottest tracks right now.,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXt83b0,Glory Days,The hottest tracks right now.,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXt0c0e,Sunset Drive,Laid-back indie for focus and calm.,usermksv,false,false
2v3iNvBX8Ay1Gt2uXt5563,Indie Chill,Synthwave for the open road at dusk.,user-leo,true,false
2v3iNvBX8Ay1Gt2uXtad76,Today's Top Hits,The hottest tracks right now.,userO6Xi,true,true
2v3iNvBX8Ay1Gt2uXt5a39,Today's Top Hits,Back in Black - Bruce Springsteen,usermksv,false,true
2v3iNvBX8Ay1Gt2uXt75f9,TNT,Synthwave for the open road at dusk.,userO6Xi,true,true
2v3iNvBX8Ay1Gt2uXtbef8,Today's Top Hits,Synthwave for the open road at dusk.,usermksv,true,true
2v3iNvBX8Ay1Gt2uXtea3c,Sunset Drive,The hottest tracks right now.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtcc46,Today's Top Hits,Rock and Roll - CCR,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXt4e37,Fiesta Latina,The hottest tracks right now.,userKaHJ,false,false
2v3iNvBX8Ay1Gt2uXt00ac,Glory Days,Reggaeton and latin pop bangers.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtfb75,TNT,Laid-back indie for focus and calm.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt9309,Glory Days,Rock and Roll - CCR,userO6Xi,true,false
2v3iNvBX8Ay1Gt2uXtead7,Highway to Hell,Back in Black - Bruce Springsteen,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt3e2f,Glory Days,Laid-back indie for focus and calm.,userO6Xi,false,false
2v3iNvBX8Ay1Gt2uXtbe68,Fiesta Latina,The River - Aerosmith,userKaHJ,false,false
2v3iNvBX8Ay1Gt2uXt0b80,The River,The River - Aerosmith,usermksv,false,false
2v3iNvBX8Ay1Gt2uXt4b8d,The River,The River - Aerosmith,usermksv,false,true
2v3iNvBX8Ay1Gt2uXt347f,The River,Rock and Roll - CCR,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtf02a,Fiesta Latina,Back in Black - CCR,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt2f89,Fiesta Latina,Back in Black - Bruce Springsteen,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt71a9,Glory Days,The River - Aerosmith,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtf36b,Today's Top Hits,The River - Aerosmith,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt2588,TNT,Laid-back indie for focus and calm.,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXtda05,The River,Back in Black - CCR,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtaf85,Indie Chill,Back in Black - Bruce Springsteen,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXtb81d,TNT,Synthwave for the open road at dusk.,usermksv,true,false
2v3iNvBX8Ay1Gt2uXt168d,Indie Chill,Back in Black - Bruce Springsteen,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXt6d26,Indie Chill,The hottest tracks right now.,usermksv,true,false
2v3iNvBX8Ay1Gt2uXtb3c8,Highway to Hell,Back in Black - CCR,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt5ddb,Today's Top Hits,Reggaeton and latin pop bangers.,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt3022,Highway to Hell,Laid-back indie for focus and calm.,userO6Xi,false,false
2v3iNvBX8Ay1Gt2uXt0686,Glory Days,The hottest tracks right now.,userKaHJ,false,true
2v3iNvBX8Ay1Gt2uXt02e3,TNT,Back in Black - Bruce Springsteen,usermksv,true,false
2v3iNvBX8Ay1Gt2uXt41a9,Sunset Drive,Reggaeton and latin pop bangers.,userO6Xi,true,true
2v3iNvBX8Ay1Gt2uXte532,TNT,Laid-back indie for focus and calm.,userO6Xi,false,false
2v3iNvBX8Ay1Gt2uXt0ffb,Highway to Hell,The hottest tracks right now.,userO6Xi,true,true
2v3iNvBX8Ay1Gt2uXtdadc,Glory Days,Back in Black - CCR,user-leo,true,false
2v3iNvBX8Ay1Gt2uXtdba8,Today's Top Hits,Laid-back indie for focus and calm.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt27e6,The River,Reggaeton and latin pop bangers.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt7895,Today's Top Hits,Laid-back indie for focus and calm.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt65da,TNT,The River - Aerosmith,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXt605d,Indie Chill,Back in Black - CCR,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt7597,Highway to Hell,Back in Black - Bruce Springsteen,user-leo,true,true
2v3iNvBX8Ay1Gt2uXtfa64,Today's Top Hits,The hottest tracks right now.,userKaHJ,false,true
2v3iNvBX8Ay1Gt2uXt529f,TNT,Back in Black - Bruce Springsteen,usermksv,false,false
2v3iNvBX8Ay1Gt2uXta441,Today's Top Hits,Back in Black - CCR,user-leo,true,false
2v3iNvBX8Ay1Gt2uXte714,Sunset Drive,The hottest tracks right now.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt6407,Indie Chill,Reggaeton and latin pop bangers.,userO6Xi,false,false
2v3iNvBX8Ay1Gt2uXt2939,The River,The River - Aerosmith,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt0aa4,Today's Top Hits,Rock and Roll - CCR,user-leo,true,false
2v3iNvBX8Ay1Gt2uXta1b2,TNT,Back in Black - CCR,user-leo,true,false
2v3iNvBX8Ay1Gt2uXtadc0,Glory Days,Synthwave for the open road at dusk.,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXt6af2,The River,Rock and Roll - CCR,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt3b5f,Highway to Hell,Reggaeton and latin pop bangers.,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXtbb1e,Indie Chill,The River - Aerosmith,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXt2961,Highway to Hell,Reggaeton and latin pop bangers.,user-leo,true,true
2v3iNvBX8Ay1Gt2uXtf055,Glory Days,Back in Black - CCR,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtabb8,Sunset Drive,Laid-back indie for focus and calm.,user-leo,true,false
2v3iNvBX8Ay1Gt2uXtea3f,Highway to Hell,Back in Black - CCR,userO6Xi,false,false
2v3iNvBX8Ay1Gt2uXt6ba8,TNT,Laid-back indie for focus and calm.,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXtd4fc,Sunset Drive,The River - Aerosmith,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXtae1a,Glory Days,Back in Black - Bruce Springsteen,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtefc6,Highway to Hell,The River - Aerosmith,user-leo,true,true
2v3iNvBX8Ay1Gt2uXtbb6c,Indie Chill,Rock and Roll - CCR,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt6fb4,Highway to Hell,Rock and Roll - CCR,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtb5ac,TNT,Rock and Roll - CCR,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt12fd,Glory Days,Back in Black - Bruce Springsteen,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtd88a,The River,Back in Black - CCR,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtff35,The River,Back in Black - CCR,user-leo,true,true
2v3iNvBX8Ay1Gt2uXtef1a,Fiesta Latina,Back in Black - CCR,usermksv,false,true
2v3iNvBX8Ay1Gt2uXt613f,Sunset Drive,The River - Aerosmith,userKaHJ,true,false
2v3iNvBX8Ay1Gt2uXtd9ef,Glory Days,The River - Aerosmith,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtb8d4,Sunset Drive,Laid-back indie for focus and calm.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt121d,Highway to Hell,The River - Aerosmith,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt0203,TNT,Synthwave for the open road at dusk.,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt6a40,Glory Days,Reggaeton and latin pop bangers.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXte017,The River,The River - Aerosmith,userKaHJ,false,true
2v3iNvBX8Ay1Gt2uXt68cd,Highway to Hell,The River - Aerosmith,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXtc7af,TNT,Reggaeton and latin pop bangers.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtc902,Glory Days,Back in Black - Bruce Springsteen,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt36a3,Today's Top Hits,Synthwave for the open road at dusk.,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXt76dc,Indie Chill,Laid-back indie for focus and calm.,user-leo,true,true
2v3iNvBX8Ay1Gt2uXtcf88,Today's Top Hits,Back in Black - CCR,usermksv,true,false
2v3iNvBX8Ay1Gt2uXte593,The River,Back in Black - CCR,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt1cce,Highway to Hell,The hottest tracks right now.,user-leo,true,false
2v3iNvBX8Ay1Gt2uXtfeb5,Indie Chill,Back in Black - CCR,usermksv,false,false
2v3iNvBX8Ay1Gt2uXtc370,Today's Top Hits,Rock and Roll - CCR,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXt4c09,Glory Days,Synthwave for the open road at dusk.,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt16e7,Today's Top Hits,Back in Black - Bruce Springsteen,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt2220,Sunset Drive,Synthwave for the open road at dusk.,userKaHJ,false,true
2v3iNvBX8Ay1Gt2uXtb7d6,Glory Days,The River - Aerosmith,userKaHJ,true,true
2v3iNvBX8Ay1Gt2uXt8fba,The River,Reggaeton and latin pop bangers.,user-leo,true,true
2v3iNvBX8Ay1Gt2uXta914,Highway to Hell,Back in Black - Bruce Springsteen,userO6Xi,false,false
2v3iNvBX8Ay1Gt2uXtf1cf,Highway to Hell,Back in Black - Bruce Springsteen,usermksv,false,false
2v3iNvBX8Ay1Gt2uXt1572,Indie Chill,Reggaeton and latin pop bangers.,usermksv,true,true
2v3iNvBX8Ay1Gt2uXtdd56,Glory Days,The River - Aerosmith,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt2811,The River,The hottest tracks right now.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt79b6,Indie Chill,Synthwave for the open road at dusk.,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt0405,TNT,Reggaeton and latin pop bangers.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtcc6f,Indie Chill,Reggaeton and latin pop bangers.,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXtf441,Indie Chill,Back in Black - CCR,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt72b1,TNT,Back in Black - CCR,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt2894,Indie Chill,Reggaeton and latin pop bangers.,userO6Xi,false,false
2v3iNvBX8Ay1Gt2uXt93ad,Fiesta Latina,Laid-back indie for focus and calm.,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXtef6b,Indie Chill,The River - Aerosmith,user0qTa,true,true
2v3iNvBX8Ay1Gt2uXt5355,Indie Chill,Laid-back indie for focus and calm.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXtb9a2,TNT,Back in Black - CCR,user0qTa,false,true
2v3iNvBX8Ay1Gt2uXta368,Highway to Hell,Back in Black - Bruce Springsteen,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXt1669,TNT,Synthwave for the open road at dusk.,user0qTa,true,true
2v3iNvBX8Ay1Gt2uXtc0de,Glory Days,Laid-back indie for focus and calm.,user-leo,true,false
2v3iNvBX8Ay1Gt2uXt96f6,Sunset Drive,The River - Aerosmith,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt0741,Highway to Hell,The hottest tracks right now.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt2c75,TNT,Laid-back indie for focus and calm.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtb1f5,Indie Chill,Synthwave for the open road at dusk.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXtecad,Sunset Drive,Reggaeton and latin pop bangers.,user-leo,false,false
2v3iNvBX8Ay1Gt2uXta464,Fiesta Latina,Reggaeton and latin pop bangers.,userKaHJ,false,false
2v3iNvBX8Ay1Gt2uXte583,Glory Days,Synthwave for the open road at dusk.,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXtc649,Indie Chill,Laid-back indie for focus and calm.,user-leo,true,true
2v3iNvBX8Ay1Gt2uXt3824,Sunset Drive,Reggaeton and latin pop bangers.,userKaHJ,false,true
2v3iNvBX8Ay1Gt2uXtc10f,Glory Days,Rock and Roll - CCR,user-leo,true,true
2v3iNvBX8Ay1Gt2uXtb1fa,Glory Days,The hottest tracks right now.,user-leo,true,false
2v3iNvBX8Ay1Gt2uXtad01,Today's Top Hits,The hottest tracks right now.,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt1eed,Today's Top Hits,Back in Black - CCR,usermksv,false,false
2v3iNvBX8Ay1Gt2uXtc8e8,Glory Days,Back in Black - Bruce Springsteen,usermksv,true,false
2v3iNvBX8Ay1Gt2uXtbaf6,Glory Days,Back in Black - CCR,user-leo,true,true
2v3iNvBX8Ay1Gt2uXtab79,Indie Chill,Synthwave for the open road at dusk.,userO6Xi,false,true
2v3iNvBX8Ay1Gt2uXte2cf,TNT,Rock and Roll - CCR,user-leo,false,false
2v3iNvBX8Ay1Gt2uXt06e1,Indie Chill,The River - Aerosmith,user0qTa,true,true
2v3iNvBX8Ay1Gt2uXt2829,Sunset Drive,The River - Aerosmith,user-leo,false,true
2v3iNvBX8Ay1Gt2uXt1557,Glory Days,Back in Black - Bruce Springsteen,user0qTa,false,false
2v3iNvBX8Ay1Gt2uXtd1c0,Sunset Drive,The River - Aerosmith,user-leo,false,false
