id,name,id_card,id_board,items
chk_auto_0233,Vet kit restock,crd_auto_0027,brd_personal_q4,boluses;syringes;gloves;dewormer
chk_auto_0234,Section 12,crd_auto_0172,brd_personal_q4,12.1 ratios;12.2 percentages;12.3 averages;12.4 exponents
chk_auto_0235,Snow tire steps,crd_auto_0143,brd_personal_q4,call Robberson;confirm appt;move trailer
chk_auto_0236,Test day,crd_auto_0053,brd_personal_q4,ID;snacks;scratch paper;arrive 30 min early
chk_auto_0237,Test day,crd_auto_0140,brd_personal_q4,ID;snacks;scratch paper;arrive 30 min early
chk_auto_0238,Vet kit restock,crd_auto_0111,brd_personal_q4,boluses;syringes;gloves;dewormer
chk_auto_0239,Snow tire steps,crd_auto_0166,brd_personal_q4,call Robberson;confirm appt;move trailer
chk_auto_0240,Vet kit restock,crd_auto_0032,brd_personal_q4,boluses;syringes;gloves;dewormer
chk_auto_0241,Haul prep,crd_auto_0147,brd_personal_q4,load tack;hay nets;water buckets;trailer tires
chk_auto_0242,Section 12,crd_auto_0161,brd_gre_27,12.1 ratios;12.2 percentages;12.3 averages;12.4 exponents
chk_auto_0243,Vet kit restock,crd_auto_0117,brd_gre_27,boluses;syringes;gloves;dewormer
chk_auto_0244,Race day,crd_auto_0054,brd_gre_27,warm-up pen;check pattern;number on;cool-down
chk_auto_0245,Test day,crd_auto_0014,brd_personal_q4,ID;snacks;scratch paper;arrive 30 min early
chk_auto_0246,Section 12,crd_auto_0016,brd_gre_27,12.1 ratios;12.2 percentages;12.3 averages;12.4 exponents
chk_auto_0247,Vet kit restock,crd_auto_0129,brd_personal_q4,boluses;syringes;gloves;dewormer
chk_auto_0248,Snow tire steps,crd_auto_0102,brd_gre_27,call Robberson;confirm appt;move trailer
chk_auto_0249,Race day,crd_auto_0157,brd_personal_q4,warm-up pen;check pattern;number on;cool-down
chk_auto_0250,Race day,crd_auto_0002,brd_gre_27,warm-up pen;check pattern;number on;cool-down
chk_auto_0251,Section 12,crd_auto_0199,brd_personal_q4,12.1 ratios;12.2 percentages;12.3 averages;12.4 exponents
chk_auto_0252,Vet kit restock,crd_auto_0187,brd_personal_q4,boluses;syringes;gloves;dewormer
chk_auto_0253,Race day,crd_auto_0103,brd_personal_q4,warm-up pen;check pattern;number on;cool-down
chk_auto_0254,Test day,crd_auto_0048,brd_personal_q4,ID;snacks;scratch paper;arrive 30 min early
chk_auto_0255,Snow tire steps,crd_auto_0077,brd_personal_q4,call Robberson;confirm appt;move trailer
chk_auto_0256,Snow tire steps,crd_auto_0175,brd_gre_27,call Robberson;confirm appt;move trailer
chk_auto_0257,Race day,crd_auto_0154,brd_gre_27,warm-up pen;check pattern;number on;cool-down
chk_auto_0258,Haul prep,crd_auto_0134,brd_gre_27,load tack;hay nets;water buckets;trailer tires
chk_auto_0259,Section 12,crd_auto_0072,brd_personal_q4,12.1 ratios;12.2 percentages;12.3 averages;12.4 exponents
chk_auto_0260,Haul prep,crd_auto_0127,brd_gre_27,load tack;hay nets;water buckets;trailer tires
chk_auto_0261,Race day,crd_auto_0063,brd_gre_27,warm-up pen;check pattern;number on;cool-down
