id,rover,sol,camera,camera_full_name,img_src,earth_date
rp_0032,1219,NAVCAM,Camera Full Name,2022-11-09,https://mars.nasa.gov/32.jpg,Perseverance
rp_0033,1584,FHAZ,Camera Full Name,2020-06-20,https://mars.nasa.gov/33.jpg,Perseverance
rp_0034,897,FHAZ,Camera Full Name,2020-08-21,https://mars.nasa.gov/34.jpg,Perseverance
rp_0035,2874,FHAZ,Camera Full Name,2022-08-01,https://mars.nasa.gov/35.jpg,Perseverance
rp_0036,2695,MAST,Camera Full Name,2024-09-13,https://mars.nasa.gov/36.jpg,Curiosity
rp_0037,995,NAVCAM,Camera Full Name,2023-11-24,https://mars.nasa.gov/37.jpg,Curiosity
rp_0038,930,RHAZ,Camera Full Name,2024-04-30,https://mars.nasa.gov/38.jpg,Curiosity
rp_0039,964,MAST,Camera Full Name,2024-12-26,https://mars.nasa.gov/39.jpg,Perseverance
rp_0040,1304,CHEMCAM,Camera Full Name,2020-03-02,https://mars.nasa.gov/40.jpg,Perseverance
rp_0041,1332,FHAZ,Camera Full Name,2025-12-31,https://mars.nasa.gov/41.jpg,Perseverance
rp_0042,2862,MAST,Camera Full Name,2025-10-21,https://mars.nasa.gov/42.jpg,Perseverance
rp_0043,2627,RHAZ,Camera Full Name,2023-12-12,https://mars.nasa.gov/43.jpg,Curiosity
rp_0044,104,FHAZ,Camera Full Name,2021-11-24,https://mars.nasa.gov/44.jpg,Curiosity
rp_0045,2523,FHAZ,Camera Full Name,2025-01-05,https://mars.nasa.gov/45.jpg,Curiosity
rp_0046,672,MAST,Camera Full Name,2026-01-20,https://mars.nasa.gov/46.jpg,Perseverance
rp_0047,1718,FHAZ,Camera Full Name,2023-03-30,https://mars.nasa.gov/47.jpg,Perseverance
rp_0048,1428,RHAZ,Camera Full Name,2022-03-23,https://mars.nasa.gov/48.jpg,Perseverance
rp_0049,2656,NAVCAM,Camera Full Name,2025-03-13,https://mars.nasa.gov/49.jpg,Curiosity
rp_0050,2223,RHAZ,Camera Full Name,2025-11-15,https://mars.nasa.gov/50.jpg,Perseverance
rp_0051,159,MAST,Camera Full Name,2021-06-06,https://mars.nasa.gov/51.jpg,Perseverance
rp_0052,2631,CHEMCAM,Camera Full Name,2024-02-06,https://mars.nasa.gov/52.jpg,Curiosity
rp_0053,830,NAVCAM,Camera Full Name,2020-06-26,https://mars.nasa.gov/53.jpg,Perseverance
rp_0054,738,NAVCAM,Camera Full Name,2026-08-31,https://mars.nasa.gov/54.jpg,Perseverance
rp_0055,2132,CHEMCAM,Camera Full Name,2023-02-01,https://mars.nasa.gov/55.jpg,Curiosity
rp_0056,1111,RHAZ,Camera Full Name,2022-10-08,https://mars.nasa.gov/56.jpg,Curiosity
rp_0057,966,NAVCAM,Camera Full Name,2020-07-26,https://mars.nasa.gov/57.jpg,Curiosity
rp_0058,1177,FHAZ,Camera Full Name,2023-02-06,https://mars.nasa.gov/58.jpg,Curiosity
rp_0059,361,MAST,Camera Full Name,2022-01-14,https://mars.nasa.gov/59.jpg,Curiosity
rp_0060,430,MAST,Camera Full Name,2024-05-30,https://mars.nasa.gov/60.jpg,Perseverance
rp_0061,581,MAST,Camera Full Name,2025-12-31,https://mars.nasa.gov/61.jpg,Perseverance
rp_0062,2903,NAVCAM,Camera Full Name,2026-09-25,https://mars.nasa.gov/62.jpg,Perseverance
rp_0063,926,RHAZ,Camera Full Name,2025-12-30,https://mars.nasa.gov/63.jpg,Perseverance
rp_0064,1879,NAVCAM,Camera Full Name,2021-12-25,https://mars.nasa.gov/64.jpg,Curiosity
rp_0065,161,NAVCAM,Camera Full Name,2025-08-18,https://mars.nasa.gov/65.jpg,Perseverance
rp_0066,2665,MAST,Camera Full Name,2026-04-29,https://mars.nasa.gov/66.jpg,Curiosity
rp_0067,2142,CHEMCAM,Camera Full Name,2024-12-21,https://mars.nasa.gov/67.jpg,Curiosity
rp_0068,1701,CHEMCAM,Camera Full Name,2023-05-04,https://mars.nasa.gov/68.jpg,Curiosity
rp_0069,1373,FHAZ,Camera Full Name,2020-02-26,https://mars.nasa.gov/69.jpg,Perseverance
rp_0070,1762,NAVCAM,Camera Full Name,2024-06-29,https://mars.nasa.gov/70.jpg,Perseverance
rp_0071,2729,FHAZ,Camera Full Name,2023-08-06,https://mars.nasa.gov/71.jpg,Perseverance
rp_0072,162,FHAZ,Camera Full Name,2024-10-28,https://mars.nasa.gov/72.jpg,Curiosity
rp_0073,1109,NAVCAM,Camera Full Name,2020-11-25,https://mars.nasa.gov/73.jpg,Perseverance
rp_0074,1883,RHAZ,Camera Full Name,2026-05-30,https://mars.nasa.gov/74.jpg,Curiosity
rp_0075,2882,CHEMCAM,Camera Full Name,2024-07-23,https://mars.nasa.gov/75.jpg,Curiosity
rp_0076,338,CHEMCAM,Camera Full Name,2021-03-20,https://mars.nasa.gov/76.jpg,Perseverance
rp_0077,793,RHAZ,Camera Full Name,2021-08-02,https://mars.nasa.gov/77.jpg,Perseverance
rp_0078,1559,CHEMCAM,Camera Full Name,2021-11-15,https://mars.nasa.gov/78.jpg,Perseverance
rp_0079,638,MAST,Camera Full Name,2020-10-02,https://mars.nasa.gov/79.jpg,Perseverance
rp_0080,231,FHAZ,Camera Full Name,2020-07-04,https://mars.nasa.gov/80.jpg,Perseverance
rp_0081,1601,RHAZ,Camera Full Name,2025-03-12,https://mars.nasa.gov/81.jpg,Perseverance
rp_0082,2981,CHEMCAM,Camera Full Name,2023-11-29,https://mars.nasa.gov/82.jpg,Curiosity
rp_0083,1206,CHEMCAM,Camera Full Name,2022-09-08,https://mars.nasa.gov/83.jpg,Perseverance
rp_0084,200,RHAZ,Camera Full Name,2021-03-22,https://mars.nasa.gov/84.jpg,Curiosity
rp_0085,164,CHEMCAM,Camera Full Name,2025-01-19,https://mars.nasa.gov/85.jpg,Perseverance
rp_0086,2840,NAVCAM,Camera Full Name,2025-03-10,https://mars.nasa.gov/86.jpg,Curiosity
rp_0087,1782,MAST,Camera Full Name,2026-01-05,https://mars.nasa.gov/87.jpg,Perseverance
rp_0088,2539,MAST,Camera Full Name,2023-06-24,https://mars.nasa.gov/88.jpg,Perseverance
rp_0089,2800,MAST,Camera Full Name,2025-08-21,https://mars.nasa.gov/89.jpg,Curiosity
rp_0090,298,NAVCAM,Camera Full Name,2022-01-10,https://mars.nasa.gov/90.jpg,Curiosity
rp_0091,41,RHAZ,Camera Full Name,2025-01-20,https://mars.nasa.gov/91.jpg,Curiosity
rp_0092,2412,CHEMCAM,Camera Full Name,2024-02-01,https://mars.nasa.gov/92.jpg,Perseverance
rp_0093,2839,MAST,Camera Full Name,2021-08-19,https://mars.nasa.gov/93.jpg,Perseverance
rp_0094,656,MAST,Camera Full Name,2026-02-10,https://mars.nasa.gov/94.jpg,Curiosity
rp_0095,1998,RHAZ,Camera Full Name,2022-04-05,https://mars.nasa.gov/95.jpg,Curiosity
rp_0096,1334,MAST,Camera Full Name,2021-08-20,https://mars.nasa.gov/96.jpg,Curiosity
rp_0097,1045,FHAZ,Camera Full Name,2026-09-29,https://mars.nasa.gov/97.jpg,Curiosity
rp_0098,105,NAVCAM,Camera Full Name,2020-04-16,https://mars.nasa.gov/98.jpg,Perseverance
rp_0099,2790,CHEMCAM,Camera Full Name,2021-07-31,https://mars.nasa.gov/99.jpg,Curiosity
rp_0100,771,NAVCAM,Camera Full Name,2023-07-25,https://mars.nasa.gov/100.jpg,Perseverance
rp_0101,693,RHAZ,Camera Full Name,2023-11-12,https://mars.nasa.gov/101.jpg,Perseverance
rp_0102,489,MAST,Camera Full Name,2022-08-19,https://mars.nasa.gov/102.jpg,Curiosity
rp_0103,2365,CHEMCAM,Camera Full Name,2023-08-11,https://mars.nasa.gov/103.jpg,Curiosity
rp_0104,2205,NAVCAM,Camera Full Name,2020-10-23,https://mars.nasa.gov/104.jpg,Curiosity
rp_0105,1088,RHAZ,Camera Full Name,2024-11-25,https://mars.nasa.gov/105.jpg,Perseverance
rp_0106,1995,RHAZ,Camera Full Name,2025-06-05,https://mars.nasa.gov/106.jpg,Perseverance
rp_0107,2212,MAST,Camera Full Name,2020-11-13,https://mars.nasa.gov/107.jpg,Curiosity
rp_0108,2796,MAST,Camera Full Name,2024-12-27,https://mars.nasa.gov/108.jpg,Curiosity
rp_0109,2167,MAST,Camera Full Name,2020-05-22,https://mars.nasa.gov/109.jpg,Perseverance
rp_0110,2963,NAVCAM,Camera Full Name,2020-06-20,https://mars.nasa.gov/110.jpg,Perseverance
rp_0111,1849,NAVCAM,Camera Full Name,2025-06-12,https://mars.nasa.gov/111.jpg,Perseverance
rp_0112,2112,NAVCAM,Camera Full Name,2022-10-22,https://mars.nasa.gov/112.jpg,Perseverance
rp_0113,1314,RHAZ,Camera Full Name,2020-08-11,https://mars.nasa.gov/113.jpg,Curiosity
rp_0114,331,MAST,Camera Full Name,2021-07-18,https://mars.nasa.gov/114.jpg,Perseverance
rp_0115,2360,MAST,Camera Full Name,2020-04-15,https://mars.nasa.gov/115.jpg,Perseverance
rp_0116,1735,MAST,Camera Full Name,2021-04-24,https://mars.nasa.gov/116.jpg,Perseverance
rp_0117,2534,MAST,Camera Full Name,2025-05-01,https://mars.nasa.gov/117.jpg,Curiosity
rp_0118,2387,CHEMCAM,Camera Full Name,2022-09-05,https://mars.nasa.gov/118.jpg,Curiosity
rp_0119,1072,RHAZ,Camera Full Name,2025-07-10,https://mars.nasa.gov/119.jpg,Perseverance
rp_0120,941,CHEMCAM,Camera Full Name,2023-04-10,https://mars.nasa.gov/120.jpg,Curiosity
rp_0121,2236,NAVCAM,Camera Full Name,2021-10-01,https://mars.nasa.gov/121.jpg,Curiosity
rp_0122,2273,MAST,Camera Full Name,2022-05-09,https://mars.nasa.gov/122.jpg,Perseverance
rp_0123,1563,MAST,Camera Full Name,2022-01-24,https://mars.nasa.gov/123.jpg,Perseverance
rp_0124,2027,RHAZ,Camera Full Name,2021-12-18,https://mars.nasa.gov/124.jpg,Curiosity
rp_0125,1300,NAVCAM,Camera Full Name,2023-11-04,https://mars.nasa.gov/125.jpg,Curiosity
rp_0126,1431,FHAZ,Camera Full Name,2025-01-19,https://mars.nasa.gov/126.jpg,Perseverance
rp_0127,415,FHAZ,Camera Full Name,2022-12-28,https://mars.nasa.gov/127.jpg,Perseverance
rp_0128,2598,FHAZ,Camera Full Name,2022-09-05,https://mars.nasa.gov/128.jpg,Perseverance
rp_0129,2274,MAST,Camera Full Name,2026-05-21,https://mars.nasa.gov/129.jpg,Perseverance
rp_0130,173,CHEMCAM,Camera Full Name,2021-04-28,https://mars.nasa.gov/130.jpg,Curiosity
rp_0131,2642,FHAZ,Camera Full Name,2024-06-25,https://mars.nasa.gov/131.jpg,Curiosity
rp_0132,475,FHAZ,Camera Full Name,2020-08-29,https://mars.nasa.gov/132.jpg,Perseverance
rp_0133,606,CHEMCAM,Camera Full Name,2024-12-06,https://mars.nasa.gov/133.jpg,Curiosity
rp_0134,2770,RHAZ,Camera Full Name,2023-10-12,https://mars.nasa.gov/134.jpg,Perseverance
rp_0135,63,RHAZ,Camera Full Name,2023-10-04,https://mars.nasa.gov/135.jpg,Curiosity
rp_0136,2926,MAST,Camera Full Name,2020-03-21,https://mars.nasa.gov/136.jpg,Perseverance
rp_0137,2990,MAST,Camera Full Name,2021-12-07,https://mars.nasa.gov/137.jpg,Curiosity
rp_0138,911,NAVCAM,Camera Full Name,2025-08-29,https://mars.nasa.gov/138.jpg,Curiosity
rp_0139,1144,RHAZ,Camera Full Name,2021-01-17,https://mars.nasa.gov/139.jpg,Curiosity
rp_0140,11,NAVCAM,Camera Full Name,2023-10-12,https://mars.nasa.gov/140.jpg,Perseverance
rp_0141,938,FHAZ,Camera Full Name,2023-02-02,https://mars.nasa.gov/141.jpg,Perseverance
rp_0142,1186,MAST,Camera Full Name,2026-01-21,https://mars.nasa.gov/142.jpg,Perseverance
rp_0143,1698,MAST,Camera Full Name,2021-04-03,https://mars.nasa.gov/143.jpg,Perseverance
rp_0144,957,NAVCAM,Camera Full Name,2021-06-03,https://mars.nasa.gov/144.jpg,Curiosity
rp_0145,170,RHAZ,Camera Full Name,2025-08-08,https://mars.nasa.gov/145.jpg,Perseverance
rp_0146,343,CHEMCAM,Camera Full Name,2020-01-01,https://mars.nasa.gov/146.jpg,Perseverance
rp_0147,1328,MAST,Camera Full Name,2023-04-08,https://mars.nasa.gov/147.jpg,Perseverance
rp_0148,1692,RHAZ,Camera Full Name,2026-05-07,https://mars.nasa.gov/148.jpg,Perseverance
rp_0149,1473,MAST,Camera Full Name,2022-07-24,https://mars.nasa.gov/149.jpg,Perseverance
