id,name,close_approach_date,absolute_magnitude_h,est_diameter_min_km,est_diameter_max_km,is_potentially_hazardous,miss_distance_km,relative_velocity_kph,orbiting_body
neo_0105,NEO 105,0.2711,4.1806,true,2026-09-01,57691.98,0.173677,https://nasa.gov/neo/105,
neo_0106,NEO 106,0.5866,8.887,true,2026-01-24,24637.69,0.255428,https://nasa.gov/neo/106,
neo_0107,NEO 107,0.7344,4.5432,true,2026-02-28,42263.39,0.106465,https://nasa.gov/neo/107,
neo_0108,NEO 108,0.7657,6.2339,true,2026-04-30,34844.08,0.115233,https://nasa.gov/neo/108,
neo_0109,NEO 109,0.8346,5.7006,false,2026-03-29,36737.18,0.424066,https://nasa.gov/neo/109,
neo_0110,NEO 110,0.6875,7.5022,false,2026-07-27,39523.11,0.258167,https://nasa.gov/neo/110,
neo_0111,NEO 111,0.2528,2.1665,false,2026-01-26,66539.22,0.276661,https://nasa.gov/neo/111,
neo_0112,NEO 112,0.425,0.6919,false,2026-04-22,29164.26,0.279277,https://nasa.gov/neo/112,
neo_0113,NEO 113,0.2046,7.0214,true,2026-03-26,75179.13,0.488094,https://nasa.gov/neo/113,
neo_0114,NEO 114,0.5985,7.15,false,2026-05-31,72646.67,0.486254,https://nasa.gov/neo/114,
neo_0115,NEO 115,0.2946,1.0515,true,2026-04-19,95421.41,0.499101,https://nasa.gov/neo/115,
neo_0116,NEO 116,0.0158,3.0343,false,2026-04-28,57004.0,0.101681,https://nasa.gov/neo/116,
neo_0117,NEO 117,0.3439,3.9744,true,2026-08-30,13206.33,0.387739,https://nasa.gov/neo/117,
neo_0118,NEO 118,0.5482,0.8404,true,2026-07-04,85387.71,0.310216,https://nasa.gov/neo/118,
neo_0119,NEO 119,0.0484,8.7379,false,2026-04-27,90406.47,0.01304,https://nasa.gov/neo/119,
neo_0120,NEO 120,0.7593,3.2533,false,2026-05-17,35051.78,0.080603,https://nasa.gov/neo/120,
neo_0121,NEO 121,0.7784,5.6172,true,2026-06-09,76492.49,0.178895,https://nasa.gov/neo/121,
neo_0122,NEO 122,0.5578,2.3434,true,2026-06-17,44596.87,0.037582,https://nasa.gov/neo/122,
neo_0123,NEO 123,0.4483,9.2086,true,2026-05-06,99978.18,0.133331,https://nasa.gov/neo/123,
neo_0124,NEO 124,0.2043,6.1776,true,2026-08-31,29628.07,0.450691,https://nasa.gov/neo/124,
neo_0125,NEO 125,0.0618,9.2751,true,2026-01-05,53940.64,0.320845,https://nasa.gov/neo/125,
neo_0126,NEO 126,0.5067,4.4049,false,2026-01-26,83899.78,0.246708,https://nasa.gov/neo/126,
neo_0127,NEO 127,0.4476,2.9779,true,2026-04-23,53542.6,0.230221,https://nasa.gov/neo/127,
neo_0128,NEO 128,0.7922,8.3448,true,2026-10-07,45372.13,0.423871,https://nasa.gov/neo/128,
neo_0129,NEO 129,0.3835,2.488,true,2026-04-19,98923.51,0.42054,https://nasa.gov/neo/129,
neo_0130,NEO 130,0.0887,4.618,true,2026-04-28,93512.7,0.097898,https://nasa.gov/neo/130,
neo_0131,NEO 131,0.8801,1.1451,true,2026-03-25,52849.94,0.444923,https://nasa.gov/neo/131,
neo_0132,NEO 132,0.7787,5.6373,false,2026-03-29,28914.07,0.04729,https://nasa.gov/neo/132,
neo_0133,NEO 133,0.4786,7.9802,false,2026-08-30,77886.67,0.472155,https://nasa.gov/neo/133,
neo_0134,NEO 134,0.7532,4.2569,true,2026-04-24,96170.97,0.267386,https://nasa.gov/neo/134,
neo_0135,NEO 135,0.6854,0.9827,false,2026-01-13,16840.97,0.273448,https://nasa.gov/neo/135,
neo_0136,NEO 136,0.9053,3.5085,false,2026-03-26,70662.94,0.316036,https://nasa.gov/neo/136,
neo_0137,NEO 137,0.3167,7.736,false,2026-07-01,29874.13,0.388572,https://nasa.gov/neo/137,
neo_0138,NEO 138,0.6263,2.8834,false,2026-06-19,31594.13,0.484896,https://nasa.gov/neo/138,
neo_0139,NEO 139,0.2897,3.2253,false,2026-06-22,65584.21,0.277075,https://nasa.gov/neo/139,
neo_0140,NEO 140,0.2776,0.2571,true,2026-03-01,31739.81,0.25567,https://nasa.gov/neo/140,
neo_0141,NEO 141,0.4077,7.3046,false,2026-04-07,21322.18,0.322977,https://nasa.gov/neo/141,
neo_0142,NEO 142,0.7693,8.366,false,2026-08-13,56802.35,0.363842,https://nasa.gov/neo/142,
neo_0143,NEO 143,0.483,7.2413,true,2026-07-13,42683.78,0.278552,https://nasa.gov/neo/143,
neo_0144,NEO 144,0.996,1.6318,false,2026-01-12,80253.39,0.155168,https://nasa.gov/neo/144,
neo_0145,NEO 145,0.9919,9.4345,true,2026-04-25,42593.11,0.235059,https://nasa.gov/neo/145,
neo_0146,NEO 146,0.484,8.5744,false,2026-04-04,64685.45,0.262637,https://nasa.gov/neo/146,
neo_0147,NEO 147,0.3415,0.3169,true,2026-06-15,30340.15,0.409511,https://nasa.gov/neo/147,
neo_0148,NEO 148,0.0448,7.3066,false,2026-07-14,92068.16,0.18327,https://nasa.gov/neo/148,
neo_0149,NEO 149,0.8867,7.7174,true,2026-08-17,67752.01,0.331907,https://nasa.gov/neo/149,
