id,name,primary,type,currency_code,currency_name,balance_amount,native_balance_amount,native_currency,created_at,updated_at
cb_acc_ae055358a5,DOGE Wallet,false,wallet,DOGE,DOGE,7.681221,452.56,USD,2024-09-01T20:56:00Z,2026-12-19T09:20:00Z
cb_acc_db91196728,SOL Wallet,false,wallet,SOL,SOL,4.991560,39.26,USD,2024-10-09T18:05:00Z,2026-12-19T09:20:00Z
cb_acc_f5bd1e3404,LTC Wallet,false,wallet,LTC,LTC,9.433446,329.69,USD,2022-04-07T19:33:00Z,2026-12-19T09:20:00Z
cb_acc_a921d65a01,DOGE Wallet,false,wallet,DOGE,DOGE,9.581589,275.96,USD,2023-12-16T10:41:00Z,2026-12-19T09:20:00Z
cb_acc_30b8e37b3d,DOT Wallet,false,wallet,DOT,DOT,3.205423,367.38,USD,2024-03-07T18:14:00Z,2026-12-19T09:20:00Z
cb_acc_347ba4eb55,LINK Wallet,false,wallet,LINK,LINK,6.501739,365.80,USD,2023-05-18T08:09:00Z,2026-12-19T09:20:00Z
cb_acc_2262cb7bf5,LINK Wallet,false,wallet,LINK,LINK,8.052276,239.69,USD,2024-01-27T12:46:00Z,2026-12-19T09:20:00Z
cb_acc_3a3cd55497,DOGE Wallet,false,wallet,DOGE,DOGE,4.801263,236.45,USD,2024-06-28T15:46:00Z,2026-12-19T09:20:00Z
cb_acc_4ee64cbea6,XRP Wallet,false,wallet,XRP,XRP,6.832445,46.24,USD,2023-08-20T22:22:00Z,2026-12-19T09:20:00Z
cb_acc_56d3f83a98,XRP Wallet,false,wallet,XRP,XRP,4.798861,328.34,USD,2023-05-07T07:46:00Z,2026-12-19T09:20:00Z
cb_acc_241dfdda6a,SOL Wallet,false,wallet,SOL,SOL,9.330856,263.43,USD,2023-07-09T10:55:00Z,2026-12-19T09:20:00Z
cb_acc_d0e72a17c8,ATOM Wallet,false,wallet,ATOM,ATOM,4.179111,50.49,USD,2023-08-14T20:31:00Z,2026-12-19T09:20:00Z
cb_acc_1332daec81,DOT Wallet,false,wallet,DOT,DOT,4.427332,269.78,USD,2024-02-12T11:39:00Z,2026-12-19T09:20:00Z
cb_acc_a03a803c10,LINK Wallet,false,wallet,LINK,LINK,5.628388,11.48,USD,2022-05-12T16:09:00Z,2026-12-19T09:20:00Z
cb_acc_bfed25f9de,ATOM Wallet,false,wallet,ATOM,ATOM,4.890810,352.25,USD,2022-11-07T13:58:00Z,2026-12-19T09:20:00Z
cb_acc_6c5489f916,XLM Wallet,false,wallet,XLM,XLM,8.844076,118.58,USD,2023-10-31T20:38:00Z,2026-12-19T09:20:00Z
cb_acc_59dbc01971,MATIC Wallet,false,wallet,MATIC,MATIC,5.584749,345.26,USD,2024-01-16T14:09:00Z,2026-12-19T09:20:00Z
cb_acc_e7402513dc,ADA Wallet,false,wallet,ADA,ADA,0.218066,142.61,USD,2024-12-20T08:26:00Z,2026-12-19T09:20:00Z
cb_acc_26a8d0dc5a,AVAX Wallet,false,wallet,AVAX,AVAX,3.927754,362.92,USD,2023-01-11T21:52:00Z,2026-12-19T09:20:00Z
cb_acc_6a595ab5f6,BCH Wallet,false,wallet,BCH,BCH,2.200552,306.23,USD,2023-03-18T14:35:00Z,2026-12-19T09:20:00Z
cb_acc_11ccff805d,SOL Wallet,false,wallet,SOL,SOL,5.121668,13.45,USD,2024-10-28T14:04:00Z,2026-12-19T09:20:00Z
cb_acc_53471fd234,AVAX Wallet,false,wallet,AVAX,AVAX,6.552895,382.82,USD,2023-05-10T15:20:00Z,2026-12-19T09:20:00Z
cb_acc_949bb49626,LTC Wallet,false,wallet,LTC,LTC,1.434641,285.82,USD,2024-10-12T17:16:00Z,2026-12-19T09:20:00Z
cb_acc_918795e044,DOGE Wallet,false,wallet,DOGE,DOGE,1.665455,265.63,USD,2024-04-04T14:37:00Z,2026-12-19T09:20:00Z
cb_acc_1743f3c0ca,LINK Wallet,false,wallet,LINK,LINK,1.727970,36.83,USD,2022-04-21T15:09:00Z,2026-12-19T09:20:00Z
cb_acc_a1ee765b37,BCH Wallet,false,wallet,BCH,BCH,0.115990,494.58,USD,2023-05-13T06:50:00Z,2026-12-19T09:20:00Z
cb_acc_5e8eedcab7,SOL Wallet,false,wallet,SOL,SOL,5.798137,183.34,USD,2022-10-30T18:59:00Z,2026-12-19T09:20:00Z
cb_acc_0f23489c95,AVAX Wallet,false,wallet,AVAX,AVAX,8.680632,18.57,USD,2023-07-04T13:50:00Z,2026-12-19T09:20:00Z
cb_acc_1b31fb83e2,XLM Wallet,false,wallet,XLM,XLM,5.190669,499.88,USD,2022-10-17T20:15:00Z,2026-12-19T09:20:00Z
cb_acc_77b0174d3f,DOGE Wallet,false,wallet,DOGE,DOGE,5.489338,378.52,USD,2024-08-09T08:20:00Z,2026-12-19T09:20:00Z
cb_acc_98a08c713b,SOL Wallet,false,wallet,SOL,SOL,3.866180,276.17,USD,2024-02-27T10:00:00Z,2026-12-19T09:20:00Z
cb_acc_4b497f468d,DOT Wallet,false,wallet,DOT,DOT,7.731437,227.31,USD,2022-07-12T22:45:00Z,2026-12-19T09:20:00Z
cb_acc_aa842d2614,BCH Wallet,false,wallet,BCH,BCH,7.199883,53.63,USD,2022-05-18T09:52:00Z,2026-12-19T09:20:00Z
cb_acc_ae73104d24,XRP Wallet,false,wallet,XRP,XRP,3.222285,491.29,USD,2022-07-05T20:56:00Z,2026-12-19T09:20:00Z
cb_acc_64697c7fb0,DOGE Wallet,false,wallet,DOGE,DOGE,5.029990,380.56,USD,2024-09-25T21:38:00Z,2026-12-19T09:20:00Z
cb_acc_fc8d825f1b,XLM Wallet,false,wallet,XLM,XLM,2.715771,120.01,USD,2022-09-27T14:27:00Z,2026-12-19T09:20:00Z
cb_acc_39bbefc389,ALGO Wallet,false,wallet,ALGO,ALGO,1.775995,49.55,USD,2022-06-24T08:15:00Z,2026-12-19T09:20:00Z
cb_acc_a36b356d68,ATOM Wallet,false,wallet,ATOM,ATOM,1.047691,182.73,USD,2023-01-28T20:27:00Z,2026-12-19T09:20:00Z
cb_acc_fcd57a96be,XRP Wallet,false,wallet,XRP,XRP,1.748613,467.49,USD,2023-09-09T08:49:00Z,2026-12-19T09:20:00Z
cb_acc_dc700823e2,BCH Wallet,false,wallet,BCH,BCH,0.549146,301.04,USD,2024-12-19T15:00:00Z,2026-12-19T09:20:00Z
cb_acc_663816ef43,XLM Wallet,false,wallet,XLM,XLM,8.185001,389.30,USD,2024-08-14T10:25:00Z,2026-12-19T09:20:00Z
cb_acc_e0cea3285d,XLM Wallet,false,wallet,XLM,XLM,9.788813,471.36,USD,2023-05-18T19:15:00Z,2026-12-19T09:20:00Z
cb_acc_34205df16b,BCH Wallet,false,wallet,BCH,BCH,0.132966,225.79,USD,2022-09-02T22:32:00Z,2026-12-19T09:20:00Z
cb_acc_cb3d6c734c,AVAX Wallet,false,wallet,AVAX,AVAX,0.507594,80.87,USD,2024-09-08T15:58:00Z,2026-12-19T09:20:00Z
cb_acc_32d7d118bb,MATIC Wallet,false,wallet,MATIC,MATIC,8.196529,117.93,USD,2023-11-12T21:22:00Z,2026-12-19T09:20:00Z
cb_acc_6cec2b4632,DOT Wallet,false,wallet,DOT,DOT,8.836016,437.15,USD,2024-05-31T22:52:00Z,2026-12-19T09:20:00Z
cb_acc_629598da9c,LINK Wallet,false,wallet,LINK,LINK,2.623268,243.95,USD,2022-04-03T15:46:00Z,2026-12-19T09:20:00Z
cb_acc_c9db8cdcc1,BCH Wallet,false,wallet,BCH,BCH,3.190346,351.87,USD,2023-01-05T07:17:00Z,2026-12-19T09:20:00Z
cb_acc_7b389cc487,DOGE Wallet,false,wallet,DOGE,DOGE,0.146023,472.81,USD,2022-03-28T16:47:00Z,2026-12-19T09:20:00Z
cb_acc_bb9d989023,SOL Wallet,false,wallet,SOL,SOL,5.357122,63.86,USD,2024-03-19T09:52:00Z,2026-12-19T09:20:00Z
cb_acc_831d3ad332,ATOM Wallet,false,wallet,ATOM,ATOM,7.556983,333.12,USD,2024-02-23T20:50:00Z,2026-12-19T09:20:00Z
cb_acc_d50507c95c,ATOM Wallet,false,wallet,ATOM,ATOM,9.260892,258.21,USD,2024-01-10T06:12:00Z,2026-12-19T09:20:00Z
cb_acc_edc4da38b9,ALGO Wallet,false,wallet,ALGO,ALGO,0.640461,275.59,USD,2022-09-14T08:17:00Z,2026-12-19T09:20:00Z
cb_acc_9a789f2fb7,ADA Wallet,false,wallet,ADA,ADA,4.098167,115.21,USD,2023-12-01T21:14:00Z,2026-12-19T09:20:00Z
cb_acc_745c3e73f3,SOL Wallet,false,wallet,SOL,SOL,9.027825,80.76,USD,2022-02-06T07:05:00Z,2026-12-19T09:20:00Z
cb_acc_be1faebe48,ALGO Wallet,false,wallet,ALGO,ALGO,6.877071,352.50,USD,2022-01-25T07:27:00Z,2026-12-19T09:20:00Z
cb_acc_2b81875aa0,DOT Wallet,false,wallet,DOT,DOT,8.739215,196.68,USD,2022-02-14T11:49:00Z,2026-12-19T09:20:00Z
cb_acc_1d38ddbf48,XLM Wallet,false,wallet,XLM,XLM,5.549753,208.14,USD,2024-05-05T06:02:00Z,2026-12-19T09:20:00Z
cb_acc_4191f274e0,LTC Wallet,false,wallet,LTC,LTC,1.028072,139.04,USD,2024-02-10T13:26:00Z,2026-12-19T09:20:00Z
cb_acc_a5760eb875,LTC Wallet,false,wallet,LTC,LTC,8.848176,332.12,USD,2023-09-06T15:57:00Z,2026-12-19T09:20:00Z
cb_acc_8ff024238d,DOGE Wallet,false,wallet,DOGE,DOGE,8.245887,306.64,USD,2023-02-06T08:21:00Z,2026-12-19T09:20:00Z
cb_acc_3639f0a5e5,AVAX Wallet,false,wallet,AVAX,AVAX,3.981662,483.80,USD,2022-03-12T13:05:00Z,2026-12-19T09:20:00Z
cb_acc_7e5819a879,LTC Wallet,false,wallet,LTC,LTC,6.974099,141.81,USD,2024-05-10T06:40:00Z,2026-12-19T09:20:00Z
cb_acc_ad59e72b1d,ATOM Wallet,false,wallet,ATOM,ATOM,6.689441,383.54,USD,2022-12-02T10:09:00Z,2026-12-19T09:20:00Z
cb_acc_1e0fa98d0b,XRP Wallet,false,wallet,XRP,XRP,9.788909,253.58,USD,2023-11-29T22:34:00Z,2026-12-19T09:20:00Z
cb_acc_20f9a0bbc6,XLM Wallet,false,wallet,XLM,XLM,5.955743,100.88,USD,2024-04-05T12:01:00Z,2026-12-19T09:20:00Z
cb_acc_deb5180d03,LINK Wallet,false,wallet,LINK,LINK,8.965140,192.12,USD,2024-06-11T17:59:00Z,2026-12-19T09:20:00Z
cb_acc_6238a3b4a1,XLM Wallet,false,wallet,XLM,XLM,2.903289,314.31,USD,2023-09-29T11:11:00Z,2026-12-19T09:20:00Z
cb_acc_8360151b70,LTC Wallet,false,wallet,LTC,LTC,6.394341,356.07,USD,2022-10-13T08:48:00Z,2026-12-19T09:20:00Z
cb_acc_a32b6fae2a,ALGO Wallet,false,wallet,ALGO,ALGO,9.695747,179.51,USD,2022-11-19T09:04:00Z,2026-12-19T09:20:00Z
cb_acc_4b2fc8d911,ADA Wallet,false,wallet,ADA,ADA,5.692658,28.28,USD,2023-02-02T17:36:00Z,2026-12-19T09:20:00Z
cb_acc_a2802f7a27,ADA Wallet,false,wallet,ADA,ADA,8.995634,306.22,USD,2023-12-17T22:17:00Z,2026-12-19T09:20:00Z
cb_acc_3c4333ccef,DOGE Wallet,false,wallet,DOGE,DOGE,0.544823,88.49,USD,2024-07-19T06:38:00Z,2026-12-19T09:20:00Z
cb_acc_3e5acef46d,LTC Wallet,false,wallet,LTC,LTC,4.187734,61.13,USD,2023-01-03T16:31:00Z,2026-12-19T09:20:00Z
cb_acc_f608e7258a,LTC Wallet,false,wallet,LTC,LTC,2.781539,201.60,USD,2023-12-30T11:44:00Z,2026-12-19T09:20:00Z
cb_acc_79af4187f8,XLM Wallet,false,wallet,XLM,XLM,2.849826,110.45,USD,2022-10-05T16:17:00Z,2026-12-19T09:20:00Z
cb_acc_55c21b2944,XLM Wallet,false,wallet,XLM,XLM,7.583700,85.80,USD,2024-04-03T20:10:00Z,2026-12-19T09:20:00Z
cb_acc_8588cc90b7,XLM Wallet,false,wallet,XLM,XLM,5.594989,301.77,USD,2023-11-30T13:38:00Z,2026-12-19T09:20:00Z
cb_acc_21b40dce34,ATOM Wallet,false,wallet,ATOM,ATOM,5.604550,124.67,USD,2022-07-25T06:04:00Z,2026-12-19T09:20:00Z
cb_acc_78e940fd46,ALGO Wallet,false,wallet,ALGO,ALGO,0.854382,145.88,USD,2024-10-06T18:39:00Z,2026-12-19T09:20:00Z
cb_acc_5c1d844711,BCH Wallet,false,wallet,BCH,BCH,9.981908,144.30,USD,2022-06-01T10:47:00Z,2026-12-19T09:20:00Z
cb_acc_4d0d076824,ADA Wallet,false,wallet,ADA,ADA,3.087603,124.13,USD,2022-11-10T08:00:00Z,2026-12-19T09:20:00Z
cb_acc_70ed1365a7,MATIC Wallet,false,wallet,MATIC,MATIC,9.741464,430.56,USD,2024-10-16T09:13:00Z,2026-12-19T09:20:00Z
cb_acc_18b45b23d3,ATOM Wallet,false,wallet,ATOM,ATOM,0.633161,24.83,USD,2023-05-30T18:47:00Z,2026-12-19T09:20:00Z
cb_acc_31f813dd92,BCH Wallet,false,wallet,BCH,BCH,9.054306,11.83,USD,2022-07-13T22:24:00Z,2026-12-19T09:20:00Z
cb_acc_babbfb4fb4,AVAX Wallet,false,wallet,AVAX,AVAX,6.055716,490.43,USD,2022-09-28T20:38:00Z,2026-12-19T09:20:00Z
cb_acc_fbbdb092a9,ADA Wallet,false,wallet,ADA,ADA,0.071442,95.17,USD,2024-02-21T21:49:00Z,2026-12-19T09:20:00Z
cb_acc_68d5ff2566,ATOM Wallet,false,wallet,ATOM,ATOM,4.825208,441.87,USD,2022-03-28T20:11:00Z,2026-12-19T09:20:00Z
cb_acc_817aeec0ac,XRP Wallet,false,wallet,XRP,XRP,6.448949,316.74,USD,2023-03-04T08:14:00Z,2026-12-19T09:20:00Z
cb_acc_b9f5ea6789,DOGE Wallet,false,wallet,DOGE,DOGE,5.977172,11.86,USD,2024-10-02T20:18:00Z,2026-12-19T09:20:00Z
cb_acc_57b7b069a0,ADA Wallet,false,wallet,ADA,ADA,4.985821,139.95,USD,2023-12-17T13:20:00Z,2026-12-19T09:20:00Z
cb_acc_49f53c638f,MATIC Wallet,false,wallet,MATIC,MATIC,5.476852,63.85,USD,2022-09-04T20:18:00Z,2026-12-19T09:20:00Z
cb_acc_72ec3cee51,MATIC Wallet,false,wallet,MATIC,MATIC,2.532610,83.47,USD,2023-07-14T15:31:00Z,2026-12-19T09:20:00Z
cb_acc_f12ddf6e53,LTC Wallet,false,wallet,LTC,LTC,4.773875,421.93,USD,2023-08-31T15:21:00Z,2026-12-19T09:20:00Z
cb_acc_b84d3375cc,BCH Wallet,false,wallet,BCH,BCH,3.209511,105.97,USD,2022-05-15T20:08:00Z,2026-12-19T09:20:00Z
cb_acc_e3637b1f03,LTC Wallet,false,wallet,LTC,LTC,2.216865,392.07,USD,2023-12-21T16:51:00Z,2026-12-19T09:20:00Z
cb_acc_12efbfd824,SOL Wallet,false,wallet,SOL,SOL,4.071050,410.40,USD,2022-04-19T20:02:00Z,2026-12-19T09:20:00Z
cb_acc_5ff27f27d0,SOL Wallet,false,wallet,SOL,SOL,1.098774,159.19,USD,2023-03-08T17:32:00Z,2026-12-19T09:20:00Z
cb_acc_9bfaece573,AVAX Wallet,false,wallet,AVAX,AVAX,3.132095,342.53,USD,2023-01-24T07:27:00Z,2026-12-19T09:20:00Z
cb_acc_b0261657eb,DOGE Wallet,false,wallet,DOGE,DOGE,2.929612,132.21,USD,2023-09-08T06:26:00Z,2026-12-19T09:20:00Z
cb_acc_0551e3945d,SOL Wallet,false,wallet,SOL,SOL,9.655261,313.58,USD,2024-09-19T08:51:00Z,2026-12-19T09:20:00Z
cb_acc_35d4954d25,BCH Wallet,false,wallet,BCH,BCH,9.502970,348.13,USD,2022-10-03T08:39:00Z,2026-12-19T09:20:00Z
cb_acc_df8b4c3dc6,ATOM Wallet,false,wallet,ATOM,ATOM,1.995191,180.01,USD,2023-12-03T09:06:00Z,2026-12-19T09:20:00Z
cb_acc_d90f30736c,DOGE Wallet,false,wallet,DOGE,DOGE,6.075802,103.32,USD,2023-07-18T13:34:00Z,2026-12-19T09:20:00Z
cb_acc_8cf7f9cce7,AVAX Wallet,false,wallet,AVAX,AVAX,1.518473,23.52,USD,2023-07-25T13:54:00Z,2026-12-19T09:20:00Z
cb_acc_17cfdd9ea1,LINK Wallet,false,wallet,LINK,LINK,8.034561,280.24,USD,2023-05-06T11:37:00Z,2026-12-19T09:20:00Z
cb_acc_2bcef0c6b3,BCH Wallet,false,wallet,BCH,BCH,0.447398,156.49,USD,2022-09-23T15:11:00Z,2026-12-19T09:20:00Z
cb_acc_04ec6bfe2f,BCH Wallet,false,wallet,BCH,BCH,7.647841,24.79,USD,2023-03-19T22:03:00Z,2026-12-19T09:20:00Z
cb_acc_dcf4f2cff1,BCH Wallet,false,wallet,BCH,BCH,6.618862,141.55,USD,2022-04-10T14:36:00Z,2026-12-19T09:20:00Z
cb_acc_b772ab7ff8,DOT Wallet,false,wallet,DOT,DOT,1.052936,484.81,USD,2024-05-02T09:08:00Z,2026-12-19T09:20:00Z
cb_acc_8f46cc1e72,MATIC Wallet,false,wallet,MATIC,MATIC,4.407077,475.38,USD,2022-08-04T10:37:00Z,2026-12-19T09:20:00Z
cb_acc_1c719a84c0,XLM Wallet,false,wallet,XLM,XLM,0.245087,472.48,USD,2024-07-21T12:00:00Z,2026-12-19T09:20:00Z
cb_acc_71d1abdda6,ADA Wallet,false,wallet,ADA,ADA,1.210393,58.27,USD,2024-03-27T19:44:00Z,2026-12-19T09:20:00Z
cb_acc_1209422ea6,ADA Wallet,false,wallet,ADA,ADA,7.917733,391.56,USD,2023-02-25T19:08:00Z,2026-12-19T09:20:00Z
cb_acc_793eabf2b2,XRP Wallet,false,wallet,XRP,XRP,0.096067,175.89,USD,2023-09-13T15:21:00Z,2026-12-19T09:20:00Z
cb_acc_ea8b3f7165,DOT Wallet,false,wallet,DOT,DOT,5.418051,182.32,USD,2023-01-25T10:58:00Z,2026-12-19T09:20:00Z
cb_acc_401321a6df,DOT Wallet,false,wallet,DOT,DOT,6.199560,289.60,USD,2022-11-16T12:08:00Z,2026-12-19T09:20:00Z
cb_acc_3532cd3eb0,BCH Wallet,false,wallet,BCH,BCH,1.849609,457.61,USD,2022-04-02T10:17:00Z,2026-12-19T09:20:00Z
cb_acc_1738d8b4f1,DOT Wallet,false,wallet,DOT,DOT,6.909049,421.82,USD,2023-01-29T07:06:00Z,2026-12-19T09:20:00Z
cb_acc_107e616bc4,SOL Wallet,false,wallet,SOL,SOL,6.497233,239.08,USD,2024-07-01T18:23:00Z,2026-12-19T09:20:00Z
cb_acc_1f36b732c2,SOL Wallet,false,wallet,SOL,SOL,4.516406,485.71,USD,2022-10-29T17:34:00Z,2026-12-19T09:20:00Z
cb_acc_484e319aac,AVAX Wallet,false,wallet,AVAX,AVAX,0.819763,390.27,USD,2023-01-24T22:21:00Z,2026-12-19T09:20:00Z
cb_acc_f7885998ac,ADA Wallet,false,wallet,ADA,ADA,9.721931,327.58,USD,2024-11-15T17:15:00Z,2026-12-19T09:20:00Z
cb_acc_7c49d11983,DOT Wallet,false,wallet,DOT,DOT,5.431512,47.38,USD,2024-09-25T09:23:00Z,2026-12-19T09:20:00Z
cb_acc_ab401890a5,SOL Wallet,false,wallet,SOL,SOL,0.617897,157.82,USD,2022-10-01T12:11:00Z,2026-12-19T09:20:00Z
cb_acc_07ad93d8bd,ATOM Wallet,false,wallet,ATOM,ATOM,6.164581,377.36,USD,2023-02-22T15:15:00Z,2026-12-19T09:20:00Z
