page_id,property_name,property_type,value
np_0269,priority,text,229
np_0270,status,text,273
np_0271,priority,select,585
np_0272,category,select,540
np_0273,amount,select,677
np_0274,priority,text,465
np_0275,category,number,864
np_0276,amount,text,37
np_0277,priority,select,192
np_0278,status,text,557
np_0279,status,number,277
np_0280,category,text,644
np_0281,status,text,771
np_0282,priority,number,15
np_0283,priority,number,651
np_0284,status,select,833
np_0285,status,text,173
np_0286,status,text,381
np_0287,amount,text,206
np_0288,priority,number,769
np_0289,category,select,197
np_0290,category,select,66
np_0291,category,number,6
np_0292,priority,number,849
np_0293,category,text,912
np_0294,category,select,551
np_0295,category,number,117
np_0296,status,select,666
np_0297,status,select,369
np_0298,status,text,164
np_0299,priority,text,553
np_0300,category,number,946
np_0301,status,select,637
np_0302,status,select,91
np_0303,status,text,169
np_0304,amount,select,877
np_0305,status,select,42
np_0306,status,select,372
np_0307,status,number,671
np_0308,priority,number,64
np_0309,status,text,607
np_0310,category,text,168
np_0311,category,select,154
np_0312,status,number,486
np_0313,priority,number,171
np_0314,status,number,721
np_0315,priority,select,48
np_0316,category,text,97
np_0317,amount,text,480
np_0318,priority,text,453
np_0319,category,number,655
np_0320,priority,text,93
np_0321,status,number,51
np_0322,status,select,11
np_0323,amount,text,671
np_0324,category,select,972
np_0325,priority,select,84
np_0326,amount,text,918
np_0327,priority,number,997
np_0328,amount,number,413
np_0329,amount,text,169
np_0330,priority,number,61
np_0331,priority,number,444
np_0332,priority,number,504
np_0333,priority,select,273
np_0334,priority,select,142
np_0335,category,text,410
np_0336,amount,text,466
np_0337,priority,select,163
np_0338,amount,select,241
np_0339,amount,text,291
np_0340,amount,select,301
np_0341,category,select,619
np_0342,category,text,279
np_0343,priority,text,789
np_0344,category,number,921
np_0345,status,select,327
np_0346,amount,text,655
np_0347,amount,select,593
np_0348,category,select,822
np_0349,status,number,210
np_0350,status,number,717
np_0351,priority,number,62
np_0352,status,number,923
np_0353,priority,number,346
np_0354,category,select,413
np_0355,amount,number,142
np_0356,amount,select,940
np_0357,status,select,233
np_0358,amount,select,364
np_0359,category,select,713
np_0360,amount,text,675
np_0361,category,number,559
np_0362,status,select,158
np_0363,status,text,154
np_0364,amount,select,31
np_0365,status,number,518
np_0366,amount,select,729
np_0367,category,select,875
np_0368,status,number,493
np_0369,status,select,441
np_0370,status,text,602
np_0371,priority,select,347
np_0372,amount,text,411
np_0373,status,number,49
np_0374,status,number,765
np_0375,priority,number,35
np_0376,priority,text,772
np_0377,priority,text,60
np_0378,category,text,560
np_0379,status,number,955
np_0380,category,select,544
np_0381,amount,select,143
np_0382,priority,number,873
np_0383,amount,text,635
np_0384,priority,text,870
np_0385,amount,text,984
np_0386,priority,select,750
np_0387,priority,select,289
np_0388,status,number,897
np_0389,priority,number,369
np_0390,status,number,582
np_0391,status,text,938
np_0392,priority,select,11
np_0393,priority,select,596
np_0394,status,number,960
np_0395,priority,number,610
np_0396,status,text,896
np_0397,amount,number,673
np_0398,status,select,343
np_0399,amount,number,842
np_0400,category,text,541
np_0401,priority,text,518
np_0402,amount,text,790
np_0403,status,select,859
np_0404,amount,number,770
np_0405,priority,text,261
np_0406,priority,number,301
np_0407,category,select,849
np_0408,priority,text,511
np_0409,category,select,961
np_0410,amount,text,76
np_0411,status,select,197
np_0412,priority,number,708
np_0413,amount,select,141
np_0414,priority,select,372
np_0415,priority,number,89
np_0416,priority,text,458
np_0417,category,number,57
np_0418,amount,text,886
np_0419,priority,text,282
np_0420,status,text,865
np_0421,priority,select,350
np_0422,status,text,754
np_0423,priority,select,632
np_0424,status,select,491
np_0425,status,select,266
np_0426,amount,select,868
np_0427,amount,number,28
np_0428,amount,select,68
np_0429,category,text,917
np_0430,priority,text,965
np_0431,category,number,645
np_0432,category,number,666
np_0433,status,text,637
np_0434,priority,text,618
np_0435,priority,number,682
np_0436,priority,text,343
np_0437,amount,select,195
np_0438,amount,select,891
np_0439,category,text,618
np_0440,amount,number,890
np_0441,amount,number,565
np_0442,amount,select,980
np_0443,status,number,422
np_0444,category,text,775
np_0445,amount,number,567
np_0446,status,text,51
np_0447,priority,select,90
np_0448,amount,number,656
np_0449,category,select,852
np_0450,amount,select,392
np_0451,category,text,141
np_0452,status,text,795
np_0453,status,text,945
np_0454,amount,number,656
np_0455,status,number,459
np_0456,category,text,994
np_0457,category,number,802
np_0458,category,select,929
np_0459,category,select,672
np_0460,status,select,536
np_0461,amount,text,630
np_0462,priority,text,769
np_0463,category,number,484
np_0464,priority,number,455
np_0465,category,number,879
np_0466,amount,text,926
np_0467,status,number,314
np_0468,category,select,662
np_0469,amount,number,403
np_0470,priority,text,67
np_0471,status,number,791
np_0472,amount,number,355
np_0473,amount,text,296
np_0474,amount,select,997
np_0475,category,number,383
np_0476,amount,text,363
np_0477,category,text,504
np_0478,category,select,689
np_0479,amount,number,560
np_0480,priority,text,940
np_0481,category,number,491
np_0482,status,text,903
np_0483,status,number,565
np_0484,category,text,140
np_0485,amount,number,27
np_0486,category,text,673
np_0487,category,number,380
np_0488,category,select,869
np_0489,status,number,771
np_0490,status,select,767
np_0491,status,text,902
np_0492,amount,number,25
np_0493,category,select,974
np_0494,amount,select,143
np_0495,amount,number,142
np_0496,category,text,982
np_0497,category,text,801
np_0498,status,text,586
np_0499,priority,number,225
np_0500,status,number,234
np_0501,category,text,150
np_0502,category,number,799
np_0503,status,number,735
np_0504,priority,select,928
np_0505,status,select,298
np_0506,amount,text,271
np_0507,priority,select,280
np_0508,priority,select,646
np_0509,amount,number,627
np_0510,status,text,987
np_0511,status,select,414
np_0512,amount,select,890
np_0513,category,number,754
np_0514,amount,number,528
np_0515,amount,number,626
np_0516,status,number,165
np_0517,category,number,71
np_0518,amount,number,330
np_0519,amount,number,242
np_0520,status,number,810
np_0521,status,number,548
np_0522,amount,text,625
np_0523,amount,select,293
np_0524,amount,number,204
np_0525,category,select,158
np_0526,category,text,864
np_0527,category,text,659
np_0528,amount,text,894
np_0529,priority,text,549
np_0530,category,number,832
np_0531,amount,number,360
np_0532,category,select,168
np_0533,status,text,782
np_0534,status,number,917
np_0535,category,text,901
np_0536,status,number,431
np_0537,priority,number,311
np_0538,status,number,82
np_0539,category,text,357
np_0540,priority,select,804
np_0541,priority,number,266
np_0542,status,select,422
np_0543,category,text,451
np_0544,status,select,270
np_0545,priority,number,524
np_0546,category,select,309
np_0547,amount,number,109
np_0548,status,number,183
np_0549,category,text,23
np_0550,amount,text,415
np_0551,amount,number,343
np_0552,category,number,55
np_0553,amount,number,949
np_0554,status,number,341
np_0555,amount,number,815
np_0556,priority,text,469
np_0557,status,number,762
np_0558,status,text,703
np_0559,status,select,732
np_0560,priority,select,339
np_0561,amount,text,537
np_0562,category,text,799
np_0563,priority,number,891
np_0564,priority,number,777
np_0565,amount,select,660
np_0566,amount,select,660
np_0567,category,number,173
np_0568,amount,number,922
np_0569,amount,number,456
np_0570,priority,number,288
np_0571,category,text,987
np_0572,priority,select,170
np_0573,priority,number,88
np_0574,amount,select,115
np_0575,category,select,163
np_0576,amount,select,845
np_0577,amount,text,733
np_0578,status,text,368
np_0579,amount,select,485
np_0580,amount,number,645
np_0581,category,select,57
np_0582,status,select,308
np_0583,status,select,867
np_0584,status,text,69
np_0585,status,number,35
np_0586,category,select,582
np_0587,status,number,308
np_0588,category,number,662
np_0589,status,select,237
np_0590,priority,text,149
np_0591,priority,number,690
np_0592,category,select,440
np_0593,category,text,287
np_0594,priority,text,433
np_0595,category,text,427
np_0596,priority,select,25
np_0597,status,select,912
np_0598,amount,number,220
np_0599,amount,select,899
np_0600,priority,text,436
np_0601,status,select,926
np_0602,amount,number,963
np_0603,category,text,863
np_0604,priority,text,620
np_0605,priority,select,684
np_0606,category,text,360
np_0607,status,text,700
np_0608,category,select,898
np_0609,amount,number,307
np_0610,priority,select,378
np_0611,status,number,653
np_0612,amount,select,128
np_0613,amount,number,210
np_0614,amount,number,964
np_0615,amount,select,350
np_0616,category,select,142
np_0617,status,number,542
np_0618,category,text,253
np_0619,priority,text,418
np_0620,amount,text,353
np_0621,status,number,406
np_0622,amount,select,580
np_0623,status,number,273
np_0624,category,select,974
np_0625,priority,text,910
np_0626,category,select,867
np_0627,status,number,720
np_0628,amount,number,106
np_0629,status,text,767
np_food_cost_target,food_cost_target_percentage,number,32
np_alt19_lease,monthly_lease_amount,number,6500
