food_id,food_name,brand,serving_size,serving_unit,calories,total_fat_g,saturated_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,dietary_fiber_g,sugars_g,protein_g,potassium_mg,is_verified
58,Food 58,,1 serving,g,537,18,7,45,552,79,9,20,4,100,True
59,Food 59,,1 serving,g,328,20,8,13,522,17,7,14,24,567,False
60,Food 60,,1 serving,g,274,31,14,9,1258,40,2,9,29,211,True
61,Food 61,,1 serving,g,632,16,1,50,1095,74,9,21,12,152,True
62,Food 62,,1 serving,g,412,15,2,98,333,45,5,6,25,602,True
63,Food 63,,1 serving,g,302,15,5,45,1272,73,5,7,29,142,True
64,Food 64,,1 serving,g,308,33,14,0,1034,66,9,30,32,79,True
65,Food 65,,1 serving,g,738,6,10,4,1195,20,6,20,21,670,False
66,Food 66,,1 serving,g,280,35,15,15,791,78,6,0,30,176,False
67,Food 67,,1 serving,g,697,36,1,59,200,75,5,14,33,790,True
68,Food 68,,1 serving,g,279,34,8,86,759,40,2,16,35,274,True
69,Food 69,,1 serving,g,436,22,6,65,48,54,1,18,20,707,True
70,Food 70,,1 serving,g,540,35,0,11,430,59,5,0,16,678,True
71,Food 71,,1 serving,g,646,32,13,32,768,61,10,16,21,797,False
72,Food 72,,1 serving,g,321,31,4,52,904,67,5,9,39,123,True
73,Food 73,,1 serving,g,575,30,9,4,18,77,1,23,36,106,False
74,Food 74,,1 serving,g,489,11,1,22,782,43,3,13,8,633,False
75,Food 75,,1 serving,g,511,35,4,11,1333,24,2,27,38,339,True
76,Food 76,,1 serving,g,465,29,2,70,271,66,3,5,22,794,True
77,Food 77,,1 serving,g,689,33,5,11,305,13,9,26,22,204,True
78,Food 78,,1 serving,g,734,20,7,59,640,76,2,13,39,702,False
79,Food 79,,1 serving,g,422,23,1,89,189,33,3,12,15,537,False
80,Food 80,,1 serving,g,685,39,7,31,1424,41,3,16,27,389,True
81,Food 81,,1 serving,g,240,17,13,37,363,76,5,25,22,601,True
82,Food 82,,1 serving,g,492,38,12,9,1422,59,3,4,27,735,True
83,Food 83,,1 serving,g,91,12,13,70,1325,58,7,19,33,341,False
84,Food 84,,1 serving,g,337,12,10,23,887,29,10,4,40,180,False
85,Food 85,,1 serving,g,223,19,5,30,1171,76,10,1,38,151,False
86,Food 86,,1 serving,g,293,26,2,39,1378,44,3,9,17,179,True
87,Food 87,,1 serving,g,116,18,8,32,879,18,5,8,17,647,True
88,Food 88,,1 serving,g,419,7,10,29,28,19,8,9,30,337,False
89,Food 89,,1 serving,g,333,4,9,65,525,59,2,5,38,234,True
90,Food 90,,1 serving,g,537,3,15,52,140,51,10,18,40,217,True
91,Food 91,,1 serving,g,225,28,9,15,1006,26,10,29,26,93,True
92,Food 92,,1 serving,g,797,19,3,24,911,72,8,18,21,359,True
93,Food 93,,1 serving,g,159,12,0,73,921,41,9,1,5,670,False
94,Food 94,,1 serving,g,521,14,14,53,1064,41,2,16,13,290,False
95,Food 95,,1 serving,g,95,18,12,23,1330,39,0,17,7,346,True
96,Food 96,,1 serving,g,745,24,12,66,902,19,5,4,15,770,True
97,Food 97,,1 serving,g,277,20,14,50,962,48,2,24,26,730,False
98,Food 98,,1 serving,g,693,15,0,7,755,45,9,11,11,699,False
99,Food 99,,1 serving,g,747,23,11,21,1027,35,7,23,11,711,False
100,Food 100,,1 serving,g,487,6,14,47,185,11,9,13,23,285,True
101,Food 101,,1 serving,g,175,5,12,43,1037,69,7,22,14,166,True
102,Food 102,,1 serving,g,239,38,5,49,1311,55,7,11,5,714,False
103,Food 103,,1 serving,g,595,5,1,89,809,20,0,0,25,232,False
104,Food 104,,1 serving,g,521,33,15,6,1331,65,4,26,16,511,False
105,Food 105,,1 serving,g,358,26,1,27,86,38,1,0,32,669,False
106,Food 106,,1 serving,g,76,21,4,22,189,10,8,6,18,241,True
107,Food 107,,1 serving,g,749,17,4,18,216,40,5,13,9,246,False
108,Food 108,,1 serving,g,126,40,12,39,368,67,10,26,33,144,True
109,Food 109,,1 serving,g,226,1,2,88,629,5,8,20,2,329,False
110,Food 110,,1 serving,g,68,31,1,22,102,20,0,27,20,70,True
111,Food 111,,1 serving,g,226,39,3,29,1469,29,6,18,37,685,False
112,Food 112,,1 serving,g,215,29,8,16,679,23,3,3,6,520,True
113,Food 113,,1 serving,g,439,40,15,11,808,59,4,0,31,91,False
114,Food 114,,1 serving,g,63,38,12,36,1249,78,1,13,25,723,True
115,Food 115,,1 serving,g,353,40,11,44,53,20,5,17,2,489,False
116,Food 116,,1 serving,g,573,40,0,44,511,48,6,5,17,429,False
117,Food 117,,1 serving,g,232,23,6,71,179,15,9,3,4,304,False
118,Food 118,,1 serving,g,216,15,14,46,731,19,4,7,9,176,True
119,Food 119,,1 serving,g,734,32,2,23,841,20,2,11,28,742,False
120,Food 120,,1 serving,g,786,30,9,98,867,69,2,0,17,158,False
121,Food 121,,1 serving,g,791,18,3,97,1067,28,3,2,6,660,True
122,Food 122,,1 serving,g,136,8,8,46,1352,21,7,23,5,418,False
123,Food 123,,1 serving,g,166,14,2,36,495,71,9,23,18,220,False
124,Food 124,,1 serving,g,466,31,13,61,672,71,4,3,29,563,False
125,Food 125,,1 serving,g,581,39,1,99,875,60,7,19,32,360,False
126,Food 126,,1 serving,g,130,32,7,65,773,68,9,26,37,359,False
127,Food 127,,1 serving,g,292,23,6,39,750,58,0,12,32,125,False
128,Food 128,,1 serving,g,778,25,15,34,374,74,4,3,11,412,True
129,Food 129,,1 serving,g,192,21,4,58,1065,45,5,13,8,140,False
130,Food 130,,1 serving,g,207,12,8,41,200,23,9,17,15,501,False
131,Food 131,,1 serving,g,507,1,2,45,929,17,9,11,13,597,False
132,Food 132,,1 serving,g,401,32,7,58,1491,16,6,12,12,175,True
133,Food 133,,1 serving,g,597,17,9,62,671,17,7,22,23,126,False
134,Food 134,,1 serving,g,759,22,12,41,85,63,1,11,23,517,True
135,Food 135,,1 serving,g,546,29,5,43,158,43,2,9,25,351,False
136,Food 136,,1 serving,g,370,16,12,19,1106,30,3,17,26,594,False
137,Food 137,,1 serving,g,279,21,7,92,319,48,9,2,4,394,False
138,Food 138,,1 serving,g,99,14,12,82,1259,40,0,15,15,91,False
139,Food 139,,1 serving,g,700,19,0,78,1426,31,8,18,20,448,False
140,Food 140,,1 serving,g,241,7,2,60,591,23,0,17,19,479,False
141,Food 141,,1 serving,g,101,39,13,39,42,51,9,13,18,634,False
142,Food 142,,1 serving,g,294,40,10,35,305,22,4,28,14,167,False
143,Food 143,,1 serving,g,428,19,7,85,62,58,8,22,22,73,True
144,Food 144,,1 serving,g,413,1,9,34,348,35,9,5,6,52,True
145,Food 145,,1 serving,g,707,19,8,92,46,75,7,18,38,565,True
146,Food 146,,1 serving,g,781,37,3,25,537,55,3,10,4,493,False
147,Food 147,,1 serving,g,105,23,1,17,911,30,5,30,31,311,False
148,Food 148,,1 serving,g,596,23,15,86,1198,51,4,15,25,789,False
149,Food 149,,1 serving,g,461,8,4,92,210,12,10,10,20,103,False
150,Food 150,,1 serving,g,401,6,3,3,285,55,9,25,40,722,True
151,Food 151,,1 serving,g,206,15,6,33,163,73,1,27,7,549,False
152,Food 152,,1 serving,g,581,40,11,46,633,8,10,27,18,783,True
153,Food 153,,1 serving,g,450,25,9,6,714,41,7,21,30,616,True
154,Food 154,,1 serving,g,644,10,1,65,1219,18,8,28,36,251,True
155,Food 155,,1 serving,g,489,20,5,94,512,7,7,6,11,665,False
156,Food 156,,1 serving,g,186,4,0,33,279,60,9,5,19,662,True
157,Food 157,,1 serving,g,316,31,5,14,34,44,7,16,18,755,True
158,Food 158,,1 serving,g,591,21,11,80,159,27,1,20,7,731,False
159,Food 159,,1 serving,g,463,18,13,83,352,43,7,30,31,756,False
160,Food 160,,1 serving,g,168,36,9,64,893,40,1,25,3,743,True
161,Food 161,,1 serving,g,263,23,5,72,35,44,2,8,27,233,True
162,Food 162,,1 serving,g,461,20,4,66,531,60,8,18,15,781,True
163,Food 163,,1 serving,g,777,12,11,53,877,59,0,8,16,87,False
164,Food 164,,1 serving,g,539,9,3,19,203,60,5,9,3,606,True
165,Food 165,,1 serving,g,248,15,4,1,656,63,10,21,4,373,True
166,Food 166,,1 serving,g,764,2,7,24,1419,40,5,12,16,72,True
167,Food 167,,1 serving,g,158,14,3,28,282,39,4,26,22,346,False
168,Food 168,,1 serving,g,101,32,1,55,729,53,9,4,29,55,False
169,Food 169,,1 serving,g,193,10,0,17,562,42,8,23,28,99,False
170,Food 170,,1 serving,g,703,29,9,55,918,40,0,15,6,759,False
171,Food 171,,1 serving,g,466,14,3,70,25,42,7,15,33,588,True
172,Food 172,,1 serving,g,575,28,12,100,605,17,5,4,4,96,False
173,Food 173,,1 serving,g,121,18,2,97,252,15,1,10,22,479,False
174,Food 174,,1 serving,g,597,21,4,60,74,29,10,30,10,579,False
175,Food 175,,1 serving,g,429,20,14,36,1336,57,8,14,21,587,False
176,Food 176,,1 serving,g,611,31,5,43,788,47,4,4,20,754,True
177,Food 177,,1 serving,g,135,33,4,0,159,79,5,25,23,465,True
178,Food 178,,1 serving,g,206,3,11,98,504,6,7,6,17,638,True
179,Food 179,,1 serving,g,754,34,15,37,1399,12,2,30,19,356,False
180,Food 180,,1 serving,g,792,36,6,13,714,79,2,2,40,287,True
181,Food 181,,1 serving,g,371,6,12,89,364,13,0,10,31,79,True
182,Food 182,,1 serving,g,509,31,7,61,911,62,5,22,8,668,True
183,Food 183,,1 serving,g,388,31,3,68,962,78,4,5,24,784,False
184,Food 184,,1 serving,g,765,19,13,18,1438,10,9,17,15,632,True
185,Food 185,,1 serving,g,727,24,5,70,809,51,9,12,6,477,False
186,Food 186,,1 serving,g,497,6,2,100,242,38,3,1,19,762,False
187,Food 187,,1 serving,g,659,29,13,80,1064,34,3,4,4,635,False
188,Food 188,,1 serving,g,704,0,13,72,194,67,8,30,6,151,False
189,Food 189,,1 serving,g,514,39,6,19,1051,38,3,5,22,165,False
190,Food 190,,1 serving,g,448,5,14,62,1151,65,0,13,12,666,True
191,Food 191,,1 serving,g,107,12,11,100,1348,79,2,14,4,508,True
192,Food 192,,1 serving,g,50,40,5,81,312,57,8,30,7,383,True
193,Food 193,,1 serving,g,638,22,3,42,774,9,1,21,11,539,True
194,Food 194,,1 serving,g,213,17,3,51,78,72,5,26,12,53,False
195,Food 195,,1 serving,g,609,37,1,35,1094,21,6,16,18,388,True
196,Food 196,,1 serving,g,532,36,12,41,1089,72,4,12,27,209,True
197,Food 197,,1 serving,g,607,36,13,37,521,63,4,22,22,674,False
198,Food 198,,1 serving,g,687,12,1,82,1315,27,6,24,35,175,True
199,Food 199,,1 serving,g,314,21,0,35,1225,68,2,28,8,669,False
200,Food 200,,1 serving,g,685,18,14,71,494,26,8,23,26,744,False
201,Food 201,,1 serving,g,658,23,7,30,916,37,6,1,19,490,True
202,Food 202,,1 serving,g,286,7,12,76,719,28,1,18,13,553,False
203,Food 203,,1 serving,g,628,20,12,22,498,67,2,18,16,392,True
204,Food 204,,1 serving,g,139,32,2,49,660,27,10,3,32,422,True
205,Food 205,,1 serving,g,258,36,7,51,936,48,6,23,14,435,True
206,Food 206,,1 serving,g,713,1,0,73,1415,48,5,25,31,145,True
207,Food 207,,1 serving,g,87,18,8,93,90,79,5,13,15,492,True
208,Food 208,,1 serving,g,364,7,14,12,40,47,6,18,34,315,True
209,Food 209,,1 serving,g,598,11,5,37,519,55,2,8,6,489,False
210,Food 210,,1 serving,g,690,25,5,64,297,65,0,9,31,743,True
211,Food 211,,1 serving,g,773,37,9,62,1366,25,5,13,9,453,True
212,Food 212,,1 serving,g,155,30,8,36,391,13,3,21,40,293,False
213,Food 213,,1 serving,g,562,11,9,43,1310,77,3,13,28,445,False
214,Food 214,,1 serving,g,492,37,2,20,616,72,10,5,28,185,False
215,Food 215,,1 serving,g,161,6,2,65,1296,56,5,8,18,522,True
216,Food 216,,1 serving,g,598,23,7,59,839,43,7,19,28,419,True
217,Food 217,,1 serving,g,750,24,11,74,352,53,1,4,16,585,False
218,Food 218,,1 serving,g,734,26,8,99,1241,20,6,8,6,558,True
219,Food 219,,1 serving,g,284,13,15,17,451,78,0,25,39,673,False
220,Food 220,,1 serving,g,681,7,9,7,1354,38,3,19,25,445,False
221,Food 221,,1 serving,g,252,26,10,40,530,72,2,1,16,71,True
222,Food 222,,1 serving,g,173,28,2,12,432,18,9,7,8,224,False
223,Food 223,,1 serving,g,222,3,7,95,183,47,10,22,33,787,True
224,Food 224,,1 serving,g,729,33,8,79,1384,40,2,0,21,420,True
225,Food 225,,1 serving,g,170,24,3,54,272,32,6,8,25,416,False
226,Food 226,,1 serving,g,91,29,13,59,1430,43,5,24,8,484,False
227,Food 227,,1 serving,g,209,20,14,25,988,65,8,20,40,472,False
228,Food 228,,1 serving,g,238,17,8,21,479,80,9,17,6,260,True
229,Food 229,,1 serving,g,346,17,15,89,1275,21,0,27,40,214,True
230,Food 230,,1 serving,g,734,30,0,61,763,44,2,19,31,667,False
231,Food 231,,1 serving,g,189,9,6,14,1320,62,3,9,15,221,False
232,Food 232,,1 serving,g,586,4,11,39,329,10,5,17,15,56,True
233,Food 233,,1 serving,g,627,17,4,47,698,37,8,23,21,758,True
234,Food 234,,1 serving,g,707,15,6,1,503,61,8,27,8,780,False
235,Food 235,,1 serving,g,137,17,12,82,1462,16,6,23,22,691,True
236,Food 236,,1 serving,g,50,1,10,79,1044,51,10,25,27,674,True
237,Food 237,,1 serving,g,274,24,5,90,1413,12,4,9,11,402,False
238,Food 238,,1 serving,g,781,27,3,85,1049,34,6,8,28,492,False
239,Food 239,,1 serving,g,379,18,8,17,943,54,8,10,40,465,False
240,Food 240,,1 serving,g,225,21,0,63,411,22,1,9,4,387,False
241,Food 241,,1 serving,g,485,28,7,49,1277,15,4,10,16,181,True
242,Food 242,,1 serving,g,566,10,2,93,444,16,6,16,6,772,False
243,Food 243,,1 serving,g,719,19,6,56,504,78,8,10,10,562,True
244,Food 244,,1 serving,g,301,0,5,56,1474,24,4,26,12,233,False
245,Food 245,,1 serving,g,522,17,10,81,74,44,9,19,11,333,True
246,Food 246,,1 serving,g,173,37,1,34,1015,76,4,20,33,237,True
247,Food 247,,1 serving,g,74,29,13,26,1263,33,6,25,38,297,False
248,Food 248,,1 serving,g,222,32,14,56,642,22,3,15,38,566,False
249,Food 249,,1 serving,g,697,17,8,62,1197,41,4,0,23,358,False
250,Food 250,,1 serving,g,732,23,15,100,343,17,6,18,2,193,False
251,Food 251,,1 serving,g,775,37,8,4,1009,29,10,1,19,97,False
252,Food 252,,1 serving,g,511,40,8,95,17,44,0,11,23,55,False
253,Food 253,,1 serving,g,764,9,7,64,1335,36,2,15,16,631,False
254,Food 254,,1 serving,g,77,11,15,96,381,76,6,13,22,282,True
255,Food 255,,1 serving,g,581,30,6,96,1122,19,10,25,15,240,True
256,Food 256,,1 serving,g,676,33,15,64,299,63,7,0,22,708,False
257,Food 257,,1 serving,g,488,17,0,72,314,8,7,29,20,682,False
258,Food 258,,1 serving,g,423,27,10,42,374,79,4,20,15,757,True
259,Food 259,,1 serving,g,82,21,13,62,895,50,1,16,30,646,True
260,Food 260,,1 serving,g,643,3,8,81,7,78,1,18,10,337,True
261,Food 261,,1 serving,g,334,11,14,98,1036,69,0,26,5,167,False
262,Food 262,,1 serving,g,577,4,14,13,306,30,8,9,16,142,True
263,Food 263,,1 serving,g,67,16,2,97,932,63,9,18,4,244,False
264,Food 264,,1 serving,g,248,19,11,31,833,46,2,2,11,349,True
265,Food 265,,1 serving,g,743,26,13,1,1307,13,2,26,17,758,True
266,Food 266,,1 serving,g,530,31,0,86,76,37,9,24,11,161,True
267,Food 267,,1 serving,g,577,25,11,84,1499,42,0,26,37,151,True
268,Food 268,,1 serving,g,751,39,10,97,1477,74,5,10,11,630,True
269,Food 269,,1 serving,g,294,38,4,78,367,49,9,28,24,181,True
270,Food 270,,1 serving,g,572,6,14,86,194,24,3,19,6,382,False
271,Food 271,,1 serving,g,731,29,8,83,710,65,0,11,18,476,False
272,Food 272,,1 serving,g,608,13,2,92,1249,46,2,17,12,508,True
273,Food 273,,1 serving,g,780,27,7,39,1106,41,5,11,20,63,False
274,Food 274,,1 serving,g,346,32,2,19,1250,73,6,0,11,518,True
275,Food 275,,1 serving,g,346,10,10,41,1258,43,10,24,7,601,True
276,Food 276,,1 serving,g,486,18,11,11,1194,73,2,11,15,541,False
277,Food 277,,1 serving,g,382,13,1,92,381,6,10,18,38,253,True
278,Food 278,,1 serving,g,663,32,2,79,416,72,3,17,19,345,True
279,Food 279,,1 serving,g,279,39,12,65,992,14,6,23,34,144,True
280,Food 280,,1 serving,g,200,3,7,67,1286,41,3,8,7,113,False
281,Food 281,,1 serving,g,391,9,13,84,1138,70,10,9,17,271,False
282,Food 282,,1 serving,g,108,15,10,61,644,20,3,21,26,79,False
283,Food 283,,1 serving,g,739,4,1,99,266,38,1,22,13,652,True
284,Food 284,,1 serving,g,507,39,14,37,630,36,10,26,13,67,False
285,Food 285,,1 serving,g,199,8,12,92,594,63,0,4,37,713,True
286,Food 286,,1 serving,g,161,12,7,84,508,9,7,7,10,378,False
287,Food 287,,1 serving,g,712,37,2,68,39,53,10,20,12,72,False
288,Food 288,,1 serving,g,121,9,0,74,117,70,10,4,15,113,True
289,Food 289,,1 serving,g,89,40,0,27,1110,12,1,19,7,495,True
290,Food 290,,1 serving,g,274,33,2,70,1402,20,9,9,6,322,False
291,Food 291,,1 serving,g,649,13,14,0,116,23,1,17,27,371,True
292,Food 292,,1 serving,g,664,27,6,34,353,39,1,9,4,332,True
293,Food 293,,1 serving,g,652,25,11,63,3,15,0,10,13,331,False
294,Food 294,,1 serving,g,278,37,6,53,1295,18,6,16,39,641,True
295,Food 295,,1 serving,g,489,37,11,59,1196,37,0,12,20,54,True
296,Food 296,,1 serving,g,495,13,0,62,472,21,4,23,3,413,False
297,Food 297,,1 serving,g,339,9,15,0,58,65,0,4,6,447,False
298,Food 298,,1 serving,g,352,22,5,27,625,19,10,19,2,500,True
299,Food 299,,1 serving,g,789,21,3,1,573,56,3,13,10,587,True
300,Food 300,,1 serving,g,443,22,13,49,1314,78,7,7,8,530,False
301,Food 301,,1 serving,g,604,35,2,4,1356,75,5,11,36,519,False
302,Food 302,,1 serving,g,314,15,11,39,725,22,10,7,18,730,False
303,Food 303,,1 serving,g,449,33,12,72,923,48,6,19,40,237,False
304,Food 304,,1 serving,g,172,20,2,22,1250,64,4,16,33,433,True
305,Food 305,,1 serving,g,658,29,15,29,1107,16,0,22,3,798,False
306,Food 306,,1 serving,g,423,37,0,79,1060,70,0,0,34,180,False
307,Food 307,,1 serving,g,623,37,11,31,713,17,8,16,11,331,True
308,Food 308,,1 serving,g,188,1,2,47,2,29,5,7,29,500,False
309,Food 309,,1 serving,g,206,25,6,73,1065,62,4,9,28,106,False
310,Food 310,,1 serving,g,200,18,0,26,830,44,6,6,13,336,True
311,Food 311,,1 serving,g,231,0,8,74,69,9,10,14,9,767,False
312,Food 312,,1 serving,g,386,13,7,8,921,41,1,1,37,799,True
313,Food 313,,1 serving,g,406,35,11,21,939,80,1,26,30,146,False
314,Food 314,,1 serving,g,219,14,7,70,472,76,2,12,27,89,True
315,Food 315,,1 serving,g,169,19,5,93,52,39,1,26,20,529,True
316,Food 316,,1 serving,g,747,11,4,41,20,32,10,5,34,668,False
317,Food 317,,1 serving,g,288,22,6,7,663,43,9,25,38,714,True
318,Food 318,,1 serving,g,426,0,12,26,595,21,6,0,33,365,True
319,Food 319,,1 serving,g,407,10,2,16,1355,51,5,0,39,541,False
320,Food 320,,1 serving,g,255,25,12,73,133,54,10,26,14,758,True
321,Food 321,,1 serving,g,383,28,1,92,1334,17,4,4,16,429,False
322,Food 322,,1 serving,g,493,23,14,100,768,73,1,21,19,295,True
323,Food 323,,1 serving,g,697,13,9,70,112,52,2,11,27,165,True
324,Food 324,,1 serving,g,552,22,8,39,1076,17,0,12,5,721,False
325,Food 325,,1 serving,g,208,30,3,31,270,47,9,1,2,250,True
326,Food 326,,1 serving,g,642,2,1,87,1222,61,1,11,37,353,False
327,Food 327,,1 serving,g,436,39,7,21,73,14,10,22,27,211,True
328,Food 328,,1 serving,g,155,13,0,65,1098,49,7,13,19,745,True
329,Food 329,,1 serving,g,439,31,0,71,781,76,1,14,29,113,False
330,Food 330,,1 serving,g,78,15,8,52,1329,34,8,20,40,363,True
331,Food 331,,1 serving,g,691,13,6,12,509,19,5,16,14,782,True
332,Food 332,,1 serving,g,129,10,4,74,431,52,4,29,17,355,False
333,Food 333,,1 serving,g,792,37,6,15,50,23,8,15,37,82,False
334,Food 334,,1 serving,g,255,7,9,20,828,28,5,22,6,486,False
335,Food 335,,1 serving,g,51,6,9,90,663,24,10,21,37,721,True
336,Food 336,,1 serving,g,161,19,8,46,1069,38,4,18,24,667,False
337,Food 337,,1 serving,g,441,40,0,54,862,56,8,4,12,291,True
338,Food 338,,1 serving,g,87,18,1,77,453,55,5,25,25,286,True
339,Food 339,,1 serving,g,776,2,14,67,1336,29,10,19,22,781,False
340,Food 340,,1 serving,g,114,0,8,30,660,20,8,5,9,563,False
341,Food 341,,1 serving,g,355,31,10,28,151,72,8,3,10,461,True
342,Food 342,,1 serving,g,232,31,11,67,966,71,0,2,32,440,False
343,Food 343,,1 serving,g,630,34,2,22,1031,65,10,6,4,744,False
344,Food 344,,1 serving,g,789,38,10,5,1189,39,1,5,7,426,False
345,Food 345,,1 serving,g,502,5,3,29,982,5,1,19,22,290,True
346,Food 346,,1 serving,g,402,20,13,65,1350,16,6,13,38,451,False
347,Food 347,,1 serving,g,530,32,15,82,1056,68,4,17,6,224,True
348,Food 348,,1 serving,g,796,30,12,74,1172,25,2,26,27,642,False
349,Food 349,,1 serving,g,361,12,8,0,681,32,4,24,35,796,False
350,Food 350,,1 serving,g,204,7,0,83,776,11,10,28,7,386,False
351,Food 351,,1 serving,g,193,18,5,10,225,75,3,4,20,449,False
352,Food 352,,1 serving,g,754,20,6,18,692,72,2,16,37,798,False
353,Food 353,,1 serving,g,744,27,13,50,302,40,2,21,13,65,False
354,Food 354,,1 serving,g,263,34,12,41,159,25,8,12,39,458,False
355,Food 355,,1 serving,g,58,11,9,13,1382,24,9,29,33,60,False
356,Food 356,,1 serving,g,732,10,0,40,1005,18,2,15,31,374,False
357,Food 357,,1 serving,g,597,16,5,67,824,50,3,10,38,76,True
358,Food 358,,1 serving,g,323,38,12,94,541,76,5,21,17,152,False
359,Food 359,,1 serving,g,449,12,7,10,315,10,4,25,13,120,True
360,Food 360,,1 serving,g,458,2,14,80,689,5,9,4,20,398,True
361,Food 361,,1 serving,g,452,37,2,98,890,49,3,11,32,446,False
362,Food 362,,1 serving,g,243,32,7,58,945,11,2,18,2,603,True
363,Food 363,,1 serving,g,702,13,12,9,1152,59,10,29,12,215,False
364,Food 364,,1 serving,g,699,9,9,9,1090,51,2,20,8,781,False
365,Food 365,,1 serving,g,73,22,5,1,1104,68,2,2,10,730,True
366,Food 366,,1 serving,g,742,12,0,7,866,61,7,6,29,73,True
367,Food 367,,1 serving,g,632,10,14,68,677,58,4,16,36,248,False
368,Food 368,,1 serving,g,527,21,13,10,581,71,10,20,32,529,True
