tracking_number,status_code,status_description,carrier_code,service_name,ship_date,estimated_delivery,latest_event,latest_event_location,latest_event_time
156,standard,standard,grove-71,Coral meadow 71,2026-11-09T18:38:00Z,841,53.3433,Hamburg,2026-06-27T16:58:00Z
406,general,open,coral-72,Meadow bravo 72,2026-07-26T03:12:00Z,96,49.0609,Mainz,2026-02-28T00:38:00Z
233,active,general,grove-73,Ember summit 73,2026-05-08T09:36:00Z,665,49.9676,Mainz,2026-10-16T17:49:00Z
38,pending,closed,zephyr-74,Alpha violet 74,2026-09-02T02:20:00Z,829,50.7802,Emden,2026-11-26T13:31:00Z
265,general,standard,willow-75,Delta orbit 75,2026-11-03T18:25:00Z,591,49.6230,Kiel,2026-04-09T05:53:00Z
140,active,open,summit-76,Zephyr ember 76,2026-08-06T12:35:00Z,214,51.9789,Fulda,2026-02-11T19:04:00Z
486,open,standard,jade-77,Umber ember 77,2026-11-23T19:12:00Z,729,53.7441,Hamburg,2026-08-22T10:52:00Z
10,pending,general,cedar-78,Coral zephyr 78,2026-11-09T04:06:00Z,740,54.0245,Kassel,2026-02-22T13:17:00Z
107,active,closed,umber-79,Grove quartz 79,2026-01-28T15:51:00Z,550,47.9756,Flensburg,2026-07-08T03:00:00Z
330,general,open,summit-80,Haze orbit 80,2026-03-03T15:01:00Z,711,53.9936,Fulda,2026-07-20T05:33:00Z
93,pending,general,jade-81,Alpha haze 81,2026-08-17T01:00:00Z,368,51.8671,Bonn,2026-03-05T16:19:00Z
716,active,open,ember-82,Frost orbit 82,2026-01-15T03:35:00Z,465,53.4520,Jena,2026-04-10T04:29:00Z
1010,pending,active,coral-83,Alpha iris 83,2026-10-01T23:06:00Z,286,50.7032,Fulda,2026-06-12T11:29:00Z
837,standard,general,bravo-84,Umber iris 84,2026-11-26T09:49:00Z,705,47.6773,Kiel,2026-09-18T19:12:00Z
1011,active,open,frost-85,Coral violet 85,2026-04-02T09:51:00Z,399,51.8688,Rostock,2026-02-09T12:24:00Z
866,pending,open,umber-86,Grove ember 86,2026-08-27T21:55:00Z,790,49.2425,Rostock,2026-02-23T22:53:00Z
91,closed,standard,zephyr-87,Tidal umber 87,2026-11-26T14:44:00Z,735,51.0212,Bremen,2026-07-28T19:13:00Z
39,active,open,haze-88,Frost delta 88,2026-06-23T04:37:00Z,300,52.0251,Bonn,2026-09-15T21:16:00Z
644,closed,standard,alpha-89,Pine alpha 89,2026-01-02T10:13:00Z,696,47.2957,Jena,2026-07-18T13:01:00Z
614,general,general,willow-90,River umber 90,2026-08-07T03:42:00Z,792,52.6194,Bonn,2026-05-12T06:10:00Z
118,pending,closed,violet-91,River haze 91,2026-06-20T02:38:00Z,408,53.2576,Hamburg,2026-06-02T11:32:00Z
209,open,general,delta-92,Grove alpha 92,2026-10-13T08:42:00Z,515,48.1209,Fulda,2026-05-13T17:14:00Z
649,closed,pending,willow-93,Iris orbit 93,2026-10-27T01:18:00Z,388,51.6358,Aachen,2026-09-26T22:04:00Z
181,open,general,orbit-94,Coral orbit 94,2026-06-07T07:52:00Z,788,47.5237,Hamburg,2026-01-28T12:42:00Z
676,standard,closed,jade-95,Delta summit 95,2026-12-09T06:21:00Z,246,48.5877,Trier,2026-12-27T22:31:00Z
218,standard,active,frost-96,Violet zephyr 96,2026-06-04T10:02:00Z,181,47.6310,Bremen,2026-05-09T02:45:00Z
92,standard,closed,orbit-97,Haze bravo 97,2026-10-27T19:35:00Z,6,50.2078,Bremen,2026-03-21T08:40:00Z
563,open,active,umber-98,Zephyr willow 98,2026-11-28T16:22:00Z,856,53.5122,Bonn,2026-03-14T06:19:00Z
536,pending,open,grove-99,Frost alpha 99,2026-03-28T17:11:00Z,51,51.2830,Fulda,2026-06-11T12:49:00Z
273,pending,active,jade-100,Violet coral 100,2026-02-12T14:47:00Z,748,53.4544,Flensburg,2026-02-03T07:58:00Z
