video_id,title,description,publishedAt,channelId,categoryId,tags,duration,dimension,definition,privacyStatus,publishAt,embeddable,viewCount,likeCount,dislikeCount,commentCount,thumbnailUrl,liveBroadcastContent,defaultLanguage,defaultAudioLanguage
yt_2025,Throwing a bowl 25,Pottery tutorial,2026-05-23T12:05:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4146,307,0,43,https://yt.example/2025.jpg,none,en,en
yt_2026,Trimming feet 26,Pottery tutorial,2026-05-13T00:32:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1299,19,0,34,https://yt.example/2026.jpg,none,en,en
yt_2027,Trimming feet 27,Pottery tutorial,2026-09-20T10:02:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3024,165,0,32,https://yt.example/2027.jpg,none,en,en
yt_2028,Glazing tips 28,Pottery tutorial,2026-07-06T02:47:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1153,73,0,34,https://yt.example/2028.jpg,none,en,en
yt_2029,Glazing tips 29,Pottery tutorial,2026-04-25T02:06:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4023,294,0,30,https://yt.example/2029.jpg,none,en,en
yt_2030,Trimming feet 30,Pottery tutorial,2026-07-08T00:31:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,827,149,0,13,https://yt.example/2030.jpg,none,en,en
yt_2031,Trimming feet 31,Pottery tutorial,2026-07-12T04:56:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4216,88,0,58,https://yt.example/2031.jpg,none,en,en
yt_2032,Glazing tips 32,Pottery tutorial,2026-04-28T07:02:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2780,40,0,26,https://yt.example/2032.jpg,none,en,en
yt_2033,Kiln loading 33,Pottery tutorial,2026-05-09T09:14:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4931,134,0,6,https://yt.example/2033.jpg,none,en,en
yt_2034,Throwing a bowl 34,Pottery tutorial,2026-09-24T00:32:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3635,201,0,42,https://yt.example/2034.jpg,none,en,en
yt_2035,Kiln loading 35,Pottery tutorial,2026-01-17T05:04:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,138,199,0,34,https://yt.example/2035.jpg,none,en,en
yt_2036,Kiln loading 36,Pottery tutorial,2026-05-24T01:35:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2576,224,0,34,https://yt.example/2036.jpg,none,en,en
yt_2037,Glazing tips 37,Pottery tutorial,2026-05-23T19:28:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2956,164,0,42,https://yt.example/2037.jpg,none,en,en
yt_2038,Trimming feet 38,Pottery tutorial,2026-07-11T19:28:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1625,261,0,45,https://yt.example/2038.jpg,none,en,en
yt_2039,Throwing a bowl 39,Pottery tutorial,2026-01-06T21:40:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3024,333,0,7,https://yt.example/2039.jpg,none,en,en
yt_2040,Glazing tips 40,Pottery tutorial,2026-07-11T02:53:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1288,375,0,13,https://yt.example/2040.jpg,none,en,en
yt_2041,Trimming feet 41,Pottery tutorial,2026-08-28T23:19:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3369,213,0,48,https://yt.example/2041.jpg,none,en,en
yt_2042,Kiln loading 42,Pottery tutorial,2026-07-26T15:28:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,933,40,0,31,https://yt.example/2042.jpg,none,en,en
yt_2043,Throwing a bowl 43,Pottery tutorial,2026-07-25T01:55:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4198,396,0,18,https://yt.example/2043.jpg,none,en,en
yt_2044,Kiln loading 44,Pottery tutorial,2026-02-26T16:35:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3555,20,0,34,https://yt.example/2044.jpg,none,en,en
yt_2045,Throwing a bowl 45,Pottery tutorial,2026-01-04T16:33:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4905,49,0,48,https://yt.example/2045.jpg,none,en,en
yt_2046,Throwing a bowl 46,Pottery tutorial,2026-01-03T02:53:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4977,255,0,22,https://yt.example/2046.jpg,none,en,en
yt_2047,Throwing a bowl 47,Pottery tutorial,2026-03-03T03:17:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4450,47,0,5,https://yt.example/2047.jpg,none,en,en
yt_2048,Trimming feet 48,Pottery tutorial,2026-05-10T10:08:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,915,74,0,25,https://yt.example/2048.jpg,none,en,en
yt_2049,Glazing tips 49,Pottery tutorial,2026-04-13T12:01:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1658,154,0,3,https://yt.example/2049.jpg,none,en,en
yt_2050,Throwing a bowl 50,Pottery tutorial,2026-05-12T21:58:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3411,388,0,15,https://yt.example/2050.jpg,none,en,en
yt_2051,Kiln loading 51,Pottery tutorial,2026-07-03T16:14:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,520,95,0,19,https://yt.example/2051.jpg,none,en,en
yt_2052,Kiln loading 52,Pottery tutorial,2026-05-07T13:26:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3836,71,0,30,https://yt.example/2052.jpg,none,en,en
yt_2053,Glazing tips 53,Pottery tutorial,2026-08-09T12:05:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3803,19,0,15,https://yt.example/2053.jpg,none,en,en
yt_2054,Throwing a bowl 54,Pottery tutorial,2026-04-27T23:05:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2295,221,0,31,https://yt.example/2054.jpg,none,en,en
yt_2055,Trimming feet 55,Pottery tutorial,2026-01-09T04:33:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1695,333,0,4,https://yt.example/2055.jpg,none,en,en
yt_2056,Glazing tips 56,Pottery tutorial,2026-01-18T00:40:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,669,165,0,11,https://yt.example/2056.jpg,none,en,en
yt_2057,Glazing tips 57,Pottery tutorial,2026-01-02T18:36:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1207,284,0,4,https://yt.example/2057.jpg,none,en,en
yt_2058,Kiln loading 58,Pottery tutorial,2026-06-10T22:59:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3091,240,0,37,https://yt.example/2058.jpg,none,en,en
yt_2059,Glazing tips 59,Pottery tutorial,2026-03-27T04:45:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2488,293,0,50,https://yt.example/2059.jpg,none,en,en
yt_2060,Throwing a bowl 60,Pottery tutorial,2026-05-21T20:34:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3997,347,0,11,https://yt.example/2060.jpg,none,en,en
yt_2061,Trimming feet 61,Pottery tutorial,2026-06-15T19:31:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4251,264,0,3,https://yt.example/2061.jpg,none,en,en
yt_2062,Trimming feet 62,Pottery tutorial,2026-07-04T07:12:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,133,196,0,3,https://yt.example/2062.jpg,none,en,en
yt_2063,Trimming feet 63,Pottery tutorial,2026-07-04T08:14:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,352,298,0,41,https://yt.example/2063.jpg,none,en,en
yt_2064,Trimming feet 64,Pottery tutorial,2026-09-14T11:50:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2883,211,0,26,https://yt.example/2064.jpg,none,en,en
yt_2065,Throwing a bowl 65,Pottery tutorial,2026-08-17T01:47:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2121,312,0,47,https://yt.example/2065.jpg,none,en,en
yt_2066,Kiln loading 66,Pottery tutorial,2026-06-04T12:04:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,185,225,0,24,https://yt.example/2066.jpg,none,en,en
yt_2067,Kiln loading 67,Pottery tutorial,2026-04-02T17:28:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,340,262,0,11,https://yt.example/2067.jpg,none,en,en
yt_2068,Trimming feet 68,Pottery tutorial,2026-01-10T10:29:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,759,375,0,1,https://yt.example/2068.jpg,none,en,en
yt_2069,Throwing a bowl 69,Pottery tutorial,2026-06-03T00:36:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4435,197,0,41,https://yt.example/2069.jpg,none,en,en
yt_2070,Trimming feet 70,Pottery tutorial,2026-07-09T21:42:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4737,15,0,27,https://yt.example/2070.jpg,none,en,en
yt_2071,Throwing a bowl 71,Pottery tutorial,2026-01-10T10:36:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1001,5,0,20,https://yt.example/2071.jpg,none,en,en
yt_2072,Glazing tips 72,Pottery tutorial,2026-03-08T09:40:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4232,281,0,25,https://yt.example/2072.jpg,none,en,en
yt_2073,Glazing tips 73,Pottery tutorial,2026-05-22T19:40:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,121,29,0,2,https://yt.example/2073.jpg,none,en,en
yt_2074,Trimming feet 74,Pottery tutorial,2026-08-01T01:28:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4952,162,0,7,https://yt.example/2074.jpg,none,en,en
yt_2075,Kiln loading 75,Pottery tutorial,2026-06-19T01:47:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4987,159,0,12,https://yt.example/2075.jpg,none,en,en
yt_2076,Kiln loading 76,Pottery tutorial,2026-07-13T14:31:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3905,15,0,34,https://yt.example/2076.jpg,none,en,en
yt_2077,Throwing a bowl 77,Pottery tutorial,2026-03-05T15:08:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2179,205,0,21,https://yt.example/2077.jpg,none,en,en
yt_2078,Throwing a bowl 78,Pottery tutorial,2026-01-09T06:21:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4119,275,0,26,https://yt.example/2078.jpg,none,en,en
yt_2079,Kiln loading 79,Pottery tutorial,2026-08-26T17:07:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4413,2,0,56,https://yt.example/2079.jpg,none,en,en
yt_2080,Trimming feet 80,Pottery tutorial,2026-09-06T03:10:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2467,60,0,6,https://yt.example/2080.jpg,none,en,en
yt_2081,Kiln loading 81,Pottery tutorial,2026-08-23T03:31:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3431,83,0,13,https://yt.example/2081.jpg,none,en,en
yt_2082,Kiln loading 82,Pottery tutorial,2026-09-28T14:51:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2407,87,0,0,https://yt.example/2082.jpg,none,en,en
yt_2083,Kiln loading 83,Pottery tutorial,2026-01-10T04:08:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2744,162,0,28,https://yt.example/2083.jpg,none,en,en
yt_2084,Kiln loading 84,Pottery tutorial,2026-01-17T12:30:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1056,6,0,20,https://yt.example/2084.jpg,none,en,en
yt_2085,Kiln loading 85,Pottery tutorial,2026-07-17T01:58:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4509,238,0,24,https://yt.example/2085.jpg,none,en,en
yt_2086,Glazing tips 86,Pottery tutorial,2026-05-26T19:26:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1845,176,0,45,https://yt.example/2086.jpg,none,en,en
yt_2087,Trimming feet 87,Pottery tutorial,2026-02-08T06:13:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2136,155,0,1,https://yt.example/2087.jpg,none,en,en
yt_2088,Trimming feet 88,Pottery tutorial,2026-08-23T14:52:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3821,382,0,51,https://yt.example/2088.jpg,none,en,en
yt_2089,Glazing tips 89,Pottery tutorial,2026-03-09T09:57:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1214,22,0,21,https://yt.example/2089.jpg,none,en,en
yt_2090,Trimming feet 90,Pottery tutorial,2026-04-01T15:50:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4474,88,0,50,https://yt.example/2090.jpg,none,en,en
yt_2091,Glazing tips 91,Pottery tutorial,2026-09-06T08:04:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,953,398,0,13,https://yt.example/2091.jpg,none,en,en
yt_2092,Glazing tips 92,Pottery tutorial,2026-05-27T08:00:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,352,339,0,21,https://yt.example/2092.jpg,none,en,en
yt_2093,Glazing tips 93,Pottery tutorial,2026-05-04T00:00:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3569,80,0,41,https://yt.example/2093.jpg,none,en,en
yt_2094,Trimming feet 94,Pottery tutorial,2026-07-11T17:59:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,498,201,0,23,https://yt.example/2094.jpg,none,en,en
yt_2095,Throwing a bowl 95,Pottery tutorial,2026-03-24T22:40:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,760,390,0,58,https://yt.example/2095.jpg,none,en,en
yt_2096,Throwing a bowl 96,Pottery tutorial,2026-08-05T07:16:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3123,264,0,16,https://yt.example/2096.jpg,none,en,en
yt_2097,Throwing a bowl 97,Pottery tutorial,2026-09-18T07:14:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3847,186,0,4,https://yt.example/2097.jpg,none,en,en
yt_2098,Throwing a bowl 98,Pottery tutorial,2026-06-18T11:57:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,800,362,0,43,https://yt.example/2098.jpg,none,en,en
yt_2099,Kiln loading 99,Pottery tutorial,2026-03-08T05:36:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,3813,293,0,34,https://yt.example/2099.jpg,none,en,en
yt_2100,Kiln loading 100,Pottery tutorial,2026-04-13T14:46:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,987,203,0,40,https://yt.example/2100.jpg,none,en,en
yt_2101,Kiln loading 101,Pottery tutorial,2026-05-09T02:49:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2222,118,0,60,https://yt.example/2101.jpg,none,en,en
yt_2102,Trimming feet 102,Pottery tutorial,2026-04-12T05:28:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1694,203,0,50,https://yt.example/2102.jpg,none,en,en
yt_2103,Glazing tips 103,Pottery tutorial,2026-01-21T23:26:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1108,75,0,27,https://yt.example/2103.jpg,none,en,en
yt_2104,Kiln loading 104,Pottery tutorial,2026-01-28T04:33:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2090,319,0,48,https://yt.example/2104.jpg,none,en,en
yt_2105,Kiln loading 105,Pottery tutorial,2026-08-08T00:57:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,4730,54,0,17,https://yt.example/2105.jpg,none,en,en
yt_2106,Throwing a bowl 106,Pottery tutorial,2026-01-15T10:13:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,1696,343,0,12,https://yt.example/2106.jpg,none,en,en
yt_2107,Trimming feet 107,Pottery tutorial,2026-04-19T18:20:00Z,UC_porter,26,"pottery,ceramics",PT10M,2d,hd,public,,true,2824,337,0,58,https://yt.example/2107.jpg,none,en,en
