listing_id,title,city,country,room_type,price_per_night,cleaning_fee,beds,baths,max_guests,rating,review_count,host_id,instant_book
LIST_37ff2350,Onboarding Docs,San Francisco,US,Rent,305.27,305.27,99,99,99,98.27,99,HOST_468f1557,true
LIST_323f1953,Training Schedule,Seattle,US,Telecommunications,322.58,322.58,116,116,116,14.58,116,HOST_edb19a1b,false
LIST_32cf8d6e,Performance Review,Denver,US,Cloud Services,339.89,339.89,133,133,133,31.89,133,HOST_b7f0f70d,true
LIST_63706c02,Re: Vendor Renewal Notice,Nashville,US,Printing & Reproduction,356.20,356.20,150,150,150,48.20,150,HOST_318cc77e,false
LIST_2121c662,Quarterly Targets,Portland,US,Security Services,373.51,373.51,167,167,167,65.51,167,HOST_43f4da22,false
LIST_b12f6198,Budget Adjustment for Q3,Oklahoma City,US,Janitorial & Cleaning,390.82,390.82,184,184,184,82.82,184,HOST_d806e9a2,true
LIST_953d8e6d,Upcoming Travel Itinerary,Las Vegas,US,Parking & Transportation,407.13,407.13,0,0,0,99.13,0,HOST_43ca47db,false
LIST_35eccc38,Re: New Hire Orientation,Memphis,US,Research & Development,424.44,424.44,17,17,17,15.44,17,HOST_974d0775,true
LIST_655dbb95,Security Compliance Checklist,Louisville,US,Licensing Fees,441.75,441.75,34,34,34,32.75,34,HOST_76fceb87,true
LIST_70782837,Product Launch Timeline,Baltimore,US,Bank Fees & Charges,458.06,458.06,51,51,51,49.06,51,HOST_a0254ebe,false
LIST_5a70d621,Board Meeting Agenda,Milwaukee,US,Payroll Processing,475.37,475.37,68,68,68,66.37,68,HOST_937b16fa,true
LIST_eda45028,Re: Partnership Proposal,Albuquerque,US,Accounting & Bookkeeping,492.68,492.68,85,85,85,83.68,85,HOST_78fbfb44,true
LIST_4bf57dc8,Service Level Agreement,Tucson,US,Recruiting & Staffing,13.99,13.99,102,102,102,100.99,102,HOST_3207d123,false
LIST_7f191746,Warehouse Inventory Count,Fresno,US,Employee Benefits,30.30,30.30,119,119,119,16.30,119,HOST_d87bc71d,true
LIST_72496b1d,Customer Escalation,Mesa,US,Workers Compensation,47.61,47.61,136,136,136,33.61,136,HOST_5a85626d,false
LIST_3e9bac9e,Re: Annual Subscription Renewal,Sacramento,US,Health & Safety,64.92,64.92,153,153,153,50.92,153,HOST_cba548bf,false
LIST_852d29aa,Holiday Schedule,Atlanta,US,Depreciation,81.23,81.23,170,170,170,67.23,170,HOST_8f91698c,true
LIST_5dee0f03,Office Relocation Update,Kansas City,US,Amortization,98.54,98.54,187,187,187,84.54,187,HOST_815959f4,false
LIST_862bca41,Benefits Open Enrollment,Omaha,US,Interest Expense,115.85,115.85,3,3,3,0.85,3,HOST_8e801072,true
LIST_67b45512,Re: Sprint Retrospective,Colorado Springs,US,Taxes & Government Fees,132.16,132.16,20,20,20,17.16,20,HOST_2a282db1,true
LIST_2e383e4d,Design Review Session,Raleigh,US,Permits & Inspections,149.47,149.47,37,37,37,34.47,37,HOST_3e835869,false
LIST_1c0e7493,API Integration Spec,Long Beach,US,Charitable Donations,166.78,166.78,54,54,54,51.78,54,HOST_b6048bd0,true
LIST_7152bbbe,Release Notes v2.4,Virginia Beach,US,Sponsorships,183.09,183.09,71,71,71,68.09,71,HOST_9852cc7d,false
LIST_f7e6c355,Re: Marketing Campaign Results,Miami,US,Trade Show & Events,200.40,200.40,88,88,88,85.40,88,HOST_c9ddf40e,false
LIST_d1d3680d,Sales Pipeline Review,Oakland,US,Client Entertainment,217.71,217.71,105,105,105,1.71,105,HOST_b0434107,true
LIST_fe1aeacf,Expense Report Submission,Minneapolis,US,Vehicle Expenses,234.02,234.02,122,122,122,18.02,122,HOST_02ea8f9d,false
LIST_3f0b46b5,Travel Reimbursement,Tampa,US,Fuel & Gas,251.33,251.33,139,139,139,35.33,139,HOST_24ca617f,true
LIST_56e1cdbd,Re: Insurance Claim Update,Tulsa,US,Toll Charges,268.64,268.64,156,156,156,52.64,156,HOST_ca698967,true
LIST_a3545bbc,IT Maintenance Window,Arlington,US,Postage & Mailing,285.95,285.95,173,173,173,69.95,173,HOST_c5bfada4,false
LIST_a9ffa900,Server Migration Plan,New Orleans,US,Courier Services,302.26,302.26,190,190,190,86.26,190,HOST_c5b32e95,true
LIST_aae0a3d4,Data Backup Verification,Bakersfield,US,Storage & Warehousing,319.57,319.57,6,6,6,2.57,6,HOST_f99f2155,false
LIST_778fbaf0,Re: Compliance Audit Findings,Wichita,US,Raw Materials,336.88,336.88,23,23,23,19.88,23,HOST_60f15859,false
LIST_680d8ed8,Risk Assessment Report,Cleveland,US,Finished Goods,353.19,353.19,40,40,40,36.19,40,HOST_8626c4b6,true
LIST_940f3fca,Customer Satisfaction Survey,Aurora,US,Packaging & Supplies,370.50,370.50,57,57,57,53.50,57,HOST_456782ac,false
LIST_f74d3038,Employee Engagement,Beaverton,US,Quality Control,387.81,387.81,74,74,74,70.81,74,HOST_8b9f1d3d,true
LIST_5e138dda,Re: Competitive Analysis Memo,New York,US,Product Development,404.12,404.12,91,91,91,87.12,91,HOST_e38379bb,true
LIST_949fe9c4,Pricing Strategy Update,Los Angeles,US,Prototyping,421.43,421.43,108,108,108,3.43,108,HOST_36d08f23,false
LIST_d47894a3,Supply Chain Disruption Alert,Chicago,US,Photography & Media,438.74,438.74,125,125,125,20.74,125,HOST_db879677,true
LIST_27c9327f,Logistics Coordination,Houston,US,Video Production,455.05,455.05,142,142,142,37.05,142,HOST_8b1e3236,true
LIST_abe5111c,Re: Lease Agreement Amendment,Phoenix,US,Design & Creative,472.36,472.36,159,159,159,54.36,159,HOST_bff26ce4,false
LIST_f17141b7,Tax Filing Deadline,Philadelphia,US,Translation Services,489.67,489.67,176,176,176,71.67,176,HOST_8403ff8f,true
LIST_8c9f82d8,Payroll Discrepancy Notice,San Antonio,US,Data Entry & Processing,10.98,10.98,193,193,193,88.98,193,HOST_560f0b92,false
LIST_ab87851e,Contractor Invoice Review,San Diego,US,Outsourced Labor,27.29,27.29,9,9,9,4.29,9,HOST_d3f5671d,false
LIST_a096027e,Re: Grant Application Status,Dallas,US,Freelance Services,44.60,44.60,26,26,26,21.60,26,HOST_f3c82a00,true
LIST_af775528,Research Findings Summary,San Jose,US,Contract Manufacturing,61.91,61.91,43,43,43,38.91,43,HOST_f68eb732,false
LIST_8614f782,Patent Filing Update,Austin,US,Repair & Restoration,78.22,78.22,60,60,60,55.22,60,HOST_83e2089b,true
LIST_e1d96185,Regulatory Submission,Jacksonville,US,Calibration Services,95.53,95.53,77,77,77,72.53,77,HOST_c8e0fb1b,true
LIST_5064f5c1,Re: Quality Assurance Report,Fort Worth,US,Lab Testing,112.84,112.84,94,94,94,89.84,94,HOST_59491405,false
LIST_b7aa836b,Environmental Compliance,Columbus,US,Environmental Compliance,129.15,129.15,111,111,111,5.15,111,HOST_e434d006,true
LIST_9431bdf6,Diversity Initiative Update,Charlotte,US,Water & Sewer,146.46,146.46,128,128,128,22.46,128,HOST_37305fc6,false
LIST_0a7a3972,Community Outreach Event,Indianapolis,US,Natural Gas,163.77,163.77,145,145,145,39.77,145,HOST_62e1d4b4,false
LIST_1ca1fc23,Re: Charity Fundraiser Details,San Francisco,US,Electricity,180.08,180.08,162,162,162,56.08,162,HOST_b0fcdf76,true
LIST_d61e3e5f,Conference Registration,Seattle,US,Internet & Connectivity,197.39,197.39,179,179,179,73.39,179,HOST_1d0952df,false
LIST_cc4e4329,Workshop Materials Ready,Denver,US,Cable & Satellite,214.70,214.70,196,196,196,90.70,196,HOST_7c02d902,true
LIST_db74457d,Certification Exam Results,Nashville,US,Phone Service,231.01,231.01,12,12,12,6.01,12,HOST_a46b39f7,true
LIST_66f1bd37,Re: Mentorship Program Kickoff,Portland,US,Domain & Hosting,248.32,248.32,29,29,29,23.32,29,HOST_fd2b1e84,false
LIST_cc8cff56,Cross-Team Collaboration,Oklahoma City,US,SSL & Certificates,265.63,265.63,46,46,46,40.63,46,HOST_5ccc49ed,true
LIST_d07de2a3,Knowledge Base Article,Las Vegas,US,Backup & Recovery,282.94,282.94,63,63,63,57.94,63,HOST_d9937437,false
LIST_645362f3,System Downtime Notification,Memphis,US,Monitoring & Alerting,299.25,299.25,80,80,80,74.25,80,HOST_d9fc74a4,false
LIST_ff917ab6,Re: Password Reset Instructions,Louisville,US,Project Management Tools,316.56,316.56,97,97,97,91.56,97,HOST_5017a1aa,true
LIST_8cb7630f,Two-Factor Auth Enrollment,Baltimore,US,CRM Software,333.87,333.87,114,114,114,7.87,114,HOST_d421a2d4,false
LIST_ec61725a,Onboarding Checklist Complete,Milwaukee,US,ERP System,350.18,350.18,131,131,131,24.18,131,HOST_1c45ad41,false
LIST_69d537e6,Exit Interview Summary,Albuquerque,US,BI & Analytics,367.49,367.49,148,148,148,41.49,148,HOST_9b52769d,true
LIST_0a715dec,Re: Referral Bonus Confirmation,Tucson,US,Document Management,384.80,384.80,165,165,165,58.80,165,HOST_eab32d6c,false
LIST_ee8a8a68,Stock Option Grant,Fresno,US,E-Signature Platform,401.11,401.11,182,182,182,75.11,182,HOST_47fa0720,true
LIST_e2b8c1ba,Revenue Forecast Update,Mesa,US,Survey & Feedback,418.42,418.42,199,199,199,92.42,199,HOST_856c9ea2,true
LIST_5175e504,Cash Flow Projection,Sacramento,US,Learning Management,435.73,435.73,15,15,15,8.73,15,HOST_c59967c1,false
LIST_5d8d1c3f,Re: Accounts Receivable Aging,Atlanta,US,Help Desk Software,452.04,452.04,32,32,32,25.04,32,HOST_a71caefe,true
LIST_fde6faa9,Accounts Payable Summary,Kansas City,US,Communication Platform,469.35,469.35,49,49,49,42.35,49,HOST_7ba88a96,false
LIST_c2dfa7ae,Purchase Order Confirmation,Omaha,US,Video Conferencing,486.66,486.66,66,66,66,59.66,66,HOST_863addac,false
LIST_e7afea78,Delivery Schedule Change,Colorado Springs,US,Collaboration Tools,7.97,7.97,83,83,83,76.97,83,HOST_280e556c,true
LIST_07bbf11f,Re: Return Authorization,Raleigh,US,Cybersecurity Software,24.28,24.28,100,100,100,93.28,100,HOST_0347d017,false
LIST_4082342c,Warranty Claim Filed,Long Beach,US,Antivirus & Firewall,41.59,41.59,117,117,117,9.59,117,HOST_fa917576,true
LIST_6ae989a2,Product Recall Notice,Virginia Beach,US,VPN Service,58.90,58.90,134,134,134,26.90,134,HOST_092f9a2c,true
LIST_c5c16aa5,Safety Inspection Report,Miami,US,Password Management,75.21,75.21,151,151,151,43.21,151,HOST_b3971e1f,false
LIST_ca49bc5b,Re: Facility Maintenance Request,Oakland,US,Identity & Access Management,92.52,92.52,168,168,168,60.52,168,HOST_e40ce2a6,true
LIST_c7d3d467,Parking Permit Renewal,Minneapolis,US,Payroll Software,109.83,109.83,185,185,185,77.83,185,HOST_be5d0694,false
LIST_70602abe,Employee of the Month,Tampa,US,Benefits Administration,126.14,126.14,1,1,1,94.14,1,HOST_92f38ec1,false
LIST_5c72cd1d,Team Building Activity,Tulsa,US,Time & Attendance,143.45,143.45,18,18,18,10.45,18,HOST_f78ab923,true
LIST_f40556cc,Re: Social Media Analytics,Arlington,US,Expense Management,160.76,160.76,35,35,35,27.76,35,HOST_e2e9dd2d,false
LIST_4c255548,Website Traffic Report,New Orleans,US,Procurement Platform,177.07,177.07,52,52,52,44.07,52,HOST_787bbf2b,true
LIST_5d7c6794,SEO Performance Update,Bakersfield,US,Inventory Management,194.38,194.38,69,69,69,61.38,69,HOST_ec4f9be3,true
LIST_f17fc537,Content Calendar Draft,Wichita,US,Office Supplies,211.69,211.69,86,86,86,78.69,86,HOST_51423dd2,false
