pipeline_id,pipeline_label,stage_id,stage_label,display_order,probability,closed
hubspot_pipeline_stages_1023,pipeline_label_23,hubspot_pipeline_stages_1023,stage_label_23,display_order_23,probability_23,closed_23
hubspot_pipeline_stages_1024,pipeline_label_24,hubspot_pipeline_stages_1024,stage_label_24,display_order_24,probability_24,closed_24
hubspot_pipeline_stages_1025,pipeline_label_25,hubspot_pipeline_stages_1025,stage_label_25,display_order_25,probability_25,closed_25
hubspot_pipeline_stages_1026,pipeline_label_26,hubspot_pipeline_stages_1026,stage_label_26,display_order_26,probability_26,closed_26
hubspot_pipeline_stages_1027,pipeline_label_27,hubspot_pipeline_stages_1027,stage_label_27,display_order_27,probability_27,closed_27
hubspot_pipeline_stages_1028,pipeline_label_28,hubspot_pipeline_stages_1028,stage_label_28,display_order_28,probability_28,closed_28
hubspot_pipeline_stages_1029,pipeline_label_29,hubspot_pipeline_stages_1029,stage_label_29,display_order_29,probability_29,closed_29
hubspot_pipeline_stages_1030,pipeline_label_30,hubspot_pipeline_stages_1030,stage_label_30,display_order_30,probability_30,closed_30
hubspot_pipeline_stages_1031,pipeline_label_31,hubspot_pipeline_stages_1031,stage_label_31,display_order_31,probability_31,closed_31
hubspot_pipeline_stages_1032,pipeline_label_32,hubspot_pipeline_stages_1032,stage_label_32,display_order_32,probability_32,closed_32
hubspot_pipeline_stages_1033,pipeline_label_33,hubspot_pipeline_stages_1033,stage_label_33,display_order_33,probability_33,closed_33
hubspot_pipeline_stages_1034,pipeline_label_34,hubspot_pipeline_stages_1034,stage_label_34,display_order_34,probability_34,closed_34
hubspot_pipeline_stages_1035,pipeline_label_35,hubspot_pipeline_stages_1035,stage_label_35,display_order_35,probability_35,closed_35
hubspot_pipeline_stages_1036,pipeline_label_36,hubspot_pipeline_stages_1036,stage_label_36,display_order_36,probability_36,closed_36
hubspot_pipeline_stages_1037,pipeline_label_37,hubspot_pipeline_stages_1037,stage_label_37,display_order_37,probability_37,closed_37
hubspot_pipeline_stages_1038,pipeline_label_38,hubspot_pipeline_stages_1038,stage_label_38,display_order_38,probability_38,closed_38
hubspot_pipeline_stages_1039,pipeline_label_39,hubspot_pipeline_stages_1039,stage_label_39,display_order_39,probability_39,closed_39
hubspot_pipeline_stages_1040,pipeline_label_40,hubspot_pipeline_stages_1040,stage_label_40,display_order_40,probability_40,closed_40
hubspot_pipeline_stages_1041,pipeline_label_41,hubspot_pipeline_stages_1041,stage_label_41,display_order_41,probability_41,closed_41
hubspot_pipeline_stages_1042,pipeline_label_42,hubspot_pipeline_stages_1042,stage_label_42,display_order_42,probability_42,closed_42
hubspot_pipeline_stages_1043,pipeline_label_43,hubspot_pipeline_stages_1043,stage_label_43,display_order_43,probability_43,closed_43
hubspot_pipeline_stages_1044,pipeline_label_44,hubspot_pipeline_stages_1044,stage_label_44,display_order_44,probability_44,closed_44
hubspot_pipeline_stages_1045,pipeline_label_45,hubspot_pipeline_stages_1045,stage_label_45,display_order_45,probability_45,closed_45
hubspot_pipeline_stages_1046,pipeline_label_46,hubspot_pipeline_stages_1046,stage_label_46,display_order_46,probability_46,closed_46
hubspot_pipeline_stages_1047,pipeline_label_47,hubspot_pipeline_stages_1047,stage_label_47,display_order_47,probability_47,closed_47
hubspot_pipeline_stages_1048,pipeline_label_48,hubspot_pipeline_stages_1048,stage_label_48,display_order_48,probability_48,closed_48
hubspot_pipeline_stages_1049,pipeline_label_49,hubspot_pipeline_stages_1049,stage_label_49,display_order_49,probability_49,closed_49
hubspot_pipeline_stages_1050,pipeline_label_50,hubspot_pipeline_stages_1050,stage_label_50,display_order_50,probability_50,closed_50
hubspot_pipeline_stages_1051,pipeline_label_51,hubspot_pipeline_stages_1051,stage_label_51,display_order_51,probability_51,closed_51
hubspot_pipeline_stages_1052,pipeline_label_52,hubspot_pipeline_stages_1052,stage_label_52,display_order_52,probability_52,closed_52
hubspot_pipeline_stages_1053,pipeline_label_53,hubspot_pipeline_stages_1053,stage_label_53,display_order_53,probability_53,closed_53
hubspot_pipeline_stages_1054,pipeline_label_54,hubspot_pipeline_stages_1054,stage_label_54,display_order_54,probability_54,closed_54
hubspot_pipeline_stages_1055,pipeline_label_55,hubspot_pipeline_stages_1055,stage_label_55,display_order_55,probability_55,closed_55
hubspot_pipeline_stages_1056,pipeline_label_56,hubspot_pipeline_stages_1056,stage_label_56,display_order_56,probability_56,closed_56
hubspot_pipeline_stages_1057,pipeline_label_57,hubspot_pipeline_stages_1057,stage_label_57,display_order_57,probability_57,closed_57
hubspot_pipeline_stages_1058,pipeline_label_58,hubspot_pipeline_stages_1058,stage_label_58,display_order_58,probability_58,closed_58
hubspot_pipeline_stages_1059,pipeline_label_59,hubspot_pipeline_stages_1059,stage_label_59,display_order_59,probability_59,closed_59
hubspot_pipeline_stages_1060,pipeline_label_60,hubspot_pipeline_stages_1060,stage_label_60,display_order_60,probability_60,closed_60
hubspot_pipeline_stages_1061,pipeline_label_61,hubspot_pipeline_stages_1061,stage_label_61,display_order_61,probability_61,closed_61
hubspot_pipeline_stages_1062,pipeline_label_62,hubspot_pipeline_stages_1062,stage_label_62,display_order_62,probability_62,closed_62
hubspot_pipeline_stages_1063,pipeline_label_63,hubspot_pipeline_stages_1063,stage_label_63,display_order_63,probability_63,closed_63
hubspot_pipeline_stages_1064,pipeline_label_64,hubspot_pipeline_stages_1064,stage_label_64,display_order_64,probability_64,closed_64
hubspot_pipeline_stages_1065,pipeline_label_65,hubspot_pipeline_stages_1065,stage_label_65,display_order_65,probability_65,closed_65
hubspot_pipeline_stages_1066,pipeline_label_66,hubspot_pipeline_stages_1066,stage_label_66,display_order_66,probability_66,closed_66
hubspot_pipeline_stages_1067,pipeline_label_67,hubspot_pipeline_stages_1067,stage_label_67,display_order_67,probability_67,closed_67
hubspot_pipeline_stages_1068,pipeline_label_68,hubspot_pipeline_stages_1068,stage_label_68,display_order_68,probability_68,closed_68
hubspot_pipeline_stages_1069,pipeline_label_69,hubspot_pipeline_stages_1069,stage_label_69,display_order_69,probability_69,closed_69
hubspot_pipeline_stages_1070,pipeline_label_70,hubspot_pipeline_stages_1070,stage_label_70,display_order_70,probability_70,closed_70
hubspot_pipeline_stages_1071,pipeline_label_71,hubspot_pipeline_stages_1071,stage_label_71,display_order_71,probability_71,closed_71
hubspot_pipeline_stages_1072,pipeline_label_72,hubspot_pipeline_stages_1072,stage_label_72,display_order_72,probability_72,closed_72
hubspot_pipeline_stages_1073,pipeline_label_73,hubspot_pipeline_stages_1073,stage_label_73,display_order_73,probability_73,closed_73
hubspot_pipeline_stages_1074,pipeline_label_74,hubspot_pipeline_stages_1074,stage_label_74,display_order_74,probability_74,closed_74
hubspot_pipeline_stages_1075,pipeline_label_75,hubspot_pipeline_stages_1075,stage_label_75,display_order_75,probability_75,closed_75
hubspot_pipeline_stages_1076,pipeline_label_76,hubspot_pipeline_stages_1076,stage_label_76,display_order_76,probability_76,closed_76
hubspot_pipeline_stages_1077,pipeline_label_77,hubspot_pipeline_stages_1077,stage_label_77,display_order_77,probability_77,closed_77
hubspot_pipeline_stages_1078,pipeline_label_78,hubspot_pipeline_stages_1078,stage_label_78,display_order_78,probability_78,closed_78
hubspot_pipeline_stages_1079,pipeline_label_79,hubspot_pipeline_stages_1079,stage_label_79,display_order_79,probability_79,closed_79
hubspot_pipeline_stages_1080,pipeline_label_80,hubspot_pipeline_stages_1080,stage_label_80,display_order_80,probability_80,closed_80
hubspot_pipeline_stages_1081,pipeline_label_81,hubspot_pipeline_stages_1081,stage_label_81,display_order_81,probability_81,closed_81
hubspot_pipeline_stages_1082,pipeline_label_82,hubspot_pipeline_stages_1082,stage_label_82,display_order_82,probability_82,closed_82
hubspot_pipeline_stages_1083,pipeline_label_83,hubspot_pipeline_stages_1083,stage_label_83,display_order_83,probability_83,closed_83
hubspot_pipeline_stages_1084,pipeline_label_84,hubspot_pipeline_stages_1084,stage_label_84,display_order_84,probability_84,closed_84
hubspot_pipeline_stages_1085,pipeline_label_85,hubspot_pipeline_stages_1085,stage_label_85,display_order_85,probability_85,closed_85
hubspot_pipeline_stages_1086,pipeline_label_86,hubspot_pipeline_stages_1086,stage_label_86,display_order_86,probability_86,closed_86
hubspot_pipeline_stages_1087,pipeline_label_87,hubspot_pipeline_stages_1087,stage_label_87,display_order_87,probability_87,closed_87
hubspot_pipeline_stages_1088,pipeline_label_88,hubspot_pipeline_stages_1088,stage_label_88,display_order_88,probability_88,closed_88
hubspot_pipeline_stages_1089,pipeline_label_89,hubspot_pipeline_stages_1089,stage_label_89,display_order_89,probability_89,closed_89
hubspot_pipeline_stages_1090,pipeline_label_90,hubspot_pipeline_stages_1090,stage_label_90,display_order_90,probability_90,closed_90
hubspot_pipeline_stages_1091,pipeline_label_91,hubspot_pipeline_stages_1091,stage_label_91,display_order_91,probability_91,closed_91
hubspot_pipeline_stages_1092,pipeline_label_92,hubspot_pipeline_stages_1092,stage_label_92,display_order_92,probability_92,closed_92
hubspot_pipeline_stages_1093,pipeline_label_93,hubspot_pipeline_stages_1093,stage_label_93,display_order_93,probability_93,closed_93
hubspot_pipeline_stages_1094,pipeline_label_94,hubspot_pipeline_stages_1094,stage_label_94,display_order_94,probability_94,closed_94
hubspot_pipeline_stages_1095,pipeline_label_95,hubspot_pipeline_stages_1095,stage_label_95,display_order_95,probability_95,closed_95
hubspot_pipeline_stages_1096,pipeline_label_96,hubspot_pipeline_stages_1096,stage_label_96,display_order_96,probability_96,closed_96
hubspot_pipeline_stages_1097,pipeline_label_97,hubspot_pipeline_stages_1097,stage_label_97,display_order_97,probability_97,closed_97
hubspot_pipeline_stages_1098,pipeline_label_98,hubspot_pipeline_stages_1098,stage_label_98,display_order_98,probability_98,closed_98
hubspot_pipeline_stages_1099,pipeline_label_99,hubspot_pipeline_stages_1099,stage_label_99,display_order_99,probability_99,closed_99
