id,intent,status,amount_value,currency_code,payee_email,description,create_time
ORDER000038,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 38,2026-02-08T00:00:00Z
ORDER000039,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 39,2026-02-09T00:00:00Z
ORDER000040,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 40,2026-02-10T00:00:00Z
ORDER000041,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 41,2026-02-11T00:00:00Z
ORDER000042,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 42,2026-02-12T00:00:00Z
ORDER000043,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 43,2026-02-13T00:00:00Z
ORDER000044,CAPTURE,CREATED,12.50,CAD,shop@example.com,Order 44,2026-02-14T00:00:00Z
ORDER000045,CAPTURE,CREATED,49.99,CAD,shop@example.com,Order 45,2026-02-15T00:00:00Z
ORDER000046,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 46,2026-02-16T00:00:00Z
ORDER000047,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 47,2026-02-17T00:00:00Z
ORDER000048,CAPTURE,COMPLETED,49.99,CAD,shop@example.com,Order 48,2026-02-18T00:00:00Z
ORDER000049,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 49,2026-02-19T00:00:00Z
ORDER000050,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 50,2026-02-20T00:00:00Z
ORDER000051,CAPTURE,CREATED,19.99,CAD,shop@example.com,Order 51,2026-02-21T00:00:00Z
ORDER000052,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 52,2026-02-22T00:00:00Z
ORDER000053,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 53,2026-02-23T00:00:00Z
ORDER000054,CAPTURE,COMPLETED,49.99,CAD,shop@example.com,Order 54,2026-02-24T00:00:00Z
ORDER000055,CAPTURE,CREATED,99.00,CAD,shop@example.com,Order 55,2026-02-25T00:00:00Z
ORDER000056,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 56,2026-02-26T00:00:00Z
ORDER000057,CAPTURE,CREATED,19.99,CAD,shop@example.com,Order 57,2026-02-27T00:00:00Z
ORDER000058,CAPTURE,CREATED,19.99,CAD,shop@example.com,Order 58,2026-02-28T00:00:00Z
ORDER000059,CAPTURE,CREATED,12.50,CAD,shop@example.com,Order 59,2026-03-01T00:00:00Z
ORDER000060,CAPTURE,CREATED,19.99,CAD,shop@example.com,Order 60,2026-03-02T00:00:00Z
ORDER000061,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 61,2026-03-03T00:00:00Z
ORDER000062,CAPTURE,APPROVED,99.00,CAD,shop@example.com,Order 62,2026-03-04T00:00:00Z
ORDER000063,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 63,2026-03-05T00:00:00Z
ORDER000064,CAPTURE,COMPLETED,19.99,CAD,shop@example.com,Order 64,2026-03-06T00:00:00Z
ORDER000065,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 65,2026-03-07T00:00:00Z
ORDER000066,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 66,2026-03-08T00:00:00Z
ORDER000067,CAPTURE,CREATED,99.00,CAD,shop@example.com,Order 67,2026-03-09T00:00:00Z
ORDER000068,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 68,2026-03-10T00:00:00Z
ORDER000069,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 69,2026-03-11T00:00:00Z
ORDER000070,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 70,2026-03-12T00:00:00Z
ORDER000071,CAPTURE,CREATED,12.50,CAD,shop@example.com,Order 71,2026-03-13T00:00:00Z
ORDER000072,CAPTURE,COMPLETED,49.99,CAD,shop@example.com,Order 72,2026-03-14T00:00:00Z
ORDER000073,CAPTURE,APPROVED,99.00,CAD,shop@example.com,Order 73,2026-03-15T00:00:00Z
ORDER000074,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 74,2026-03-16T00:00:00Z
ORDER000075,CAPTURE,COMPLETED,99.00,CAD,shop@example.com,Order 75,2026-03-17T00:00:00Z
ORDER000076,CAPTURE,COMPLETED,49.99,CAD,shop@example.com,Order 76,2026-03-18T00:00:00Z
ORDER000077,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 77,2026-03-19T00:00:00Z
ORDER000078,CAPTURE,COMPLETED,99.00,CAD,shop@example.com,Order 78,2026-03-20T00:00:00Z
ORDER000079,CAPTURE,CREATED,19.99,CAD,shop@example.com,Order 79,2026-03-21T00:00:00Z
ORDER000080,CAPTURE,COMPLETED,19.99,CAD,shop@example.com,Order 80,2026-03-22T00:00:00Z
ORDER000081,CAPTURE,CREATED,49.99,CAD,shop@example.com,Order 81,2026-03-23T00:00:00Z
ORDER000082,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 82,2026-03-24T00:00:00Z
ORDER000083,CAPTURE,APPROVED,99.00,CAD,shop@example.com,Order 83,2026-03-25T00:00:00Z
ORDER000084,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 84,2026-03-26T00:00:00Z
ORDER000085,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 85,2026-03-27T00:00:00Z
ORDER000086,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 86,2026-03-28T00:00:00Z
ORDER000087,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 87,2026-03-29T00:00:00Z
ORDER000088,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 88,2026-03-30T00:00:00Z
ORDER000089,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 89,2026-03-31T00:00:00Z
ORDER000090,CAPTURE,COMPLETED,49.99,CAD,shop@example.com,Order 90,2026-04-01T00:00:00Z
ORDER000091,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 91,2026-04-02T00:00:00Z
ORDER000092,CAPTURE,CREATED,19.99,CAD,shop@example.com,Order 92,2026-04-03T00:00:00Z
ORDER000093,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 93,2026-04-04T00:00:00Z
ORDER000094,CAPTURE,APPROVED,12.50,CAD,shop@example.com,Order 94,2026-04-05T00:00:00Z
ORDER000095,CAPTURE,CREATED,12.50,CAD,shop@example.com,Order 95,2026-04-06T00:00:00Z
ORDER000096,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 96,2026-04-07T00:00:00Z
ORDER000097,CAPTURE,COMPLETED,19.99,CAD,shop@example.com,Order 97,2026-04-08T00:00:00Z
ORDER000098,CAPTURE,CREATED,99.00,CAD,shop@example.com,Order 98,2026-04-09T00:00:00Z
ORDER000099,CAPTURE,CREATED,99.00,CAD,shop@example.com,Order 99,2026-04-10T00:00:00Z
ORDER000100,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 100,2026-04-11T00:00:00Z
ORDER000101,CAPTURE,CREATED,99.00,CAD,shop@example.com,Order 101,2026-04-12T00:00:00Z
ORDER000102,CAPTURE,APPROVED,99.00,CAD,shop@example.com,Order 102,2026-04-13T00:00:00Z
ORDER000103,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 103,2026-04-14T00:00:00Z
ORDER000104,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 104,2026-04-15T00:00:00Z
ORDER000105,CAPTURE,CREATED,99.00,CAD,shop@example.com,Order 105,2026-04-16T00:00:00Z
ORDER000106,CAPTURE,APPROVED,19.99,CAD,shop@example.com,Order 106,2026-04-17T00:00:00Z
ORDER000107,CAPTURE,COMPLETED,19.99,CAD,shop@example.com,Order 107,2026-04-18T00:00:00Z
ORDER000108,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 108,2026-04-19T00:00:00Z
ORDER000109,CAPTURE,COMPLETED,12.50,CAD,shop@example.com,Order 109,2026-04-20T00:00:00Z
ORDER000110,CAPTURE,CREATED,12.50,CAD,shop@example.com,Order 110,2026-04-21T00:00:00Z
ORDER000111,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 111,2026-04-22T00:00:00Z
ORDER000112,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 112,2026-04-23T00:00:00Z
ORDER000113,CAPTURE,APPROVED,99.00,CAD,shop@example.com,Order 113,2026-04-24T00:00:00Z
ORDER000114,CAPTURE,COMPLETED,99.00,CAD,shop@example.com,Order 114,2026-04-25T00:00:00Z
ORDER000115,CAPTURE,COMPLETED,19.99,CAD,shop@example.com,Order 115,2026-04-26T00:00:00Z
ORDER000116,CAPTURE,CREATED,99.00,CAD,shop@example.com,Order 116,2026-04-27T00:00:00Z
ORDER000117,CAPTURE,CREATED,12.50,CAD,shop@example.com,Order 117,2026-04-28T00:00:00Z
ORDER000118,CAPTURE,APPROVED,49.99,CAD,shop@example.com,Order 118,2026-04-29T00:00:00Z
ORDER000119,CAPTURE,COMPLETED,19.99,CAD,shop@example.com,Order 119,2026-04-30T00:00:00Z
