zpid,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,home_type,list_price,zestimate,rent_zestimate,status,days_on_zillow,listing_agent_id
z_0029,172 Union St,Traverse City,MI,49684,44.7308,-85.6494,1,1,721,0,2004,SINGLE_FAMILY,,423986,1233,OFF_MARKET,0,
z_0030,775 Cass St,Traverse City,MI,49684,44.7311,-85.5750,3,1,1119,0,1989,CONDO,,434492,1280,OFF_MARKET,0,
z_0031,263 Washington St,Traverse City,MI,49684,44.7295,-85.6447,1,1,868,0,1890,TOWNHOUSE,,390268,1799,OFF_MARKET,0,
z_0032,168 Cass St,Traverse City,MI,49684,44.7417,-85.6230,3,1,1536,0,1991,APARTMENT,,401179,1288,OFF_MARKET,0,
z_0033,262 Wellington St,Traverse City,MI,49684,44.8058,-85.5792,1,2,1476,0,1951,SINGLE_FAMILY,,427923,1790,OFF_MARKET,0,
z_0034,363 Washington St,Traverse City,MI,49684,44.7231,-85.6485,3,1,1353,0,1918,CONDO,,310726,1699,OFF_MARKET,0,
z_0035,176 Washington St,Traverse City,MI,49684,44.7552,-85.6534,2,2,1265,0,1892,TOWNHOUSE,,429154,1722,OFF_MARKET,0,
z_0036,190 Cass St,Traverse City,MI,49684,44.7748,-85.6474,1,2,821,0,1964,APARTMENT,,395054,1280,OFF_MARKET,0,
z_0037,942 State St,Traverse City,MI,49684,44.7598,-85.6285,2,1,1208,0,2000,SINGLE_FAMILY,,455115,1730,OFF_MARKET,0,
z_0038,863 Wellington St,Traverse City,MI,49684,44.7307,-85.6596,2,1,1000,0,1933,CONDO,,360556,1235,OFF_MARKET,0,
z_0039,303 Cass St,Traverse City,MI,49684,44.7686,-85.6444,1,1,714,0,1946,TOWNHOUSE,,352681,1423,OFF_MARKET,0,
z_0040,983 Union St,Traverse City,MI,49684,44.7546,-85.6260,2,2,1375,0,1924,APARTMENT,,234189,1758,OFF_MARKET,0,
z_0041,831 Union St,Traverse City,MI,49684,44.7438,-85.6134,3,1,1222,0,2003,SINGLE_FAMILY,,478681,1196,OFF_MARKET,0,
z_0042,691 Washington St,Traverse City,MI,49684,44.7762,-85.6053,1,1,1328,0,1951,CONDO,,334009,1115,OFF_MARKET,0,
z_0043,615 Washington St,Traverse City,MI,49684,44.7129,-85.6548,1,1,1124,0,1919,TOWNHOUSE,,211214,1472,OFF_MARKET,0,
z_0044,133 State St,Traverse City,MI,49684,44.7775,-85.6575,3,2,1060,0,2004,APARTMENT,,269614,1365,OFF_MARKET,0,
z_0045,579 Cass St,Traverse City,MI,49684,44.7863,-85.5979,3,2,1164,0,1893,SINGLE_FAMILY,,241328,1569,OFF_MARKET,0,
z_0046,161 Boardman St,Traverse City,MI,49684,44.7499,-85.5807,1,1,1084,0,1893,CONDO,,431272,1647,OFF_MARKET,0,
z_0047,203 Cass St,Traverse City,MI,49684,44.8002,-85.6486,1,1,1371,0,1892,TOWNHOUSE,,292335,1644,OFF_MARKET,0,
z_0048,440 State St,Traverse City,MI,49684,44.7153,-85.6309,2,1,1573,0,1971,APARTMENT,,233757,1084,OFF_MARKET,0,
z_0049,143 State St,Traverse City,MI,49684,44.7760,-85.5904,1,2,1018,0,1912,SINGLE_FAMILY,,384848,1264,OFF_MARKET,0,
z_0050,631 Union St,Traverse City,MI,49684,44.7803,-85.6338,3,2,716,0,1959,CONDO,,323489,1609,OFF_MARKET,0,
z_0051,721 Washington St,Traverse City,MI,49684,44.7428,-85.5702,1,2,1570,0,1957,TOWNHOUSE,,360711,1473,OFF_MARKET,0,
z_0052,945 Washington St,Traverse City,MI,49684,44.7202,-85.5936,2,1,1121,0,1950,APARTMENT,,320548,1618,OFF_MARKET,0,
z_0053,465 State St,Traverse City,MI,49684,44.8096,-85.6682,2,1,610,0,1902,SINGLE_FAMILY,,304589,1219,OFF_MARKET,0,
z_0054,742 Cass St,Traverse City,MI,49684,44.7849,-85.6065,2,1,678,0,1958,CONDO,,358827,1726,OFF_MARKET,0,
z_0055,846 Wellington St,Traverse City,MI,49684,44.7100,-85.5977,2,1,1346,0,1918,TOWNHOUSE,,330634,1628,OFF_MARKET,0,
z_0056,246 Washington St,Traverse City,MI,49684,44.7970,-85.5720,1,2,965,0,1960,APARTMENT,,293234,1712,OFF_MARKET,0,
z_0057,614 Cass St,Traverse City,MI,49684,44.7475,-85.6353,2,1,837,0,1926,SINGLE_FAMILY,,225777,1765,OFF_MARKET,0,
z_0058,865 State St,Traverse City,MI,49684,44.7748,-85.6643,3,2,815,0,1992,CONDO,,329059,1442,OFF_MARKET,0,
z_0059,386 Washington St,Traverse City,MI,49684,44.7235,-85.6159,3,2,738,0,1927,TOWNHOUSE,,271351,1156,OFF_MARKET,0,
