campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
mc_c_gfv1i87r,496,299,104,40,39,1,9,5,2
mc_c_zx3rupti,215,186,162,74,34,18,7,1,0
mc_c_foqdcg3m,466,426,164,77,3,22,2,1,3
mc_c_wqpll7f1,409,250,129,53,47,14,6,3,0
mc_c_sapsuqrf,397,183,36,52,17,28,5,1,2
mc_c_t53byhah,414,349,150,94,19,16,9,2,1
mc_c_2i8nvyo8,172,137,135,78,21,20,10,2,3
mc_c_unjj6o4i,441,422,94,41,20,23,6,2,2
mc_c_veu9yblg,167,424,23,86,13,28,0,4,1
mc_c_t2bgxsff,164,256,110,58,43,20,10,0,1
mc_c_itf72566,191,326,51,54,20,3,0,5,3
mc_c_asm2p8qg,298,349,65,24,19,12,10,0,1
mc_c_bskz2dl1,438,163,117,21,43,23,0,0,2
mc_c_z7y646dc,284,287,118,50,5,3,4,1,2
mc_c_4r372pc1,416,353,139,41,26,4,9,0,1
mc_c_bsps21gl,334,287,16,70,35,5,0,2,1
mc_c_iddvgd20,474,374,86,7,37,7,0,5,0
mc_c_gt61m3oc,206,324,89,17,47,8,3,5,3
mc_c_d6kjg48c,421,360,46,6,11,17,1,4,1
mc_c_uw2n4s6s,361,218,175,31,2,25,1,0,1
mc_c_pwdsdkar,399,60,112,85,18,5,4,4,0
mc_c_4c1uuw9e,339,390,189,61,13,27,10,3,0
mc_c_094awmrk,263,238,67,84,12,13,5,3,2
mc_c_s1vk37ma,105,208,34,79,40,27,9,5,3
mc_c_sgz6l5hi,206,45,104,96,30,30,2,0,1
mc_c_8h60e93v,166,367,33,12,9,4,7,4,2
mc_c_ayhiumch,270,42,132,95,17,28,6,3,3
mc_c_cwzzwzak,443,171,195,8,42,12,1,2,3
mc_c_cnorz1ev,349,75,188,96,8,30,6,5,3
mc_c_i2926pni,363,209,175,37,24,22,0,4,3
mc_c_w6wh54p9,314,42,68,64,39,2,7,4,3
mc_c_9l36j6hw,425,382,53,90,49,26,10,2,2
mc_c_inxavvs9,194,57,151,97,42,26,1,1,1
mc_c_t0esw6wi,303,178,80,24,18,22,10,3,2
mc_c_x93cnk3d,305,104,88,72,14,19,2,2,1
mc_c_5azpuyhv,431,105,49,98,48,24,7,2,2
mc_c_f2ckjcbm,234,370,80,13,14,12,10,5,2
mc_c_6cg3g90f,234,244,55,80,27,21,9,2,3
mc_c_w1m8k5qr,426,221,104,17,45,8,1,0,2
mc_c_944yuvbt,462,447,135,67,37,23,7,5,0
mc_c_9cqbluhh,68,248,166,19,17,6,5,3,1
mc_c_wwoyw3nu,400,246,107,8,32,8,10,2,1
mc_c_24evze1p,86,167,144,27,40,15,8,1,3
mc_c_eely2ben,56,262,73,41,46,12,4,2,0
mc_c_nouxj54w,413,174,145,34,10,20,1,0,3
mc_c_4hn9o63e,500,327,11,58,42,21,1,0,3
mc_c_nuxruoo4,139,128,102,87,13,23,10,4,1
mc_c_p5k0t9n3,289,153,90,100,20,23,10,4,3
mc_c_7qgazomd,90,431,184,29,38,7,2,4,3
mc_c_vu5ou8hr,91,92,54,28,14,12,7,1,2
mc_c_kxa8aj90,253,409,139,83,9,25,10,2,1
mc_c_6kjgtov7,356,183,99,39,18,28,5,0,1
mc_c_13ogafv9,287,122,28,15,30,29,3,2,0
mc_c_sf9hxr7q,347,200,140,98,14,21,6,3,2
mc_c_cacs7vge,357,366,50,83,9,11,8,1,0
mc_c_tvnpexce,388,365,83,58,12,1,2,1,3
mc_c_4geycw3i,416,105,47,86,2,12,9,5,1
mc_c_vlcf22pg,442,347,38,6,35,28,4,4,0
mc_c_dabh2s0k,369,274,55,53,20,23,10,3,3
