id,name,activity_type,distance,average_grade,maximum_grade,elevation_high,elevation_low,climb_category,city,state
strava_segments_1035,Strava item 35,activity_type_35,distance_35,average_grade_35,maximum_grade_35,elevation_high_35,elevation_low_35,climb_category_35,city_35,open
strava_segments_1036,Strava item 36,activity_type_36,distance_36,average_grade_36,maximum_grade_36,elevation_high_36,elevation_low_36,climb_category_36,city_36,active
strava_segments_1037,Strava item 37,activity_type_37,distance_37,average_grade_37,maximum_grade_37,elevation_high_37,elevation_low_37,climb_category_37,city_37,done
strava_segments_1038,Strava item 38,activity_type_38,distance_38,average_grade_38,maximum_grade_38,elevation_high_38,elevation_low_38,climb_category_38,city_38,active
strava_segments_1039,Strava item 39,activity_type_39,distance_39,average_grade_39,maximum_grade_39,elevation_high_39,elevation_low_39,climb_category_39,city_39,done
strava_segments_1040,Strava item 40,activity_type_40,distance_40,average_grade_40,maximum_grade_40,elevation_high_40,elevation_low_40,climb_category_40,city_40,active
strava_segments_1041,Strava item 41,activity_type_41,distance_41,average_grade_41,maximum_grade_41,elevation_high_41,elevation_low_41,climb_category_41,city_41,open
strava_segments_1042,Strava item 42,activity_type_42,distance_42,average_grade_42,maximum_grade_42,elevation_high_42,elevation_low_42,climb_category_42,city_42,done
strava_segments_1043,Strava item 43,activity_type_43,distance_43,average_grade_43,maximum_grade_43,elevation_high_43,elevation_low_43,climb_category_43,city_43,done
strava_segments_1044,Strava item 44,activity_type_44,distance_44,average_grade_44,maximum_grade_44,elevation_high_44,elevation_low_44,climb_category_44,city_44,open
strava_segments_1045,Strava item 45,activity_type_45,distance_45,average_grade_45,maximum_grade_45,elevation_high_45,elevation_low_45,climb_category_45,city_45,active
strava_segments_1046,Strava item 46,activity_type_46,distance_46,average_grade_46,maximum_grade_46,elevation_high_46,elevation_low_46,climb_category_46,city_46,open
strava_segments_1047,Strava item 47,activity_type_47,distance_47,average_grade_47,maximum_grade_47,elevation_high_47,elevation_low_47,climb_category_47,city_47,active
strava_segments_1048,Strava item 48,activity_type_48,distance_48,average_grade_48,maximum_grade_48,elevation_high_48,elevation_low_48,climb_category_48,city_48,active
strava_segments_1049,Strava item 49,activity_type_49,distance_49,average_grade_49,maximum_grade_49,elevation_high_49,elevation_low_49,climb_category_49,city_49,closed
strava_segments_1050,Strava item 50,activity_type_50,distance_50,average_grade_50,maximum_grade_50,elevation_high_50,elevation_low_50,climb_category_50,city_50,open
strava_segments_1051,Strava item 51,activity_type_51,distance_51,average_grade_51,maximum_grade_51,elevation_high_51,elevation_low_51,climb_category_51,city_51,active
strava_segments_1052,Strava item 52,activity_type_52,distance_52,average_grade_52,maximum_grade_52,elevation_high_52,elevation_low_52,climb_category_52,city_52,open
strava_segments_1053,Strava item 53,activity_type_53,distance_53,average_grade_53,maximum_grade_53,elevation_high_53,elevation_low_53,climb_category_53,city_53,active
strava_segments_1054,Strava item 54,activity_type_54,distance_54,average_grade_54,maximum_grade_54,elevation_high_54,elevation_low_54,climb_category_54,city_54,done
strava_segments_1055,Strava item 55,activity_type_55,distance_55,average_grade_55,maximum_grade_55,elevation_high_55,elevation_low_55,climb_category_55,city_55,done
strava_segments_1056,Strava item 56,activity_type_56,distance_56,average_grade_56,maximum_grade_56,elevation_high_56,elevation_low_56,climb_category_56,city_56,active
strava_segments_1057,Strava item 57,activity_type_57,distance_57,average_grade_57,maximum_grade_57,elevation_high_57,elevation_low_57,climb_category_57,city_57,closed
strava_segments_1058,Strava item 58,activity_type_58,distance_58,average_grade_58,maximum_grade_58,elevation_high_58,elevation_low_58,climb_category_58,city_58,closed
strava_segments_1059,Strava item 59,activity_type_59,distance_59,average_grade_59,maximum_grade_59,elevation_high_59,elevation_low_59,climb_category_59,city_59,closed
strava_segments_1060,Strava item 60,activity_type_60,distance_60,average_grade_60,maximum_grade_60,elevation_high_60,elevation_low_60,climb_category_60,city_60,active
strava_segments_1061,Strava item 61,activity_type_61,distance_61,average_grade_61,maximum_grade_61,elevation_high_61,elevation_low_61,climb_category_61,city_61,closed
strava_segments_1062,Strava item 62,activity_type_62,distance_62,average_grade_62,maximum_grade_62,elevation_high_62,elevation_low_62,climb_category_62,city_62,done
strava_segments_1063,Strava item 63,activity_type_63,distance_63,average_grade_63,maximum_grade_63,elevation_high_63,elevation_low_63,climb_category_63,city_63,open
strava_segments_1064,Strava item 64,activity_type_64,distance_64,average_grade_64,maximum_grade_64,elevation_high_64,elevation_low_64,climb_category_64,city_64,open
strava_segments_1065,Strava item 65,activity_type_65,distance_65,average_grade_65,maximum_grade_65,elevation_high_65,elevation_low_65,climb_category_65,city_65,done
strava_segments_1066,Strava item 66,activity_type_66,distance_66,average_grade_66,maximum_grade_66,elevation_high_66,elevation_low_66,climb_category_66,city_66,closed
strava_segments_1067,Strava item 67,activity_type_67,distance_67,average_grade_67,maximum_grade_67,elevation_high_67,elevation_low_67,climb_category_67,city_67,done
strava_segments_1068,Strava item 68,activity_type_68,distance_68,average_grade_68,maximum_grade_68,elevation_high_68,elevation_low_68,climb_category_68,city_68,open
strava_segments_1069,Strava item 69,activity_type_69,distance_69,average_grade_69,maximum_grade_69,elevation_high_69,elevation_low_69,climb_category_69,city_69,active
strava_segments_1070,Strava item 70,activity_type_70,distance_70,average_grade_70,maximum_grade_70,elevation_high_70,elevation_low_70,climb_category_70,city_70,open
strava_segments_1071,Strava item 71,activity_type_71,distance_71,average_grade_71,maximum_grade_71,elevation_high_71,elevation_low_71,climb_category_71,city_71,closed
strava_segments_1072,Strava item 72,activity_type_72,distance_72,average_grade_72,maximum_grade_72,elevation_high_72,elevation_low_72,climb_category_72,city_72,active
strava_segments_1073,Strava item 73,activity_type_73,distance_73,average_grade_73,maximum_grade_73,elevation_high_73,elevation_low_73,climb_category_73,city_73,open
strava_segments_1074,Strava item 74,activity_type_74,distance_74,average_grade_74,maximum_grade_74,elevation_high_74,elevation_low_74,climb_category_74,city_74,done
strava_segments_1075,Strava item 75,activity_type_75,distance_75,average_grade_75,maximum_grade_75,elevation_high_75,elevation_low_75,climb_category_75,city_75,open
strava_segments_1076,Strava item 76,activity_type_76,distance_76,average_grade_76,maximum_grade_76,elevation_high_76,elevation_low_76,climb_category_76,city_76,open
strava_segments_1077,Strava item 77,activity_type_77,distance_77,average_grade_77,maximum_grade_77,elevation_high_77,elevation_low_77,climb_category_77,city_77,active
strava_segments_1078,Strava item 78,activity_type_78,distance_78,average_grade_78,maximum_grade_78,elevation_high_78,elevation_low_78,climb_category_78,city_78,closed
strava_segments_1079,Strava item 79,activity_type_79,distance_79,average_grade_79,maximum_grade_79,elevation_high_79,elevation_low_79,climb_category_79,city_79,done
strava_segments_1080,Strava item 80,activity_type_80,distance_80,average_grade_80,maximum_grade_80,elevation_high_80,elevation_low_80,climb_category_80,city_80,open
strava_segments_1081,Strava item 81,activity_type_81,distance_81,average_grade_81,maximum_grade_81,elevation_high_81,elevation_low_81,climb_category_81,city_81,active
strava_segments_1082,Strava item 82,activity_type_82,distance_82,average_grade_82,maximum_grade_82,elevation_high_82,elevation_low_82,climb_category_82,city_82,closed
strava_segments_1083,Strava item 83,activity_type_83,distance_83,average_grade_83,maximum_grade_83,elevation_high_83,elevation_low_83,climb_category_83,city_83,done
strava_segments_1084,Strava item 84,activity_type_84,distance_84,average_grade_84,maximum_grade_84,elevation_high_84,elevation_low_84,climb_category_84,city_84,done
strava_segments_1085,Strava item 85,activity_type_85,distance_85,average_grade_85,maximum_grade_85,elevation_high_85,elevation_low_85,climb_category_85,city_85,active
strava_segments_1086,Strava item 86,activity_type_86,distance_86,average_grade_86,maximum_grade_86,elevation_high_86,elevation_low_86,climb_category_86,city_86,open
strava_segments_1087,Strava item 87,activity_type_87,distance_87,average_grade_87,maximum_grade_87,elevation_high_87,elevation_low_87,climb_category_87,city_87,active
strava_segments_1088,Strava item 88,activity_type_88,distance_88,average_grade_88,maximum_grade_88,elevation_high_88,elevation_low_88,climb_category_88,city_88,closed
strava_segments_1089,Strava item 89,activity_type_89,distance_89,average_grade_89,maximum_grade_89,elevation_high_89,elevation_low_89,climb_category_89,city_89,open
strava_segments_1090,Strava item 90,activity_type_90,distance_90,average_grade_90,maximum_grade_90,elevation_high_90,elevation_low_90,climb_category_90,city_90,closed
strava_segments_1091,Strava item 91,activity_type_91,distance_91,average_grade_91,maximum_grade_91,elevation_high_91,elevation_low_91,climb_category_91,city_91,closed
strava_segments_1092,Strava item 92,activity_type_92,distance_92,average_grade_92,maximum_grade_92,elevation_high_92,elevation_low_92,climb_category_92,city_92,open
strava_segments_1093,Strava item 93,activity_type_93,distance_93,average_grade_93,maximum_grade_93,elevation_high_93,elevation_low_93,climb_category_93,city_93,done
strava_segments_1094,Strava item 94,activity_type_94,distance_94,average_grade_94,maximum_grade_94,elevation_high_94,elevation_low_94,climb_category_94,city_94,closed
strava_segments_1095,Strava item 95,activity_type_95,distance_95,average_grade_95,maximum_grade_95,elevation_high_95,elevation_low_95,climb_category_95,city_95,active
strava_segments_1096,Strava item 96,activity_type_96,distance_96,average_grade_96,maximum_grade_96,elevation_high_96,elevation_low_96,climb_category_96,city_96,done
strava_segments_1097,Strava item 97,activity_type_97,distance_97,average_grade_97,maximum_grade_97,elevation_high_97,elevation_low_97,climb_category_97,city_97,closed
strava_segments_1098,Strava item 98,activity_type_98,distance_98,average_grade_98,maximum_grade_98,elevation_high_98,elevation_low_98,climb_category_98,city_98,active
strava_segments_1099,Strava item 99,activity_type_99,distance_99,average_grade_99,maximum_grade_99,elevation_high_99,elevation_low_99,climb_category_99,city_99,done
