playlist_id,name,description,owner_id,public,collaborative
pl00000000000000000117,Cafe de Olla Mornings 116,Personal listening mix,user-dana,false,false
pl00000000000000000118,Cafe de Olla Mornings 117,Personal listening mix,user-dana,false,true
pl00000000000000000119,Ranchera Classics 118,Personal listening mix,user-dana,true,false
pl00000000000000000120,Ranchera Classics 119,Personal listening mix,user-dana,false,false
pl00000000000000000121,Sloan's Lake Run 120,Personal listening mix,user-dana,true,true
pl00000000000000000122,Ranchera Classics 121,Personal listening mix,user-dana,true,true
pl00000000000000000123,Folklorico Memories 122,Personal listening mix,user-dana,true,false
pl00000000000000000124,Sloan's Lake Run 123,Personal listening mix,user-dana,true,true
pl00000000000000000125,Cafe de Olla Mornings 124,Personal listening mix,user-dana,false,true
pl00000000000000000126,Ranchera Classics 125,Personal listening mix,user-dana,false,true
pl00000000000000000127,Ranchera Classics 126,Personal listening mix,user-dana,false,true
pl00000000000000000128,Ranchera Classics 127,Personal listening mix,user-dana,true,false
pl00000000000000000129,Folklorico Memories 128,Personal listening mix,user-dana,false,true
pl00000000000000000130,Folklorico Memories 129,Personal listening mix,user-dana,false,false
pl00000000000000000131,Sloan's Lake Run 130,Personal listening mix,user-dana,true,false
pl00000000000000000132,Sloan's Lake Run 131,Personal listening mix,user-dana,false,false
pl00000000000000000133,Cafe de Olla Mornings 132,Personal listening mix,user-dana,false,true
pl00000000000000000134,Post-Call Wind Down 133,Personal listening mix,user-dana,false,false
pl00000000000000000135,Bad Bunny Mix 134,Personal listening mix,user-dana,true,false
pl00000000000000000136,Folklorico Memories 135,Personal listening mix,user-dana,false,true
pl00000000000000000137,Bad Bunny Mix 136,Personal listening mix,user-dana,true,true
pl00000000000000000138,Folklorico Memories 137,Personal listening mix,user-dana,false,false
pl00000000000000000139,Post-Call Wind Down 138,Personal listening mix,user-dana,false,false
pl00000000000000000140,Bad Bunny Mix 139,Personal listening mix,user-dana,false,true
pl00000000000000000141,Ranchera Classics 140,Personal listening mix,user-dana,false,true
pl00000000000000000142,Ranchera Classics 141,Personal listening mix,user-dana,true,true
pl00000000000000000143,Ranchera Classics 142,Personal listening mix,user-dana,false,true
pl00000000000000000144,Cafe de Olla Mornings 143,Personal listening mix,user-dana,false,false
pl00000000000000000145,Folklorico Memories 144,Personal listening mix,user-dana,false,false
pl00000000000000000146,Cafe de Olla Mornings 145,Personal listening mix,user-dana,false,false
pl00000000000000000147,Ranchera Classics 146,Personal listening mix,user-dana,false,false
pl00000000000000000148,Ranchera Classics 147,Personal listening mix,user-dana,true,false
pl00000000000000000149,Cafe de Olla Mornings 148,Personal listening mix,user-dana,true,false
pl00000000000000000150,Bad Bunny Mix 149,Personal listening mix,user-dana,false,false
pl00000000000000000151,Post-Call Wind Down 150,Personal listening mix,user-dana,false,false
pl00000000000000000152,Bad Bunny Mix 151,Personal listening mix,user-dana,true,true
pl00000000000000000153,Ranchera Classics 152,Personal listening mix,user-dana,true,true
pl00000000000000000154,Folklorico Memories 153,Personal listening mix,user-dana,true,false
pl00000000000000000155,Folklorico Memories 154,Personal listening mix,user-dana,true,false
pl00000000000000000156,Sloan's Lake Run 155,Personal listening mix,user-dana,true,false
pl00000000000000000157,Cafe de Olla Mornings 156,Personal listening mix,user-dana,true,false
pl00000000000000000158,Bad Bunny Mix 157,Personal listening mix,user-dana,false,false
pl00000000000000000159,Ranchera Classics 158,Personal listening mix,user-dana,false,false
pl00000000000000000160,Post-Call Wind Down 159,Personal listening mix,user-dana,true,false
pl00000000000000000161,Bad Bunny Mix 160,Personal listening mix,user-dana,false,true
pl00000000000000000162,Bad Bunny Mix 161,Personal listening mix,user-dana,false,false
pl00000000000000000163,Sloan's Lake Run 162,Personal listening mix,user-dana,false,false
pl00000000000000000164,Sloan's Lake Run 163,Personal listening mix,user-dana,true,false
pl00000000000000000165,Sloan's Lake Run 164,Personal listening mix,user-dana,false,false
pl00000000000000000166,Ranchera Classics 165,Personal listening mix,user-dana,false,false
pl00000000000000000167,Sloan's Lake Run 166,Personal listening mix,user-dana,false,false
pl00000000000000000168,Sloan's Lake Run 167,Personal listening mix,user-dana,true,false
pl00000000000000000169,Bad Bunny Mix 168,Personal listening mix,user-dana,true,true
pl00000000000000000170,Cafe de Olla Mornings 169,Personal listening mix,user-dana,true,false
pl00000000000000000171,Folklorico Memories 170,Personal listening mix,user-dana,true,true
pl00000000000000000172,Sloan's Lake Run 171,Personal listening mix,user-dana,false,true
pl00000000000000000173,Sloan's Lake Run 172,Personal listening mix,user-dana,false,true
pl00000000000000000174,Ranchera Classics 173,Personal listening mix,user-dana,false,true
pl00000000000000000175,Ranchera Classics 174,Personal listening mix,user-dana,true,true
pl00000000000000000176,Bad Bunny Mix 175,Personal listening mix,user-dana,true,false
pl00000000000000000177,Sloan's Lake Run 176,Personal listening mix,user-dana,true,true
pl00000000000000000178,Ranchera Classics 177,Personal listening mix,user-dana,true,true
pl00000000000000000179,Bad Bunny Mix 178,Personal listening mix,user-dana,true,true
pl00000000000000000180,Folklorico Memories 179,Personal listening mix,user-dana,false,false
pl00000000000000000181,Folklorico Memories 180,Personal listening mix,user-dana,true,true
pl00000000000000000182,Ranchera Classics 181,Personal listening mix,user-dana,true,true
pl00000000000000000183,Sloan's Lake Run 182,Personal listening mix,user-dana,false,false
pl00000000000000000184,Folklorico Memories 183,Personal listening mix,user-dana,false,true
pl00000000000000000185,Post-Call Wind Down 184,Personal listening mix,user-dana,true,false
pl00000000000000000186,Sloan's Lake Run 185,Personal listening mix,user-dana,false,true
pl00000000000000000187,Folklorico Memories 186,Personal listening mix,user-dana,false,true
pl00000000000000000188,Folklorico Memories 187,Personal listening mix,user-dana,false,false
pl00000000000000000189,Folklorico Memories 188,Personal listening mix,user-dana,true,true
pl00000000000000000190,Post-Call Wind Down 189,Personal listening mix,user-dana,true,false
pl00000000000000000191,Bad Bunny Mix 190,Personal listening mix,user-dana,false,false
pl00000000000000000192,Bad Bunny Mix 191,Personal listening mix,user-dana,false,false
pl00000000000000000193,Cafe de Olla Mornings 192,Personal listening mix,user-dana,false,false
pl00000000000000000194,Ranchera Classics 193,Personal listening mix,user-dana,false,false
pl00000000000000000195,Cafe de Olla Mornings 194,Personal listening mix,user-dana,true,false
pl00000000000000000196,Bad Bunny Mix 195,Personal listening mix,user-dana,true,false
pl00000000000000000197,Sloan's Lake Run 196,Personal listening mix,user-dana,false,true
pl00000000000000000198,Ranchera Classics 197,Personal listening mix,user-dana,false,false
pl00000000000000000199,Sloan's Lake Run 198,Personal listening mix,user-dana,false,true
pl00000000000000000200,Ranchera Classics 199,Personal listening mix,user-dana,false,true
pl00000000000000000201,Cafe de Olla Mornings 200,Personal listening mix,user-dana,false,true
pl00000000000000000202,Ranchera Classics 201,Personal listening mix,user-dana,false,false
pl00000000000000000203,Cafe de Olla Mornings 202,Personal listening mix,user-dana,true,false
pl00000000000000000204,Half Marathon Pace,Personal listening mix,user-dana,true,false
pl00000000000000000205,Vicente Fernandez Forever,Personal listening mix,user-dana,true,true
pl00000000000000000206,Sloan's Lake Run,Personal listening mix,user-dana,false,true
pl00000000000000000207,Sunday Kitchen,Personal listening mix,user-dana,true,true
pl00000000000000000208,Folklorico Muscle Memory,Personal listening mix,user-dana,true,true
pl00000000000000000209,Guadalajara Bound,Personal listening mix,user-dana,true,true
pl00000000000000000210,Bad Bunny + Rosalia Mix,Personal listening mix,user-dana,false,false
pl00000000000000000211,Half Marathon Pace,Personal listening mix,user-dana,true,true
pl00000000000000000212,Half Marathon Pace,Personal listening mix,user-dana,true,true
pl00000000000000000213,Bad Bunny + Rosalia Mix,Personal listening mix,user-dana,true,false
pl00000000000000000214,Ranchera Classics,Personal listening mix,user-dana,false,false
pl00000000000000000215,Half Marathon Pace,Personal listening mix,user-dana,true,false
pl00000000000000000216,Vicente Fernandez Forever,Personal listening mix,user-dana,false,false
pl00000000000000000217,Cafe de Olla Mornings,Personal listening mix,user-dana,false,true
pl00000000000000000218,Study Focus IM Boards,Personal listening mix,user-dana,false,false
pl00000000000000000219,Post-Call Wind Down,Personal listening mix,user-dana,true,false
pl00000000000000000220,Study Focus IM Boards,Personal listening mix,user-dana,false,true
pl00000000000000000221,Vicente Fernandez Forever,Personal listening mix,user-dana,true,false
pl00000000000000000222,Half Marathon Pace,Personal listening mix,user-dana,false,true
pl00000000000000000223,Post-Call Wind Down,Personal listening mix,user-dana,true,true
pl00000000000000000224,Night Float Survival,Personal listening mix,user-dana,true,false
pl00000000000000000225,Bad Bunny + Rosalia Mix,Personal listening mix,user-dana,true,true
pl00000000000000000226,Half Marathon Pace,Personal listening mix,user-dana,true,true
pl00000000000000000227,Folklorico Muscle Memory,Personal listening mix,user-dana,false,false
pl00000000000000000228,Study Focus IM Boards,Personal listening mix,user-dana,false,false
pl00000000000000000229,Ranchera Classics,Personal listening mix,user-dana,false,true
pl00000000000000000230,Cafe de Olla Mornings,Personal listening mix,user-dana,false,true
