campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
camp-0060,26,80,94,0.418,68,46,0.179,2,2
camp-0061,106,162,93,0.276,1,0,0.195,1,1
camp-0062,290,238,49,0.274,48,43,0.029,8,6
camp-0063,41,21,130,0.403,51,58,0.17,0,1
camp-0064,181,94,48,0.421,7,38,0.042,6,12
camp-0065,152,168,110,0.418,0,11,0.026,10,8
camp-0066,58,104,152,0.678,35,56,0.144,4,7
camp-0067,56,235,79,0.418,19,55,0.138,6,11
camp-0068,196,79,66,0.467,58,33,0.068,1,2
camp-0069,227,133,56,0.304,77,42,0.199,7,6
camp-0070,131,91,168,0.24,31,22,0.059,7,8
camp-0071,170,240,180,0.379,58,6,0.115,10,5
camp-0072,128,125,88,0.437,52,34,0.175,3,0
camp-0073,58,178,78,0.372,17,19,0.035,9,12
camp-0074,174,206,23,0.252,6,0,0.08,9,2
camp-0075,254,202,166,0.285,17,21,0.015,8,3
camp-0076,98,179,153,0.289,72,35,0.046,10,15
camp-0077,40,36,63,0.617,59,14,0.199,5,6
camp-0078,234,169,150,0.606,1,33,0.196,10,14
camp-0079,151,153,27,0.542,24,37,0.075,5,14
camp-0080,158,168,43,0.539,59,34,0.124,3,12
camp-0081,156,122,122,0.472,24,22,0.03,8,12
camp-0082,116,148,43,0.437,12,35,0.175,7,1
camp-0083,34,87,27,0.542,8,55,0.029,7,13
camp-0084,191,137,190,0.325,1,53,0.103,6,6
camp-0085,133,162,153,0.419,17,54,0.148,4,13
camp-0086,130,181,80,0.328,73,20,0.022,9,14
camp-0087,282,95,185,0.338,61,3,0.111,1,8
camp-0088,116,23,9,0.48,45,3,0.158,1,15
camp-0089,285,194,41,0.506,48,28,0.055,9,15
camp-0090,140,78,22,0.504,71,52,0.144,6,4
camp-0091,54,247,192,0.312,6,34,0.159,4,1
camp-0092,292,13,82,0.52,40,49,0.157,1,3
camp-0093,225,235,156,0.547,0,59,0.083,5,14
camp-0094,42,106,109,0.25,65,33,0.148,9,13
camp-0095,270,33,68,0.58,52,1,0.191,3,2
camp-0096,103,191,63,0.586,40,30,0.144,10,7
camp-0097,113,241,135,0.551,59,25,0.156,3,2
camp-0098,223,208,182,0.316,18,22,0.178,5,6
camp-0099,296,23,112,0.416,4,58,0.064,0,11
camp-0100,72,116,92,0.289,3,44,0.176,2,9
camp-0101,253,184,40,0.445,15,51,0.198,1,14
camp-0102,119,98,181,0.201,67,6,0.14,8,5
camp-0103,171,238,197,0.402,42,53,0.174,8,12
camp-0104,106,202,60,0.577,40,44,0.087,10,13
camp-0105,167,72,77,0.277,28,20,0.067,3,8
camp-0106,126,124,104,0.354,47,20,0.098,6,9
camp-0107,29,236,67,0.573,16,26,0.172,9,7
camp-0108,182,181,103,0.63,1,45,0.063,9,10
camp-0109,298,198,7,0.639,80,6,0.127,1,15
